"Run Number","Mutation Number","Percentage","Accuracy","Loss"
3,1,99,0.8925714286,0.6651891474
3,2,99,0.8912857143,0.7106544563
3,3,99,0.8888571429,0.5368807629
3,4,99,0.8936428571,0.8488789582
4,0,99,0.8915714286,0.6524476175
4,1,99,0.8919285714,0.7091802259
4,2,99,0.8919285714,0.4841565958
4,3,99,0.8892142857,0.786448582
4,4,99,0.8920714286,0.5669167865
0,0,100,0.8922857143,1.6078561303
0,1,100,0.8924285714,1.6049937797
0,2,100,0.8913571429,1.6283930621
0,3,100,0.8896428571,1.6645557788
0,4,100,0.8921428571,1.6109894094
1,0,100,0.8908571429,1.623797066
1,1,100,0.8922857143,1.6213446306
1,2,100,0.8915,1.6308578521
1,3,100,0.8869285714,1.6595297434
1,4,100,0.8914285714,1.6103777228
2,0,100,0.8922142857,1.6186771744
2,1,100,0.8932142857,1.5890194826
2,2,100,0.8908571429,1.6328291707
2,3,100,0.8887857143,1.665479298
2,4,100,0.8922857143,1.6035375128
3,0,100,0.8919285714,1.6116412465
3,1,100,0.8908571429,1.6089320593
3,2,100,0.8913571429,1.6291562732
3,3,100,0.8892857143,1.6528219379
3,4,100,0.8926428571,1.6121236762
4,0,100,0.8915714286,1.6225677885
4,1,100,0.8937142857,1.5895919946
4,2,100,0.8917142857,1.623646217
4,3,100,0.8884285714,1.6663415961
4,4,100,0.8916428571,1.6241102211
