Mutation Number,Run Number,Accuracy,Loss
31,5,0.9905,0.03121488304480694
31,6,0.9905,0.03133139390263075
31,7,0.991,0.037539054893940244
31,8,0.9903571428571428,0.0362782838141211
31,9,0.9900714285714286,0.03708639604508582
31,10,0.9907142857142858,0.03323209551620364
31,11,0.9896428571428572,0.03879814133111047
31,12,0.9910714285714286,0.03226917177657222
31,13,0.9905,0.034189550955576124
31,14,0.9917142857142857,0.02771782332303493
31,15,0.9902857142857143,0.03026829463719748
31,16,0.9881428571428571,0.03899907106683324
31,17,0.9916428571428572,0.026106132632894775
31,18,0.991,0.03245354873454614
31,19,0.9903571428571428,0.030114744075675843
32,0,0.9909285714285714,0.03223203152363255
32,1,0.9912857142857143,0.03073602598135975
32,2,0.9919285714285714,0.03181090626988381
32,3,0.9909285714285714,0.034046254355621516
32,4,0.9911428571428571,0.03508871276946489
32,5,0.9907857142857143,0.03286922197344081
32,6,0.9902857142857143,0.03375721126946363
32,7,0.9901428571428571,0.036612452450190694
32,8,0.991,0.031824517205628844
32,9,0.9902142857142857,0.03634541185169447
32,10,0.991,0.03665533172559143
32,11,0.991,0.03395434544142128
32,12,0.9911428571428571,0.03502270856655248
32,13,0.9912142857142857,0.031960484394096836
32,14,0.9918571428571429,0.029325256025521024
32,15,0.9911428571428571,0.02854719221063403
32,16,0.9893571428571428,0.03672117112013179
32,17,0.9916428571428572,0.029814393490388672
32,18,0.9895714285714285,0.0332027210007405
32,19,0.9911428571428571,0.030979039635076852
33,0,0.9908571428571429,0.033842781771373016
33,1,0.9895,0.042928871963025556
33,2,0.9915714285714285,0.033965035465988745
33,3,0.9900714285714286,0.03885080640514843
33,4,0.9912142857142857,0.03788190640808339
33,5,0.9892857142857143,0.04164073760078931
33,6,0.9903571428571428,0.03692010180701514
33,7,0.9893571428571428,0.042846177979995057
33,8,0.9895714285714285,0.04157147627247053
