"","num","perc","min","max","mean","orig_mean","sd","p-value","cohen_eff","power","killed","interval","bayesian_killed","glm_p","glm_killed","1percent","5percent","10percent"
"1",1,5,0.9891428571,0.9918571429,0.990394285704,0.99065142858,0.000751449852437206,1,"small",0.987644241034209,"nk","bla bla","nk",0.242575624670171,"nk",0,0,0
"2",2,10,0.9892142857,0.9917857143,0.990608571432,0.99065142858,0.000705638123112059,1,"negligible",0.95201607954622,"nk","bla bla","nk",0.839982657472236,"nk",0,0,0
"3",3,25,0.9862857143,0.9922142857,0.990240000004,0.99065142858,0.00122107346312035,1,"small",0.993270025674007,"nk","bla bla","nk",0.162904253600459,"nk",0,0,0
"4",4,50,0.9887857143,0.9916428571,0.99024571428,0.99065142858,0.000753698348959649,1,"medium",0.998444097875065,"nk","bla bla","nk",0.068432208973377,"nk",0,0,0
"5",5,75,0.9881428571,0.9917142857,0.989817142848,0.99065142858,0.000943578370123343,1,"large",0.999999510466408,"nk","bla bla","nk",0.00137105336518752,"k",0,0,0
"6",6,80,0.9876428571,0.9910714286,0.989534285724,0.99065142858,0.000888829014534417,1,"large",0.999999999988073,"nk","bla bla","nk",2.1457497923993e-05,"k",0,0,0
"7",7,85,0.9868571429,0.9905714286,0.98932857142,0.99065142858,0.000995525697750166,1,"large",0.999999999999922,"nk","bla bla","nk",3.83259206291677e-06,"k",0,0,0
"8",8,90,0.9867857143,0.9905,0.988725714292,0.99065142858,0.00101491429119547,1,"large",1,"nk","bla bla","nk",1.24520795042929e-09,"k",0,0,0
"9",9,95,0.9805714286,0.9895714286,0.986537142856,0.99065142858,0.00160993408530195,1,"large",1,"nk","bla bla","nk",2.24766509696597e-15,"k",0.04,0,0
"10",10,99,0.9675,0.9835714286,0.975922857156,0.99065142858,0.00417342580769689,1,"large",1,"nk","bla bla","nk",2.62958026114454e-22,"k",0.84,0,0
"11",11,100,0.8879285714,0.8999285714,0.892417142844,0.99065142858,0.00241308789152428,1,"large",1,"nk","bla bla","nk",4.25155155684811e-71,"k",1,1,0.24
