"Run Number","Mutation Number","Percentage","Flip Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
1,3,50,100,0.9940310938,0.0194258143,0.9885226604,0.033881269
1,4,50,100,0.9929205997,0.0255295518,0.9882283697,0.0363784808
2,0,50,100,0.993412754,0.0200037228,0.9915513474,0.0286376883
2,1,50,100,0.9938332165,0.0179403079,0.9922796795,0.0283825793
2,2,50,100,0.994253679,0.0174516451,0.9918426803,0.0290018293
2,3,50,100,0.9945339874,0.0166115733,0.991405681,0.028891519
2,4,50,100,0.9943938332,0.017946041,0.9930080117,0.0291466657
3,0,50,100,0.9952679193,0.0183451951,0.988701394,0.0337166429
3,1,50,100,0.9951287404,0.0175170138,0.9901687454,0.0320937749
3,2,50,100,0.9952679193,0.0178653747,0.9903154806,0.0322917965
3,3,50,100,0.9941544885,0.0197963654,0.98972854,0.0325177959
3,4,50,100,0.9949895616,0.0184867868,0.988701394,0.0356449734
4,0,50,100,0.9936824372,0.0218935639,0.9895303185,0.0339588692
4,1,50,100,0.9948055595,0.0187660877,0.9915660899,0.0305043839
4,2,50,100,0.9945247789,0.0203140086,0.9896757307,0.035572861
4,3,50,100,0.9946651692,0.0209496854,0.9909844409,0.0298685656
4,4,50,100,0.991155412,0.0281528129,0.9896757307,0.0345075598
0,0,75,25,0.9945795691,0.0188353742,0.9891256429,0.0322145068
0,1,75,25,0.9929117443,0.0244560358,0.9885378398,0.0366301843
0,2,75,25,0.9936066713,0.0232745863,0.9882439383,0.0375063943
0,3,75,25,0.9937456567,0.0221067166,0.9888317414,0.0347763324
0,4,75,25,0.9938846421,0.0213556725,0.9892725937,0.0329024353
1,0,75,25,0.9927817879,0.0248527186,0.9882283696,0.0382813907
1,1,75,25,0.993337035,0.0246693892,0.9886698058,0.0355445203
1,2,75,25,0.993337035,0.0250350831,0.9892583873,0.0329983609
1,3,75,25,0.993337035,0.0276093662,0.9896998235,0.0345663446
1,4,75,25,0.9926429761,0.0233763829,0.9879340789,0.0393089621
2,0,75,25,0.9935529082,0.0188604542,0.9915513474,0.0291343599
2,1,75,25,0.9911702873,0.0285690076,0.990386016,0.030274656
2,2,75,25,0.9941135249,0.0186435715,0.9922796795,0.0287009312
2,3,75,25,0.9936930624,0.0229205511,0.9912600146,0.0298084426
2,4,75,25,0.9936930624,0.018440825,0.9919883467,0.0294289534
3,0,75,25,0.9941544885,0.0214994604,0.9906089508,0.0304545633
3,1,75,25,0.9951287404,0.0204470055,0.9895818048,0.0329350535
3,2,75,25,0.9931802366,0.0261839094,0.9904622157,0.0316726861
3,3,75,25,0.9930410578,0.0249150984,0.9884079237,0.0342838283
3,4,75,25,0.9935977731,0.0232822155,0.9894350697,0.0311807965
4,0,75,25,0.9929804858,0.0282005076,0.9904027919,0.0340997374
4,1,75,25,0.9914361926,0.027779635,0.9895303185,0.0342243432
4,2,75,25,0.9936824372,0.0206836024,0.9902573797,0.0319454783
4,3,75,25,0.9942439983,0.0209465428,0.9893849062,0.0340941686
4,4,75,25,0.9917169732,0.0326499846,0.989239494,0.0336988543
0,0,75,50,0.9934676859,0.0222053849,0.9891256429,0.0346431298
0,1,75,50,0.9931897151,0.0246294597,0.9882439383,0.0355597571
0,2,75,50,0.9947185546,0.0202891059,0.9904481999,0.0314153294
0,3,75,50,0.9938846421,0.0255847679,0.9888317414,0.0339618545
0,4,75,50,0.9952744962,0.0184822363,0.9875091844,0.0333237458
1,0,75,50,0.9930594114,0.0270631283,0.9880812243,0.0364385853
1,1,75,50,0.9943087174,0.0247046984,0.9895526781,0.0358619438
1,2,75,50,0.9931982232,0.02566548,0.9870512066,0.0394112649
1,3,75,50,0.9926429761,0.02608882,0.9880812243,0.0366140436
1,4,75,50,0.9943087174,0.0223240755,0.9888169512,0.0342427472
2,0,75,50,0.9931324457,0.0195101608,0.9919883467,0.0297394896
2,1,75,50,0.994253679,0.0191965819,0.9921340131,0.0273711638
2,2,75,50,0.9939733707,0.0206600873,0.9916970138,0.0277887688
2,3,75,50,0.9945339874,0.019529799,0.992425346,0.0269103194
2,4,75,50,0.9914505957,0.0235600169,0.9919883467,0.0289082281
3,0,75,50,0.9949895616,0.0190118894,0.9904622157,0.0309286088
3,1,75,50,0.9934585943,0.0230895006,0.9895818048,0.0340828803
3,2,75,50,0.9947112039,0.0193677539,0.9879677183,0.0361979998
3,3,75,50,0.9927627001,0.0250341975,0.9894350697,0.0341365808
3,4,75,50,0.9944328462,0.0192808952,0.9889948643,0.0340515469
4,0,75,50,0.9938228275,0.0215116199,0.9908390286,0.0332611997
4,1,75,50,0.9929804858,0.0237018153,0.9890940817,0.0351023789
4,2,75,50,0.9936824372,0.022711807,0.9901119674,0.0304146494
4,3,75,50,0.9918573635,0.026861957,0.9912752654,0.0310049425
4,4,75,50,0.9932612663,0.0238156265,0.9901119674,0.0345532967
0,0,75,75,0.9937456567,0.0216373811,0.9886847906,0.0361949898
0,1,75,75,0.9937456567,0.0241353984,0.9882439383,0.0359528141
0,2,75,75,0.9931897151,0.0240060482,0.9885378398,0.0357124911
0,3,75,75,0.9931897151,0.0234901992,0.9894195445,0.0359983876
0,4,75,75,0.9941626129,0.022351679,0.9870683321,0.0370127416
1,0,75,75,0.9911160466,0.0324996523,0.987198352,0.0391222905
1,1,75,75,0.9926429761,0.0264775692,0.9888169512,0.0348242823
1,2,75,75,0.9937534703,0.0233830691,0.9886698058,0.0361394723
1,3,75,75,0.993337035,0.0246613494,0.9901412596,0.0342052661
1,4,75,75,0.9936146585,0.0237098204,0.9870512066,0.0389192567
2,0,75,75,0.9938332165,0.0228021068,0.991405681,0.028668774
2,1,75,75,0.9935529082,0.0184854169,0.9916970138,0.0274497309
2,2,75,75,0.9946741416,0.0178664233,0.9898033503,0.035203633
2,3,75,75,0.993412754,0.0205520052,0.9908230153,0.0296197676
2,4,75,75,0.9938332165,0.0201821293,0.9915513474,0.0280934664
3,0,75,75,0.993736952,0.0226182136,0.9885546588,0.0337785359
3,1,75,75,0.9947112039,0.0185957807,0.9888481291,0.0334633078
3,2,75,75,0.9945720251,0.0199926314,0.9901687454,0.031370622
3,3,75,75,0.9909533751,0.0287934166,0.988701394,0.034933771
3,4,75,75,0.9948503827,0.0185423365,0.9898752751,0.0321167858
4,0,75,75,0.9925593149,0.0252968351,0.9898211429,0.0340917135
4,1,75,75,0.9928400955,0.0245145338,0.9905482042,0.033663901
4,2,75,75,0.9934016566,0.023084933,0.9893849062,0.0350051945
4,3,75,75,0.992138144,0.0267541397,0.9909844409,0.0320081098
4,4,75,75,0.9942439983,0.0211499321,0.9914206776,0.0303115597
0,0,75,100,0.9951355108,0.0184371084,0.9895664952,0.0333327914
0,1,75,100,0.9944405837,0.0202647179,0.9895664952,0.0337462109
0,2,75,100,0.9931897151,0.0232344168,0.9875091844,0.0378820118
0,3,75,100,0.9940236275,0.0222834468,0.9892725937,0.0357357492
0,4,75,100,0.9943015983,0.0215510838,0.989713446,0.0327612471
1,0,75,100,0.9936146585,0.0223504695,0.988375515,0.0365919605
1,1,75,100,0.9938922821,0.0240077046,0.9892583873,0.0368755794
1,2,75,100,0.9937534703,0.024938208,0.9899941142,0.0351280636
1,3,75,100,0.9927817879,0.0262852104,0.9894055327,0.0391260886
1,4,75,100,0.9926429761,0.0242125975,0.9898469688,0.0312676339
2,0,75,100,0.9943938332,0.0173738526,0.9922796795,0.027084521
2,1,75,100,0.9936930624,0.0207817427,0.9919883467,0.0307074948
2,2,75,100,0.9931324457,0.0199401767,0.9916970138,0.0295895448
2,3,75,100,0.9927119832,0.0257785379,0.9919883467,0.0300293638
2,4,75,100,0.9938332165,0.0196636898,0.9930080117,0.0286442786
3,0,75,100,0.9935977731,0.0199324504,0.9900220103,0.0305244376
3,1,75,100,0.9947112039,0.0200949724,0.9903154806,0.0319034368
3,2,75,100,0.9931802366,0.0236865574,0.9891415994,0.0321888919
3,3,75,100,0.9903966597,0.0317044678,0.98972854,0.0307687059
3,4,75,100,0.9931802366,0.0246849264,0.9898752751,0.0334933045
4,0,75,100,0.9891899481,0.0356003124,0.9908390286,0.0327137283
4,1,75,100,0.9919977538,0.0254174152,0.989239494,0.033770599
4,2,75,100,0.9929804858,0.0256736645,0.9908390286,0.0327713642
4,3,75,100,0.9945247789,0.0216164451,0.9904027919,0.0334799817
4,4,75,100,0.9936824372,0.0230320536,0.9905482042,0.0325077174
0,0,80,25,0.9938846421,0.022038998,0.9889786921,0.0339107202
0,1,80,25,0.9937456567,0.0230648648,0.9883908891,0.0360973384
0,2,80,25,0.9944405837,0.0210063581,0.987803086,0.0370377501
0,3,80,25,0.9929117443,0.0250918826,0.9895664952,0.0348912035
0,4,80,25,0.9931897151,0.0242270429,0.987803086,0.0366519231
1,0,80,25,0.9944475292,0.0225065421,0.9877869335,0.035192079
1,1,80,25,0.9923653526,0.0312614042,0.9894055327,0.0349115614
1,2,80,25,0.992087729,0.0294744534,0.9892583873,0.0367343017
1,3,80,25,0.9926429761,0.028408333,0.9895526781,0.0365820045
1,4,80,25,0.9927817879,0.0257168943,0.9880812243,0.0394886204
2,0,80,25,0.9932725999,0.0207485501,0.9918426803,0.0284690583
2,1,80,25,0.9936930624,0.0192247218,0.9919883467,0.0299840345
2,2,80,25,0.9943938332,0.017306364,0.9918426803,0.0305374155
2,3,80,25,0.9932725999,0.019629375,0.9902403496,0.0306443449
2,4,80,25,0.994253679,0.0188703505,0.9918426803,0.0282596962
3,0,80,25,0.9923451635,0.0263457279,0.9892883346,0.0335560628
3,1,80,25,0.9945720251,0.0192987426,0.9903154806,0.0314397888
3,2,80,25,0.9947112039,0.0198319669,0.9898752751,0.0300435185
3,3,80,25,0.9942936674,0.0213600769,0.9889948643,0.0349531641
3,4,80,25,0.9954070981,0.0179914324,0.9895818048,0.0330296293
4,0,80,25,0.9922785343,0.0274068588,0.9901119674,0.0316303496
4,1,80,25,0.9924189246,0.0261715411,0.9908390286,0.0305059547
4,2,80,25,0.992138144,0.0278367938,0.9906936164,0.0319931406
4,3,80,25,0.9926997052,0.0236849739,0.9898211429,0.0341186905
4,4,80,25,0.9926997052,0.0257831477,0.9883670205,0.0339589274
0,0,80,50,0.9938846421,0.0234198449,0.9883908891,0.0368359961
0,1,80,50,0.9934676859,0.0216434699,0.9870683321,0.03549965
0,2,80,50,0.9941626129,0.0219814349,0.9870683321,0.0414642155
0,3,80,50,0.9913829048,0.0283301984,0.9888317414,0.0339367272
0,4,80,50,0.9936066713,0.0236569309,0.9886847906,0.0357942248
1,0,80,50,0.9927817879,0.0264241315,0.9879340789,0.0393414023
1,1,80,50,0.9918101055,0.0264359701,0.9891112419,0.0347307521
1,2,80,50,0.9923653526,0.0262821924,0.988375515,0.0368601042
1,3,80,50,0.9927817879,0.0275092755,0.9885226604,0.0377985764
1,4,80,50,0.9938922821,0.0233114092,0.9894055327,0.0349457748
2,0,80,50,0.9938332165,0.0187779877,0.9919883467,0.0287429838
2,1,80,50,0.9920112123,0.0239022014,0.9915513474,0.0295540642
2,2,80,50,0.994253679,0.0179489243,0.9921340131,0.0287728975
2,3,80,50,0.9939733707,0.0222166957,0.9915513474,0.0307287586
2,4,80,50,0.993412754,0.0191010622,0.9908230153,0.0306552703
3,0,80,50,0.9947112039,0.0205454895,0.98972854,0.030644396
3,1,80,50,0.9947112039,0.0186690656,0.9892883346,0.0331701048
3,2,80,50,0.993736952,0.0218905645,0.9901687454,0.0312744073
3,3,80,50,0.9934585943,0.0218342183,0.9906089508,0.0338717893
3,4,80,50,0.9933194154,0.0218816081,0.9904622157,0.0310303523
4,0,80,50,0.9925593149,0.0250001208,0.989239494,0.0329765991
4,1,80,50,0.9912958023,0.0265359786,0.9898211429,0.035506655
4,2,80,50,0.992138144,0.0281216306,0.9898211429,0.0342100879
4,3,80,50,0.993120876,0.0256844674,0.9906936164,0.0328202986
4,4,80,50,0.9914361926,0.0280460145,0.989239494,0.0343277961
0,0,80,75,0.9927727589,0.0246438765,0.987803086,0.0349539115
0,1,80,75,0.9940236275,0.0229587624,0.9892725937,0.0351473974
0,2,80,75,0.9904100069,0.0364035102,0.9873622337,0.0345283612
0,3,80,75,0.9940236275,0.0214531803,0.9894195445,0.0340340661
0,4,80,75,0.9937456567,0.023369296,0.9891256429,0.033318005
1,0,80,75,0.9909772349,0.0296151109,0.9889640965,0.0357398578
1,1,80,75,0.9919489173,0.0290622785,0.9874926428,0.0421858178
1,2,80,75,0.9929205997,0.0253834908,0.9898469688,0.0326663309
1,3,80,75,0.9929205997,0.0257344298,0.9901412596,0.0342920222
1,4,80,75,0.9944475292,0.0228513652,0.9894055327,0.0342459822
2,0,80,75,0.9913104415,0.0262728074,0.9915513474,0.030817481
2,1,80,75,0.9948142957,0.0190615751,0.9919883467,0.0294744573
2,2,80,75,0.9915907498,0.0266164068,0.9898033503,0.0337139849
2,3,80,75,0.9941135249,0.0217647831,0.9906773489,0.0289985047
2,4,80,75,0.9938332165,0.0188462182,0.9927166788,0.0261937245
3,0,80,75,0.9941544885,0.0227996609,0.98972854,0.0288762561
3,1,80,75,0.9947112039,0.019202688,0.9885546588,0.0321855475
3,2,80,75,0.9944328462,0.0190891896,0.9898752751,0.0325827264
3,3,80,75,0.9933194154,0.0236137413,0.9889948643,0.0317803485
3,4,80,75,0.9938761308,0.0218499497,0.988701394,0.035185003
4,0,80,75,0.9938228275,0.0223733643,0.9899665552,0.0324511823
4,1,80,75,0.9935420469,0.0238649846,0.9896757307,0.0321694175
4,2,80,75,0.9932612663,0.0227033461,0.9904027919,0.0307378735
4,3,80,75,0.9926997052,0.0263637303,0.9905482042,0.0330418127
4,4,80,75,0.9936824372,0.0239586142,0.9904027919,0.0333484017
0,0,80,100,0.9937456567,0.0248605642,0.9898603968,0.0351053852
0,1,80,100,0.9945795691,0.0191985869,0.9894195445,0.0323013047
0,2,80,100,0.9949965254,0.0191909639,0.9888317414,0.035739658
0,3,80,100,0.992494788,0.0248920168,0.9889786921,0.034641171
0,4,80,100,0.9933287005,0.0209773556,0.9882439383,0.0373464191
1,0,80,100,0.9937534703,0.0251038332,0.9894055327,0.0353929271
1,1,80,100,0.9926429761,0.0280605351,0.9892583873,0.0347545497
1,2,80,100,0.992087729,0.0310540905,0.9891112419,0.035751931
1,3,80,100,0.9926429761,0.0277112886,0.9876397881,0.038835366
1,4,80,100,0.9926429761,0.02500037,0.9885226604,0.0352572643
2,0,80,100,0.9939733707,0.0175832085,0.9906773489,0.031597712
2,1,80,100,0.9928521374,0.023721074,0.992425346,0.0284142806
2,2,80,100,0.9932725999,0.0216649688,0.991405681,0.0296998032
2,3,80,100,0.9899088998,0.032826176,0.9921340131,0.0274121687
2,4,80,100,0.9936930624,0.0186361589,0.9900946832,0.0292550707
3,0,80,100,0.9934585943,0.0237891199,0.9888481291,0.0326664512
3,1,80,100,0.9947112039,0.0200123319,0.988701394,0.0364510363
3,2,80,100,0.9941544885,0.0214768599,0.9892883346,0.034993539
3,3,80,100,0.9942936674,0.0215345333,0.9889948643,0.0337461404
3,4,80,100,0.9944328462,0.0199364429,0.9885546588,0.0325628377
4,0,80,100,0.992138144,0.0260218513,0.9885124327,0.0367941165
4,1,80,100,0.9917169732,0.0255950924,0.9898211429,0.0346133479
4,2,80,100,0.9939632177,0.0213887934,0.9899665552,0.0335135866
4,3,80,100,0.9928400955,0.0254598725,0.9898211429,0.0365624148
4,4,80,100,0.9929804858,0.0263726686,0.9883670205,0.0350884926
0,0,85,25,0.9934676859,0.0242739757,0.9880969875,0.0350319726
0,1,85,25,0.9943015983,0.019479469,0.9900073475,0.0319433456
0,2,85,25,0.9936066713,0.023068443,0.9886847906,0.0335531133
0,3,85,25,0.9929117443,0.0232938692,0.9873622337,0.0362852977
0,4,85,25,0.9915218902,0.0296973911,0.9879500367,0.0372419712
1,0,85,25,0.9930594114,0.0258079076,0.9891112419,0.0352868985
1,1,85,25,0.9930594114,0.02693489,0.9907298411,0.0369008826
1,2,85,25,0.9916712937,0.0281130205,0.9901412596,0.035175422
1,3,85,25,0.9934758468,0.0248275908,0.989552678,0.0372215563
1,4,85,25,0.9929205997,0.0243435998,0.9885226604,0.0329490258
2,0,85,25,0.9955150666,0.0171342214,0.9925710124,0.0303386695
2,1,85,25,0.9936930624,0.020016055,0.9930080117,0.0251079206
2,2,85,25,0.993412754,0.0203394796,0.9908230153,0.0274940979
2,3,85,25,0.9886475123,0.0338213571,0.9915513474,0.0290325943
2,4,85,25,0.9928521374,0.0227939173,0.9908230153,0.0285551858
3,0,85,25,0.9947112039,0.0193492919,0.9903154806,0.0297385323
3,1,85,25,0.9930410578,0.0254618221,0.9891415994,0.0338576027
3,2,85,25,0.9951287404,0.0206173102,0.9898752751,0.0320504339
3,3,85,25,0.9931802366,0.0217230249,0.9881144534,0.0325450203
3,4,85,25,0.9890048713,0.0381128827,0.9889948643,0.0347701316
4,0,85,25,0.9925593149,0.0261371787,0.9905482042,0.0321641692
4,1,85,25,0.9929804858,0.0234103805,0.9896757307,0.0334438249
4,2,85,25,0.9918573635,0.0267989285,0.9902573797,0.0346511972
4,3,85,25,0.9908746315,0.0312993337,0.9905482042,0.0333088032
4,4,85,25,0.993120876,0.0230783523,0.9893849062,0.0332449084
0,0,85,50,0.9937456567,0.0227585418,0.989713446,0.0325695333
0,1,85,50,0.9931897151,0.0233237408,0.9886847906,0.0353185437
0,2,85,50,0.9940236275,0.0216990132,0.9900073475,0.0346791318
0,3,85,50,0.9941626129,0.023919839,0.9872152829,0.0372235638
0,4,85,50,0.9929117443,0.0267680494,0.9894195445,0.0341469535
1,0,85,50,0.9908384231,0.0303431317,0.9896998235,0.033176627
1,1,85,50,0.9926429761,0.0265335883,0.9886698058,0.0377984272
1,2,85,50,0.9922265408,0.0270928167,0.9876397881,0.0390789682
1,3,85,50,0.9922265408,0.0275029935,0.9885226604,0.0360391302
1,4,85,50,0.9927817879,0.0253463926,0.9896998234,0.0353348765
2,0,85,50,0.9941135249,0.019679714,0.9915513474,0.0271772298
2,1,85,50,0.9924316748,0.021535506,0.9916970138,0.0314721832
2,2,85,50,0.9889278206,0.032647376,0.9908230153,0.0335364009
2,3,85,50,0.993412754,0.021782902,0.9916970138,0.0277688477
2,4,85,50,0.9915907498,0.0245626736,0.9918426803,0.0309495642
3,0,85,50,0.9940153097,0.021649898,0.9895818048,0.0358196703
3,1,85,50,0.993736952,0.0221798199,0.9903154806,0.0318373232
3,2,85,50,0.9927627001,0.0262105888,0.9888481291,0.0335073804
3,3,85,50,0.9949895616,0.0185008824,0.9894350697,0.0310769248
3,4,85,50,0.9934585943,0.0237302632,0.9888481291,0.0361726379
4,0,85,50,0.9903130703,0.0315294606,0.9908390286,0.0310004487
4,1,85,50,0.9918573635,0.0288426108,0.9908390286,0.0320289596
4,2,85,50,0.9918573635,0.0280412639,0.9889486695,0.0354524658
4,3,85,50,0.9919977538,0.0256675844,0.9906936164,0.0322089599
4,4,85,50,0.9908746315,0.0279563679,0.989239494,0.0340933152
0,0,85,75,0.9934676859,0.02435753,0.987803086,0.0368138625
0,1,85,75,0.9936066713,0.0227845786,0.9885378398,0.0363942844
0,2,85,75,0.9931897151,0.0237106515,0.9882439383,0.037302876
0,3,85,75,0.9922168172,0.0263154614,0.9882439383,0.0353731667
0,4,85,75,0.9906879777,0.0345818501,0.9885378398,0.0355047316
1,0,85,75,0.9913936702,0.0280437618,0.9891112419,0.0350563095
1,1,85,75,0.9906996113,0.0356788935,0.9892583873,0.0346212022
1,2,85,75,0.9934758468,0.025024241,0.9879340789,0.038320277
1,3,85,75,0.9918101055,0.0296516856,0.9885226604,0.0375164098
1,4,85,75,0.992087729,0.0271119401,0.9885226604,0.036420587
2,0,85,75,0.994253679,0.0196351402,0.9916970138,0.0288255154
2,1,85,75,0.9924316748,0.0239888411,0.991405681,0.0300080225
2,2,85,75,0.9907498248,0.0330786915,0.9912600146,0.0296749094
2,3,85,75,0.9927119832,0.0250020993,0.9918426803,0.0282620339
2,4,85,75,0.9938332165,0.0190713056,0.9911143481,0.0301666385
3,0,85,75,0.9912317328,0.0303154012,0.9891415994,0.0334505816
3,1,85,75,0.9930410578,0.0239160984,0.9873807777,0.0374552696
3,2,85,75,0.9938761308,0.0219233827,0.9903154806,0.0303561576
3,3,85,75,0.9905358386,0.0321535722,0.9898752751,0.0329549223
3,4,85,75,0.9931802366,0.0226650289,0.9892883346,0.034566312
4,0,85,75,0.9914361926,0.0287228202,0.9908390286,0.0339059625
4,1,85,75,0.9943843886,0.0210621693,0.9905482042,0.0313080231
4,2,85,75,0.9924189246,0.0247968084,0.9902573797,0.0323774153
4,3,85,75,0.992138144,0.0255697377,0.9905482042,0.0330411287
4,4,85,75,0.9914361926,0.026367231,0.9895303185,0.033611029
0,0,85,100,0.9926337735,0.0280234552,0.9895664952,0.0364343521
0,1,85,100,0.9926337735,0.0250487044,0.986480529,0.0399124387
0,2,85,100,0.9943015983,0.0203407541,0.989713446,0.0328619659
0,3,85,100,0.9920778318,0.0264520258,0.9898603968,0.0332636297
0,4,85,100,0.9927727589,0.0243537437,0.987803086,0.0375305654
1,0,85,100,0.9937534703,0.0252919401,0.9891112419,0.0367607482
1,1,85,100,0.9894503054,0.0361905683,0.9882283697,0.0374927245
1,2,85,100,0.9931982232,0.0252008153,0.9888169512,0.0368820306
1,3,85,100,0.9906996113,0.0304476052,0.9885226604,0.0368779646
1,4,85,100,0.992087729,0.0265289284,0.9894055327,0.0320318104
2,0,85,100,0.9938332165,0.0190374356,0.9905316824,0.031734682
2,1,85,100,0.9938332165,0.020094639,0.9930080117,0.0289591285
2,2,85,100,0.9935529082,0.020723858,0.9918426803,0.0273458429
2,3,85,100,0.9906096706,0.0285011569,0.9915513474,0.0287569275
2,4,85,100,0.9921513665,0.0227786634,0.9918426803,0.0296352535
3,0,85,100,0.9924843424,0.0243697174,0.9891415994,0.0323435349
3,1,85,100,0.9941544885,0.0208227113,0.9888481291,0.0339875978
3,2,85,100,0.9933194154,0.0245426156,0.98972854,0.0328472212
3,3,85,100,0.995546277,0.0178369409,0.98972854,0.0320909427
3,4,85,100,0.9929018789,0.0220066362,0.9895818048,0.0316716079
4,0,85,100,0.9926997052,0.0222260277,0.9905482042,0.0313130418
4,1,85,100,0.9924189246,0.0275144075,0.9896757307,0.0324078051
4,2,85,100,0.992138144,0.0270641661,0.988657845,0.0346084762
4,3,85,100,0.9924189246,0.025413415,0.9906936164,0.0315947496
4,4,85,100,0.9926997052,0.0245489108,0.9902573797,0.0341268315
0,0,90,25,0.991104934,0.0306873773,0.9883908891,0.0379452645
0,1,90,25,0.9920778318,0.0314011954,0.989713446,0.0368335016
0,2,90,25,0.9936066713,0.0245557517,0.9880969875,0.0352550231
0,3,90,25,0.9905489924,0.0322182861,0.9885378398,0.035311542
0,4,90,25,0.9919388464,0.0306321516,0.9885378398,0.0376874282
1,0,90,25,0.9906996113,0.0347406256,0.9885226604,0.040570985
1,1,90,25,0.9918101055,0.0310237834,0.9876397881,0.0388785489
1,2,90,25,0.9912548584,0.0318482514,0.9885226604,0.0365633085
1,3,90,25,0.9925041644,0.0267481884,0.9894055327,0.0330543939
1,4,90,25,0.9930594114,0.0253360637,0.9888169511,0.0351730549
2,0,90,25,0.9915907498,0.0253166055,0.9919883467,0.0286452782
2,1,90,25,0.9911702873,0.0232517325,0.9908230153,0.0326436374
2,2,90,25,0.9896285915,0.0296532109,0.9912600146,0.0284525523
2,3,90,25,0.9931324457,0.0222392698,0.9889293518,0.0348714419
2,4,90,25,0.9932725999,0.0200762488,0.9918426803,0.0276084078
3,0,90,25,0.9935977731,0.0196256212,0.9895818048,0.0335593947
3,1,90,25,0.9944328462,0.0207004491,0.9900220103,0.030104453
3,2,90,25,0.9945720251,0.0218640239,0.9903154806,0.030126799
3,3,90,25,0.9913709116,0.0289211836,0.98972854,0.0337635342
3,4,90,25,0.9944328462,0.0208728879,0.9901687454,0.030848667
4,0,90,25,0.9915765829,0.0252636517,0.9909844409,0.0337227677
4,1,90,25,0.9908746315,0.0291687511,0.9906936164,0.0299189567
4,2,90,25,0.9910150218,0.0282524529,0.9898211429,0.0333495673
4,3,90,25,0.9882072161,0.0396988995,0.9905482042,0.0313275011
4,4,90,25,0.992138144,0.0301848749,0.9902573797,0.0327971016
0,0,90,50,0.9930507297,0.0271109797,0.9882439383,0.0358007459
0,1,90,50,0.9933287005,0.0259704278,0.9888317414,0.0356440281
0,2,90,50,0.9927727589,0.0277670053,0.9889786921,0.0339144316
0,3,90,50,0.9934676859,0.0241695686,0.9892725937,0.0362513285
0,4,90,50,0.9927727589,0.0281593703,0.9889786921,0.0359903409
1,0,90,50,0.9906996113,0.0326810082,0.9892583873,0.0355317922
1,1,90,50,0.9926429761,0.0256736225,0.9907298411,0.0333702162
1,2,90,50,0.9922265408,0.0283021752,0.9898469688,0.0321810107
1,3,90,50,0.992087729,0.0293984792,0.9910241318,0.0310807997
1,4,90,50,0.9906996113,0.0348451581,0.9885226604,0.0363110647
2,0,90,50,0.9935529082,0.0208132601,0.9918426803,0.0300934896
2,1,90,50,0.9924316748,0.0220633239,0.9908230153,0.0291753373
2,2,90,50,0.9928521374,0.0227336345,0.9912600146,0.0324719519
2,3,90,50,0.9921513665,0.0226740279,0.9915513474,0.0286747366
2,4,90,50,0.9931324457,0.0205664871,0.9908230153,0.0306652079
3,0,90,50,0.9929018789,0.0254272211,0.9894350697,0.0313366342
3,1,90,50,0.9938761308,0.0206597058,0.9894350697,0.0330839281
3,2,90,50,0.9916492693,0.0280517242,0.9889948643,0.0318799639
3,3,90,50,0.993736952,0.021789875,0.9901687454,0.0296743252
3,4,90,50,0.9929018789,0.0251594545,0.9870873074,0.0385666506
4,0,90,50,0.9925593149,0.0263722423,0.9905482042,0.033853134
4,1,90,50,0.9914361926,0.0301256539,0.9906936164,0.0329158873
4,2,90,50,0.9918573635,0.0326343354,0.9901119674,0.0351143449
4,3,90,50,0.9901726801,0.0308234216,0.9899665552,0.0336633569
4,4,90,50,0.991155412,0.0326129657,0.9885124327,0.0362364807
0,0,90,75,0.9922168172,0.0291780939,0.9894195445,0.034034573
0,1,90,75,0.9926337735,0.0274282281,0.989713446,0.0327903198
0,2,90,75,0.9934676859,0.0229116877,0.9891256429,0.0358707755
0,3,90,75,0.9936066713,0.0271609588,0.9882439383,0.038420098
0,4,90,75,0.9894371091,0.0399949181,0.989713446,0.0332190619
1,0,90,75,0.9908384231,0.0313912741,0.989552678,0.0331642413
1,1,90,75,0.9913936702,0.0296593913,0.9876397881,0.0396179172
1,2,90,75,0.9931982232,0.028340606,0.9888169512,0.0357357756
1,3,90,75,0.9926429761,0.0275163798,0.9888169512,0.0365319534
1,4,90,75,0.9929205997,0.0250313881,0.9894055327,0.0341918538
2,0,90,75,0.9918710582,0.0234652749,0.9927166788,0.0269185554
2,1,90,75,0.9922915207,0.0244534011,0.9925710124,0.0299316282
2,2,90,75,0.9936930624,0.0197017563,0.991405681,0.0275341331
2,3,90,75,0.9927119832,0.0231334958,0.9909686817,0.0313360022
2,4,90,75,0.993412754,0.0209066054,0.9932993445,0.0273173131
3,0,90,75,0.9917884482,0.0276664943,0.990755686,0.0307269065
3,1,90,75,0.9934585943,0.0250499162,0.9885546588,0.0345755078
3,2,90,75,0.9924843424,0.0265678486,0.9898752751,0.0309067923
3,3,90,75,0.991927627,0.0285587861,0.9903154806,0.0319202668
3,4,90,75,0.9940153097,0.0209864203,0.9906089508,0.030746954
4,0,90,75,0.9928400955,0.0266322607,0.9912752654,0.0311730219
4,1,90,75,0.9915765829,0.0289620778,0.9905482042,0.0327540934
4,2,90,75,0.9898918995,0.0302066986,0.9906936164,0.0308829866
4,3,90,75,0.9908746315,0.0316762861,0.9905482042,0.0312702519
