"Run Number","Mutation Number","Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
0,0,5,0.9941626129,0.0209980377,0.9876561352,0.037637328
0,1,5,0.9947185546,0.0186019597,0.9885378398,0.0351442988
0,2,5,0.9949965254,0.0198883756,0.9895664952,0.0329798807
0,3,5,0.9938846421,0.0211757402,0.9892725937,0.0352652326
0,4,5,0.9945795691,0.0195867897,0.9883908891,0.0376149966
1,0,5,0.9918101055,0.029997872,0.9876397881,0.0358469543
1,1,5,0.9948639645,0.0218495339,0.9895526781,0.0340907273
1,2,5,0.993337035,0.025419911,0.9894055327,0.0335519389
1,3,5,0.9938922821,0.0240920801,0.9891112419,0.0366796915
1,4,5,0.9938922821,0.0255264115,0.9874926428,0.0394010939
2,0,5,0.9952347582,0.0175060852,0.9916970138,0.0290997186
2,1,5,0.9945339874,0.0170615826,0.991405681,0.0296673325
2,2,5,0.9953749124,0.0183266653,0.990386016,0.0306802935
2,3,5,0.9956552207,0.0156454098,0.9932993445,0.0286216293
2,4,5,0.9896285913,0.0374863159,0.9909686817,0.0296220885
3,0,5,0.9947112039,0.0179654355,0.9888481291,0.0322562435
3,1,5,0.9949895616,0.019888511,0.9898752751,0.0331670411
3,2,5,0.9951287404,0.0172216627,0.9894350697,0.0347227526
3,3,5,0.9948503827,0.0189076624,0.9884079237,0.0360274878
3,4,5,0.9952679193,0.0175301938,0.9898752751,0.0345348505
4,0,5,0.9936824372,0.0221878424,0.9906936164,0.0327523768
4,1,5,0.9942439983,0.0213392517,0.9898211429,0.0344068213
4,2,5,0.994103608,0.0201615772,0.9882216083,0.0371703966
4,3,5,0.9952267303,0.0194699596,0.9888032572,0.0365693593
4,4,5,0.9935420469,0.0215690889,0.9909844409,0.0309004899
0,0,10,0.9940236275,0.0209757323,0.9891256429,0.0347869749
0,1,10,0.9933287005,0.0207362508,0.9889786921,0.0365659477
0,2,10,0.9923558026,0.0250760933,0.9880969875,0.0381224647
0,3,10,0.9943015983,0.0208598519,0.9861866275,0.0421430213
0,4,10,0.9949965254,0.0196175384,0.9873622337,0.0403136267
1,0,10,0.9929205997,0.0260491633,0.988375515,0.037852716
1,1,10,0.9941699056,0.0239454111,0.9901412596,0.0325548534
1,2,10,0.9930594114,0.0246298526,0.9888169511,0.0381853515
1,3,10,0.9936146585,0.0233933218,0.9895526781,0.0372090711
1,4,10,0.9936146585,0.0246269612,0.9889640965,0.0350516073
2,0,10,0.9945339874,0.0195153114,0.9905316824,0.0312448242
2,1,10,0.9945339874,0.0194552176,0.9918426803,0.0290510596
2,2,10,0.9929922915,0.0212577285,0.9915513474,0.0280656982
2,3,10,0.9932725999,0.0190855658,0.9900946832,0.032473943
2,4,10,0.9929922915,0.0218635204,0.9911143481,0.0300786736
3,0,10,0.9940153097,0.0225528397,0.988701394,0.0346625112
3,1,10,0.9947112039,0.0190982369,0.9889948643,0.0350740365
3,2,10,0.9940153097,0.0207384431,0.9891415994,0.0345727863
3,3,10,0.9951287404,0.0174838895,0.9878209831,0.0385178022
3,4,10,0.9944328462,0.0202501704,0.9885546588,0.0348236845
4,0,10,0.9948055595,0.0207309367,0.9872037226,0.0394727395
4,1,10,0.9939632177,0.0219919752,0.9889486695,0.0377681882
4,2,10,0.9938228275,0.0203951835,0.9890940817,0.0341263333
4,3,10,0.993120876,0.0209052032,0.9888032572,0.0359451308
4,4,10,0.9946651692,0.0217586414,0.9902573797,0.0336902499
0,0,25,0.9940236275,0.0222117856,0.9869213813,0.039942931
0,1,25,0.9936066713,0.0229013939,0.9885378398,0.038050256
0,2,25,0.9930507297,0.0258222181,0.9850110213,0.0426980576
0,3,25,0.9937456567,0.0215691678,0.9851579721,0.0413074766
0,4,25,0.9933287005,0.0233145027,0.9869213813,0.0415569385
1,0,25,0.9930594114,0.0245947528,0.9866097705,0.0421205292
1,1,25,0.9926429761,0.0276363985,0.9888169511,0.040060691
1,2,25,0.9936146585,0.0228033007,0.9870512066,0.0384177754
1,3,25,0.9936146585,0.0245914393,0.9889640966,0.0381194428
1,4,25,0.9930594114,0.0249431533,0.9864626251,0.042932004
2,0,25,0.9948142957,0.0187029545,0.9911143481,0.0302075026
2,1,25,0.992571829,0.0225022853,0.9896576839,0.0327357968
2,2,25,0.9932725999,0.0208454794,0.9892206846,0.034386232
2,3,25,0.9928521374,0.0236539796,0.9906773489,0.0335490803
2,4,25,0.9911702873,0.0306979047,0.9906773489,0.0306939022
3,0,25,0.9938761308,0.0211851653,0.988701394,0.0347714595
3,1,25,0.9944328462,0.0191153312,0.9892883346,0.0344176001
3,2,25,0.9934585943,0.0226578689,0.9879677183,0.0369341009
3,3,25,0.9942936674,0.0200874907,0.988701394,0.0332904349
3,4,25,0.9926235212,0.0231113949,0.9879677183,0.0395102542
4,0,25,0.9929804858,0.0248386767,0.9893849062,0.0353943406
4,1,25,0.9924189246,0.0254646432,0.9879307838,0.0398652422
4,2,25,0.9926997052,0.0242800271,0.9896757307,0.0372726669
4,3,25,0.9926997052,0.0225618849,0.988076196,0.0395988718
4,4,25,0.994103608,0.0218197703,0.9898211429,0.0385008606
0,0,50,0.991799861,0.0252172555,0.9838354151,0.0485047486
0,1,50,0.9916608756,0.0286471262,0.9836884644,0.0489582968
0,2,50,0.992494788,0.027798277,0.982659809,0.0541253291
0,3,50,0.9887421821,0.0368771543,0.9842762675,0.0476788277
0,4,50,0.9933287005,0.0257015936,0.9842762675,0.0463852429
1,0,50,0.9912548584,0.0320305793,0.9838140083,0.0503214337
1,1,50,0.9891726818,0.0351057637,0.9839611536,0.0505116684
1,2,50,0.992087729,0.0307402626,0.9855797528,0.0466960813
1,3,50,0.9913936702,0.0303316334,0.9846968806,0.0497380544
1,4,50,0.9906996113,0.0299338264,0.9846968806,0.0463131039
2,0,50,0.9883672039,0.0360046159,0.9880553532,0.038941597
2,1,50,0.9907498248,0.0294593682,0.9882010197,0.0388131372
2,2,50,0.9927119832,0.0223056987,0.9877640204,0.0419426614
2,3,50,0.9907498248,0.0273753649,0.9882010197,0.0396388207
2,4,50,0.9915907498,0.0315797644,0.9890750182,0.0400297258
3,0,50,0.9912317328,0.0282473754,0.9859134263,0.0439759233
3,1,50,0.9917884482,0.0258286231,0.9857666911,0.043476944
3,2,50,0.9897007655,0.0332416732,0.9853264857,0.0448202924
3,3,50,0.9849686848,0.0478862486,0.9851797506,0.0437151253
3,4,50,0.9923451635,0.024308166,0.9862068966,0.0434811005
4,0,50,0.9915765829,0.0300814352,0.9840046532,0.0488322604
4,1,50,0.9922785343,0.0282053025,0.9857496001,0.0448987746
4,2,50,0.9897515092,0.032253422,0.9867674858,0.0443216008
4,3,50,0.9928400955,0.0269862626,0.9867674858,0.0425962719
4,4,50,0.9914361926,0.0295797646,0.9860404246,0.0463152097
0,0,75,0.9879082696,0.0381689593,0.9783982366,0.0638913481
0,1,75,0.9892981237,0.0343782631,0.976193975,0.0697226854
0,2,75,0.9867963864,0.0406449038,0.9772226304,0.067401428
0,3,75,0.9851285615,0.0466327411,0.9731080088,0.077178968
0,4,75,0.9833217512,0.054971555,0.9751653196,0.0738687111
1,0,75,0.9865352582,0.0457804668,0.9758681578,0.0710257021
1,1,75,0.9840366463,0.0564135109,0.9757210124,0.0707758014
1,2,75,0.9873681288,0.0436226331,0.9791053561,0.0683226818
1,3,75,0.9869516935,0.0408661527,0.9771924662,0.0739624469
1,4,75,0.9855635758,0.0494599708,0.9754267216,0.0725740684
2,0,75,0.9865451997,0.0443959842,0.9810633649,0.0641268357
2,1,75,0.985143658,0.046774833,0.9804806992,0.0619329242
2,2,75,0.9890679748,0.0356077973,0.9804806992,0.0600332728
2,3,75,0.9883672039,0.0388977632,0.9823743627,0.0552060383
2,4,75,0.9883672039,0.0402659131,0.9798980335,0.0642317202
3,0,75,0.9880306193,0.0386991903,0.9791636097,0.0644671187
3,1,75,0.9859429367,0.0454009265,0.9787234043,0.0675776861
3,2,75,0.9870563674,0.0441105549,0.9816581071,0.0568312011
3,3,75,0.9888656924,0.0387829045,0.9785766691,0.0724347056
3,4,75,0.988308977,0.0416116436,0.977402788,0.0691216626
4,0,75,0.9875052646,0.0384407938,0.9783335757,0.0693097483
4,1,75,0.9884879966,0.0387656737,0.9806601716,0.0604490404
4,2,75,0.9862417521,0.0404616338,0.9780427512,0.0677818548
4,3,75,0.9886283869,0.0376290904,0.9746982696,0.0757479447
4,4,75,0.9890495578,0.038699977,0.977897339,0.0661612556
0,0,80,0.9865184156,0.0454357023,0.9706098457,0.0922907822
0,1,80,0.9819318972,0.0598038689,0.967229978,0.0993677084
0,2,80,0.9854065323,0.04743589,0.9745775165,0.0799411654
0,3,80,0.982904795,0.0536566113,0.9725202057,0.0857287309
0,4,80,0.9845726199,0.0461248071,0.9770756797,0.0742709528
1,0,80,0.9861188229,0.0487014515,0.9717480871,0.0847141154
1,1,80,0.983620211,0.0559508243,0.9718952325,0.0832934646
1,2,80,0.9844530816,0.0525125514,0.9716009418,0.0863974996
1,3,80,0.9845918934,0.0504286457,0.9758681578,0.0734538053
1,4,80,0.9850083287,0.0509672867,0.9708652149,0.0881306378
2,0,80,0.9880868956,0.0390306023,0.9800436999,0.0665525137
2,1,80,0.9879467414,0.0365605039,0.9791697014,0.0657126684
2,2,80,0.9857042747,0.0465432908,0.9788783685,0.0693108399
2,3,80,0.9866853539,0.039221194,0.9812090313,0.0669552083
2,4,80,0.985143658,0.0500101377,0.9810633649,0.0617085043
3,0,80,0.9851078636,0.0491141571,0.9730007337,0.0809135039
3,1,80,0.988308977,0.0450893695,0.975348496,0.0770310747
3,2,80,0.9853862213,0.0536722722,0.9752017608,0.0797168362
3,3,80,0.9837160752,0.0557204098,0.9760821717,0.0695789777
3,4,80,0.9828810021,0.0583612605,0.9759354365,0.0801965741
4,0,80,0.9866629229,0.0502273094,0.9751345063,0.0752906503
4,1,80,0.9841358978,0.0535567178,0.9757161553,0.0780935024
4,2,80,0.9855398006,0.0459627644,0.9751345063,0.0772928736
4,3,80,0.9851186298,0.048638942,0.9710629635,0.0872625015
4,4,80,0.9834339464,0.0564825457,0.9738257961,0.080978071
0,0,85,0.9809589993,0.0577610311,0.9638501102,0.1158932607
0,1,85,0.979152189,0.0679205558,0.9654665687,0.1086844479
0,2,85,0.9819318972,0.0572307812,0.9637031594,0.1179143694
0,3,85,0.9727588603,0.0896202518,0.9662013226,0.1035373048
0,4,85,0.9815149409,0.0560048463,0.9647318149,0.1052910132
1,0,85,0.9798722932,0.0679729276,0.958505003,0.1164266415
1,1,85,0.9765408107,0.0751579584,0.9571806946,0.1334507035
1,2,85,0.9780677401,0.0719786609,0.9624779282,0.1145583395
1,3,85,0.9732093282,0.0864469696,0.9695409065,0.0970998805
1,4,85,0.9823709051,0.0631976219,0.9630665097,0.1089831369
2,0,85,0.9833216538,0.0551016026,0.9695557174,0.0931603532
2,1,85,0.9812193413,0.0585597141,0.9691187181,0.0991585178
2,2,85,0.9757533285,0.0761981241,0.9701383831,0.0958011205
2,3,85,0.976874562,0.0693038724,0.9603787327,0.1231635248
2,4,85,0.9800981079,0.0625667057,0.9634377276,0.1139893686
3,0,85,0.9834377175,0.0555466896,0.9680117388,0.0951968994
3,1,85,0.9819067502,0.061054699,0.9517241379,0.1353156838
3,2,85,0.9841336117,0.0535137496,0.9709464417,0.0886820694
3,3,85,0.9800974252,0.0611111451,0.9690388848,0.0940571946
3,4,85,0.9764787752,0.071308462,0.9612619222,0.1094521726
4,0,85,0.9790818475,0.0645582822,0.9709175513,0.0930395258
4,1,85,0.9834339464,0.0571869401,0.9714992002,0.0936327319
4,2,85,0.9816088727,0.057349573,0.9664097717,0.0979234229
4,3,85,0.9851186298,0.0518988232,0.9677184818,0.1079540587
4,4,85,0.9800645795,0.0659100379,0.9573942126,0.1234580103
0,0,90,0.9663655316,0.1102409955,0.9465099192,0.1734443198
0,1,90,0.9703961084,0.0933934352,0.9528288024,0.1472745044
0,2,90,0.9734537874,0.085923894,0.9447465099,0.1785709059
0,3,90,0.9712300208,0.0967555727,0.9490080823,0.1584448901
0,4,90,0.9723419041,0.0922560864,0.953710507,0.1356368389
1,0,90,0.9711271516,0.0879719882,0.956592113,0.1376449041
1,1,90,0.965435869,0.1125282904,0.9582107122,0.1444365982
1,2,90,0.9751526929,0.0868943547,0.9571806946,0.1412129546
1,3,90,0.9730705164,0.0810571699,0.9474690995,0.1521579665
1,4,90,0.9680732926,0.1024421604,0.9477633903,0.164607204
2,0,90,0.975332866,0.0816676085,0.9647487254,0.1275125337
2,1,90,0.9524877364,0.1361640953,0.9605243991,0.1310112127
2,2,90,0.9714085493,0.0937256163,0.9551347415,0.1363830628
2,3,90,0.9785564121,0.0729155386,0.9669337218,0.1188999962
2,4,90,0.9658023825,0.1077834718,0.9581937363,0.1385272471
3,0,90,0.9732776618,0.0892871803,0.9524578135,0.1445451821
3,1,90,0.9714683368,0.0835166434,0.9550990462,0.1375765639
3,2,90,0.9773138483,0.0716446299,0.9495231107,0.1539444806
3,3,90,0.9763395964,0.0791943787,0.9562729274,0.137367017
3,4,90,0.9781489214,0.0788710376,0.9536316948,0.1417877068
4,0,90,0.9730450653,0.0770676378,0.9617565799,0.1223663144
4,1,90,0.975852871,0.0766793391,0.942125927,0.1773620152
4,2,90,0.9740277973,0.08652554,0.9591391595,0.132461893
4,3,90,0.9693949179,0.1002762841,0.9517231351,0.1575326573
4,4,90,0.9769759933,0.0765923023,0.9597208085,0.1354470576
0,0,95,0.9552466992,0.1400846505,0.9306392359,0.2193969117
0,1,95,0.9674774149,0.1145903679,0.9296105805,0.2320285254
0,2,95,0.9580264073,0.1451515492,0.9206465834,0.2587041696
0,3,95,0.9520500347,0.1436735096,0.9253490081,0.246489879
0,4,95,0.9551077138,0.1526988259,0.9237325496,0.2448901947
1,0,95,0.9528039978,0.140536175,0.9252501471,0.2466859652
1,1,95,0.9607162687,0.1165192922,0.927163037,0.2330427561
1,2,95,0.9457245974,0.159400968,0.9304002354,0.2426478845
1,3,95,0.9522487507,0.1522990191,0.9314302531,0.2241285855
1,4,95,0.9650194336,0.1112658319,0.9349617422,0.2131069068
2,0,95,0.9600560615,0.1258881842,0.9201747997,0.232889074
2,1,95,0.9449194114,0.1660170804,0.9322651129,0.2191465133
2,2,95,0.9435178695,0.1862214538,0.9322651129,0.2170633524
2,3,95,0.9398738613,0.1720664506,0.9364894392,0.2149451841
2,4,95,0.9613174492,0.1213900637,0.9395484341,0.2052150317
3,0,95,0.9716075157,0.0934804197,0.9377842993,0.2021483949
3,1,95,0.9652052888,0.1123142551,0.926192223,0.2387668927
3,2,95,0.9589422408,0.1388394937,0.9085840059,0.2635221636
3,3,95,0.9667362561,0.1112834377,0.9297138665,0.238932984
3,4,95,0.9561586639,0.1391155709,0.9319148935,0.2259758443
4,0,95,0.9583040854,0.1302898066,0.9201686781,0.2640668834
4,1,95,0.966025551,0.1065909565,0.9261305802,0.233774322
4,2,95,0.9314895409,0.2004315472,0.9364548495,0.2083469818
4,3,95,0.9554962797,0.131255247,0.9175512578,0.2399518999
4,4,95,0.9518461322,0.1429421374,0.9328195434,0.2199807131
0,0,99,0.9255038222,0.2471419574,0.7791329905,0.6482214328
0,1,99,0.9293954134,0.2418097978,0.7490080824,0.700998536
0,2,99,0.9266157055,0.2439984655,0.7351947098,0.7173924459
0,3,99,0.9221681723,0.2426849257,0.7567964733,0.6564435836
0,4,99,0.9157748437,0.2974054924,0.6750918442,0.8032563233
1,0,99,0.916851749,0.2819165947,0.6934961743,0.7414309087
1,1,99,0.9305941144,0.2522694559,0.7338140083,0.7098263702
1,2,99,0.8593836757,0.4188971942,0.8387286639,0.547872401
1,3,99,0.905330372,0.3343085609,0.7972336669,0.6345576311
1,4,99,0.8602165464,0.420157793,0.7598587405,0.6051865729
2,0,99,0.8932025228,0.3451239555,0.8375819374,0.5719570272
2,1,99,0.9187105815,0.2671230918,0.8623452294,0.4805713638
2,2,99,0.8927820602,0.3229699811,0.8323379461,0.5216030645
2,3,99,0.8877365102,0.3718294576,0.836416606,0.5546387388
2,4,99,0.9296426069,0.2509682107,0.8345229425,0.5007519881
3,0,99,0.7337508699,0.8095506725,0.8385913425,0.5464810172
3,1,99,0.8914405011,0.3462061158,0.7484959647,0.6241921351
3,2,99,0.9384829506,0.2423706439,0.7556859867,0.6533946688
3,3,99,0.9074460682,0.3199933441,0.8140865736,0.5721037462
3,4,99,0.8482950592,0.4433664851,0.793983859,0.5814982165
4,0,99,0.9143619262,0.2626988014,0.7545441326,0.6259444327
4,1,99,0.7955917451,0.5563535178,0.7804275119,0.6209703783
4,2,99,0.811315457,0.5330276537,0.7948233242,0.6043982747
4,3,99,0.815246385,0.535824065,0.8535698707,0.529857736
4,4,99,0.9244700267,0.2683186938,0.8537152829,0.5191398131
