"Run Number","Mutation Number","Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
0,0,5,0.99485754,0.0191323436,0.9894195445,0.0336405283
0,1,5,0.9950027762,0.0196117293,0.9895526781,0.0354570305
0,2,5,0.993412754,0.0188806539,0.9921340131,0.0284742454
0,3,5,0.9951287404,0.0181628229,0.9894350697,0.0339096208
0,4,5,0.9934016566,0.0212681094,0.9902573797,0.0331738569
1,0,5,0.9956914524,0.01842955,0.9898603968,0.0337977962
1,1,5,0.9945863409,0.0232785443,0.9899941142,0.033081107
1,2,5,0.9927119832,0.0228339374,0.9887836854,0.0340623217
1,3,5,0.9935977731,0.0205734471,0.9888481291,0.0317801786
1,4,5,0.994103608,0.0194479313,0.9905482042,0.0315387546
2,0,5,0.9936066713,0.0204973922,0.989713446,0.0344001053
2,1,5,0.9945863409,0.0214943142,0.9886698058,0.0359780798
2,2,5,0.9936930624,0.0211682641,0.9930080117,0.0276966254
2,3,5,0.9952679193,0.0180516367,0.9898752751,0.0314746745
2,4,5,0.9948055595,0.0208545001,0.9905482042,0.0312968435
3,0,5,0.9947185546,0.0197411543,0.9895664952,0.0331641245
3,1,5,0.9937534703,0.0225714851,0.9896998235,0.0337051292
3,2,5,0.9948142957,0.0174628662,0.992425346,0.0312630934
3,3,5,0.9945720251,0.0194592232,0.9900220103,0.032551562
3,4,5,0.99508634,0.0187467765,0.9893849062,0.0351658227
4,0,5,0.9951355108,0.0206541576,0.9883908891,0.0347862346
4,1,5,0.9937534703,0.0227715628,0.9905826957,0.0318514907
4,2,5,0.9948142957,0.0174125109,0.992425346,0.0280501924
4,3,5,0.9952679193,0.0168390842,0.98972854,0.0322181102
4,4,5,0.9929804858,0.0248277289,0.9895303185,0.03604544
0,0,10,0.9892981237,0.0340622433,0.9894195445,0.0358069683
0,1,10,0.9938922821,0.0228673618,0.9888169512,0.0352027207
0,2,10,0.9943938332,0.0183187443,0.9884923525,0.0365179673
0,3,10,0.9942936674,0.0197915648,0.9891415994,0.0329606813
0,4,10,0.9935420469,0.024580831,0.9893849062,0.0327094882
1,0,10,0.9936066713,0.0214700191,0.9883908891,0.0385055742
1,1,10,0.9944475292,0.0213684407,0.9892583873,0.0351311043
1,2,10,0.9945339874,0.0170431769,0.9915513474,0.027733964
1,3,10,0.9949895616,0.0183145196,0.9894350697,0.0339382116
1,4,10,0.9943843886,0.019102902,0.9899665552,0.0323958042
2,0,10,0.99485754,0.019106818,0.9895664952,0.0320132723
2,1,10,0.9940310938,0.0220689589,0.989552678,0.0334092475
2,2,10,0.9921513665,0.0247338961,0.9915513474,0.0313458569
2,3,10,0.9940153097,0.0203300742,0.9904622157,0.0309339289
2,4,10,0.9934016566,0.0228053858,0.9902573797,0.0333369932
3,0,10,0.9947185546,0.0211392954,0.9883908891,0.036568065
3,1,10,0.9940310938,0.0206660023,0.9885226604,0.0361405117
3,2,10,0.9946741416,0.0196305745,0.9916970138,0.0291905222
3,3,10,0.9949895616,0.0180446212,0.9903154806,0.0317335147
3,4,10,0.99508634,0.0193358515,0.9908390286,0.0324909744
4,0,10,0.9898540653,0.033770972,0.9880969875,0.0376175631
4,1,10,0.9940310938,0.0198607291,0.9901412596,0.0340178555
4,2,10,0.9943938332,0.0168072622,0.9919883467,0.0294543869
4,3,10,0.9948503827,0.0170541631,0.9898752751,0.0304120631
4,4,10,0.9952267303,0.0197699537,0.9898211429,0.0319715216
0,0,25,0.99485754,0.0176580616,0.9889786921,0.0343197804
0,1,25,0.9943087174,0.0230585424,0.9879340789,0.036929172
0,2,25,0.9941135249,0.0201181245,0.9915513474,0.0289962663
0,3,25,0.9948503827,0.0190945008,0.9906089508,0.0309206526
0,4,25,0.9948055595,0.0202757602,0.9888032572,0.0354574993
1,0,25,0.9919388464,0.0292209386,0.9888317414,0.0322649859
1,1,25,0.9937534703,0.0233513452,0.9886698058,0.0347610757
1,2,25,0.9938332165,0.0195356488,0.9912600146,0.0280399466
1,3,25,0.9947112039,0.0177895658,0.9898752751,0.0321664366
1,4,25,0.993120876,0.024699727,0.989239494,0.0331319418
2,0,25,0.9949965254,0.0194920487,0.9903012491,0.0322234847
2,1,25,0.995141588,0.0210274377,0.9892583873,0.0373970871
2,2,25,0.9943938332,0.0178275898,0.9922796795,0.0293528368
2,3,25,0.9933194154,0.0217010211,0.98972854,0.0322284758
2,4,25,0.9932612663,0.0220847358,0.9911298531,0.0315482546
3,0,25,0.9949965254,0.0190196287,0.987803086,0.0361565993
3,1,25,0.9936146585,0.0236446164,0.9899941142,0.0316068524
3,2,25,0.9939733707,0.019967154,0.9921340131,0.0284384328
3,3,25,0.9941544885,0.0187306928,0.9894350697,0.0336777128
3,4,25,0.9939632177,0.0214066263,0.9901119674,0.0324798529
4,0,25,0.9952744962,0.018654663,0.9903012491,0.0320194796
4,1,25,0.9945863409,0.0209092539,0.9888169512,0.0364346441
4,2,25,0.994253679,0.0173647309,0.9919883467,0.0301707961
4,3,25,0.9949895616,0.0186685178,0.9892883346,0.0337707538
4,4,25,0.9943843886,0.0203620304,0.989239494,0.0353186516
0,0,50,0.9909659486,0.0304191407,0.9860396767,0.0396456756
0,1,50,0.9944475292,0.0226483663,0.988375515,0.0366041256
0,2,50,0.9948142957,0.0184276367,0.9916970138,0.0270544625
0,3,50,0.9945720251,0.0196756628,0.9901687454,0.0330000398
0,4,50,0.9936824372,0.0213039108,0.9889486695,0.0351241453
1,0,50,0.9947185546,0.0198047274,0.9891256429,0.0350079398
1,1,50,0.9941699056,0.0225131925,0.9892583873,0.036310163
1,2,50,0.9945339874,0.0167729246,0.992425346,0.0293838577
1,3,50,0.9951287404,0.0166373881,0.98972854,0.0325561904
1,4,50,0.9935420469,0.0239215676,0.9899665552,0.0340425364
2,0,50,0.9940236275,0.0242303134,0.9889786921,0.0372082055
2,1,50,0.9923653526,0.0275428014,0.9892583873,0.0352633467
2,2,50,0.9938332165,0.0179487973,0.9909686817,0.0323319471
2,3,50,0.9947112039,0.0178823924,0.9892883346,0.0321252256
2,4,50,0.993120876,0.0221280837,0.9895303185,0.0326745529
3,0,50,0.9940236275,0.0189014124,0.9888317414,0.0341077529
3,1,50,0.9936146585,0.0261546219,0.9888169512,0.0354979436
3,2,50,0.9941135249,0.02113133,0.9918426803,0.0289053867
3,3,50,0.9916492693,0.0283127862,0.9903154806,0.0320045295
3,4,50,0.9943843886,0.0214553585,0.9899665552,0.0334646787
4,0,50,0.9945795691,0.0191244961,0.9880969875,0.0360919151
4,1,50,0.9950027762,0.0205756134,0.9882283697,0.036604123
4,2,50,0.9941135249,0.0181336067,0.9916970138,0.0303408131
4,3,50,0.9954070981,0.0165369667,0.9888481291,0.032953175
4,4,50,0.9943843886,0.0197503217,0.9905482042,0.0331363329
0,0,75,0.9947185546,0.0201735832,0.9889786921,0.0359338184
0,1,75,0.9927817879,0.0267755797,0.9885226604,0.0392884127
0,2,75,0.994253679,0.0191120913,0.9916970138,0.0286260652
0,3,75,0.9934585943,0.0211442092,0.9906089508,0.0311057587
0,4,75,0.9925593149,0.0253199707,0.9899665552,0.0369103293
1,0,75,0.9947185546,0.0205506973,0.9872152829,0.0369693355
1,1,75,0.9922265408,0.0264083858,0.9885226604,0.0374628034
1,2,75,0.9938332165,0.0201077871,0.9900946832,0.0316871509
1,3,75,0.9931802366,0.0223180066,0.9889948643,0.0322146666
1,4,75,0.992138144,0.0256794683,0.9905482042,0.0316231644
2,0,75,0.9919388464,0.0258466409,0.9888317414,0.0379414134
2,1,75,0.9937534703,0.0249160608,0.9891112419,0.0341683429
2,2,75,0.9943938332,0.0174460741,0.9915513474,0.0308134684
2,3,75,0.9948503827,0.019933333,0.9879677183,0.0331915104
2,4,75,0.9939632177,0.0209469711,0.9899665552,0.030576868
3,0,75,0.9940236275,0.0218353882,0.9880969875,0.0364564035
3,1,75,0.9937534703,0.025042572,0.9886698058,0.0346947912
3,2,75,0.9939733707,0.0192483392,0.9899490168,0.0314866491
3,3,75,0.9935977731,0.0222757041,0.990755686,0.0303335433
3,4,75,0.994103608,0.0219371636,0.9902573797,0.0318299707
4,0,75,0.9936066713,0.0233206888,0.9875091844,0.0355143381
4,1,75,0.9930594114,0.0258402387,0.9892583873,0.0352486207
4,2,75,0.9869656622,0.0414376278,0.991405681,0.0282748369
4,3,75,0.9944328462,0.0198892378,0.9894350697,0.0309598683
4,4,75,0.9935420469,0.0244847374,0.9906936164,0.0305794319
0,0,80,0.9943015983,0.0212200646,0.9888317414,0.032652413
0,1,80,0.9938922821,0.0229794962,0.9888169512,0.036791287
0,2,80,0.9935529082,0.0188886267,0.9896576839,0.0324963481
0,3,80,0.9941544885,0.0211283993,0.9891415994,0.0343353742
0,4,80,0.9935420469,0.023237263,0.9912752654,0.0309895556
1,0,80,0.9933287005,0.0229846397,0.9894195445,0.0347452537
1,1,80,0.9934758468,0.0238782389,0.988375515,0.0344530585
1,2,80,0.9931324457,0.0201014593,0.9918426803,0.0289869498
1,3,80,0.9951287404,0.0204184946,0.9898752751,0.0325717013
1,4,80,0.9914361926,0.0276851425,0.9893849062,0.0351084908
2,0,80,0.9936066713,0.0255337131,0.9891256429,0.035399699
2,1,80,0.9934758468,0.0246023686,0.9892583873,0.0365476148
2,2,80,0.9932725999,0.0210282779,0.990386016,0.030024632
2,3,80,0.9945720251,0.0191912356,0.9900220103,0.0313634961
2,4,80,0.9908746315,0.0329272605,0.9912752654,0.0309081773
3,0,80,0.9930507297,0.0250619262,0.9879500367,0.0348670186
3,1,80,0.9913936702,0.0317899245,0.9869040612,0.0407762093
3,2,80,0.9928521374,0.0196506827,0.9909686817,0.0305331343
3,3,80,0.9930410578,0.0247793869,0.9879677183,0.0372089272
3,4,80,0.992138144,0.0255147921,0.9911298531,0.0314639419
4,0,80,0.9922168172,0.0251506361,0.9895664952,0.0342649327
4,1,80,0.9929205997,0.0265231765,0.9885226604,0.0360384783
4,2,80,0.993412754,0.0192745928,0.9906773489,0.0318061462
4,3,80,0.9947112039,0.019802543,0.9903154806,0.0305187381
4,4,80,0.9922785343,0.0250112454,0.9893849062,0.0347336296
0,0,85,0.992494788,0.0277887305,0.9876561352,0.0362861209
0,1,85,0.9909772349,0.0317239926,0.9867569159,0.0390979976
0,2,85,0.9949544499,0.0177957677,0.9928623452,0.0265882419
0,3,85,0.9944328462,0.0210402726,0.9895818048,0.0312176649
0,4,85,0.9907342412,0.0311437323,0.9911298531,0.0338135873
1,0,85,0.9937456567,0.0239331947,0.989713446,0.0348383137
1,1,85,0.9909772349,0.0303167498,0.9888169512,0.0366216429
1,2,85,0.9922915207,0.0209702437,0.991405681,0.0310119496
1,3,85,0.9934585943,0.0209020822,0.9888481291,0.0347720604
1,4,85,0.9929804858,0.0244600009,0.9904027919,0.0305291372
2,0,85,0.9923558026,0.0278840891,0.9892725937,0.034910751
2,1,85,0.9929205997,0.0272073068,0.9888169512,0.0382463236
2,2,85,0.9936930624,0.0225104617,0.9909686817,0.0321408775
2,3,85,0.9944328462,0.0212814268,0.9885546588,0.0359818912
2,4,85,0.9929804858,0.0228506958,0.9899665552,0.0357203299
3,0,85,0.9905489924,0.0346801872,0.9863335783,0.041894368
3,1,85,0.9931982232,0.0237615164,0.9896998235,0.0325547136
3,2,85,0.9931324457,0.0218485642,0.990386016,0.0299464314
3,3,85,0.9941544885,0.0214474339,0.9894350697,0.0328868067
3,4,85,0.9936824372,0.0233085801,0.9902573797,0.0332755211
4,0,85,0.9927727589,0.0248880113,0.9891256429,0.0337183071
4,1,85,0.9930594114,0.0270454993,0.9894055327,0.0347740246
4,2,85,0.993412754,0.0220453249,0.9912600146,0.0296398314
4,3,85,0.9942936674,0.0213042494,0.98972854,0.0316540502
4,4,85,0.9926997052,0.0258364665,0.9895303185,0.032596465
0,0,90,0.9933287005,0.0273965013,0.987803086,0.0380705254
0,1,90,0.9912548584,0.0315979218,0.9901412596,0.0348081536
0,2,90,0.9920112123,0.0242828023,0.9900946832,0.028026423
0,3,90,0.9944328462,0.0222949941,0.9904622157,0.030501807
0,4,90,0.9903130703,0.0367838222,0.9901119674,0.0331505855
1,0,90,0.9926337735,0.0280733224,0.9869213813,0.0382957562
1,1,90,0.9832037757,0.0544443358,0.9889640966,0.037001454
1,2,90,0.994253679,0.0175180121,0.9918426803,0.0279294174
1,3,90,0.9948503827,0.021059063,0.9888481291,0.034330723
1,4,90,0.9922785343,0.0256968345,0.9906936164,0.0334292787
2,0,90,0.9905489924,0.0376451011,0.9900073475,0.0341180843
2,1,90,0.9904219878,0.0327583819,0.9899941142,0.0316031575
2,2,90,0.9929922915,0.0210556887,0.9905316824,0.0304228153
2,3,90,0.9930410578,0.0244712984,0.9885546588,0.0348672181
2,4,90,0.9928400955,0.0239537676,0.9904027919,0.0324177722
3,0,90,0.9923558026,0.0266204204,0.9880969875,0.0345545819
3,1,90,0.9890338701,0.0370588908,0.9896998235,0.0346201065
3,2,90,0.9920112123,0.023373635,0.9902403496,0.0295363839
3,3,90,0.9934585943,0.0242753952,0.9895818048,0.0336825206
3,4,90,0.9915765829,0.0278656162,0.9890940817,0.0339093453
4,0,90,0.9934676859,0.0253037526,0.9876561352,0.036899106
4,1,90,0.9922265408,0.0301105719,0.9891112419,0.0379263462
