"Run Number","Mutation Number","Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
3,0,75,0.9898399443,0.1818156011,0.9891415994,0.0348714171
3,1,75,0.9912317328,0.2134242597,0.9892883346,0.0357730193
3,2,75,0.9902574809,0.2080220677,0.9892883346,0.0343708433
3,3,75,0.9898399443,0.2289702967,0.9910491563,0.0318110306
3,4,75,0.983855254,0.2046993124,0.9891415994,0.0350300731
4,0,75,0.976835603,0.2284102329,0.9905482042,0.0325159083
4,1,75,0.9898918995,0.1980567575,0.9893849062,0.0344581832
4,2,75,0.9897515092,0.2141593404,0.9899665552,0.0348185945
4,3,75,0.9882072161,0.2087744581,0.9901119674,0.0330296277
4,4,75,0.9900322898,0.2114081436,0.9904027919,0.0356072063
0,0,80,0.9833217513,0.2599117825,0.9882439383,0.0394660165
0,1,80,0.9895760945,0.2460712848,0.9891256429,0.0376018902
0,2,80,0.9837387074,0.2382635096,0.9894195445,0.0360847295
0,3,80,0.982209868,0.2308461491,0.9889786921,0.0370830865
0,4,80,0.9898540653,0.2078013173,0.9891256429,0.0369278958
1,0,80,0.9676568573,0.2748641772,0.9870512066,0.0391297704
1,1,80,0.9886174348,0.220716828,0.9877869335,0.0378146696
1,2,80,0.9876457524,0.2214982713,0.9899941142,0.0329136948
1,3,80,0.9905607996,0.1952900866,0.9876397881,0.0390858891
1,4,80,0.9829261521,0.2604593952,0.9892583873,0.0367081371
2,0,80,0.9732305536,0.2741951077,0.9900946832,0.0296918786
2,1,80,0.9879467414,0.2238009898,0.991405681,0.0306036442
2,2,80,0.9813594954,0.2328885451,0.9902403496,0.0340224322
2,3,80,0.9887876664,0.237688329,0.9912600146,0.032203955
2,4,80,0.9866853539,0.2386870385,0.9921340131,0.0297316997
3,0,80,0.9895615866,0.2295905321,0.98972854,0.0358102001
3,1,80,0.9860821155,0.2409303799,0.9904622157,0.0332916762
3,2,80,0.9849686848,0.2276563164,0.9898752751,0.032986078
3,3,80,0.9863604732,0.2722897516,0.9891415994,0.0339586162
3,4,80,0.9842727905,0.2298731397,0.9891415994,0.0345291188
4,0,80,0.9717815527,0.2673703946,0.989239494,0.0339927522
4,1,80,0.9880668258,0.1922684776,0.9893849062,0.0352513027
4,2,80,0.9891899481,0.2570458052,0.9906936164,0.0335602306
4,3,80,0.9827319949,0.2369307961,0.9889486695,0.0374385678
4,4,80,0.9896111189,0.201017719,0.9898211429,0.0339979812
0,0,85,0.9581653926,0.2981350148,0.9883908891,0.0375160363
0,1,85,0.9549687284,0.2916244185,0.9889786921,0.0363706081
0,2,85,0.9749826269,0.2803206051,0.9880969875,0.0392105798
0,3,85,0.9713690062,0.2809394938,0.9876561352,0.0398469452
0,4,85,0.9790132036,0.2698218822,0.9886847906,0.0369789613
1,0,85,0.9827873404,0.2484974817,0.9886698058,0.0361306555
1,1,85,0.9772348695,0.2887789644,0.9885226604,0.0356070261
1,2,85,0.9576624098,0.2921226223,0.9888169512,0.0377362801
1,3,85,0.9652970572,0.2821131883,0.9885226604,0.0360025958
1,4,85,0.9837590228,0.2558434848,0.9873454974,0.0383448372
2,0,85,0.9257182901,0.3046062454,0.9922796795,0.0299662041
2,1,85,0.9770147162,0.2933198364,0.9906773489,0.0325896318
2,2,85,0.9683251577,0.2840149423,0.9906773489,0.0337333394
2,3,85,0.9585143658,0.3073561595,0.9896576839,0.0334332234
2,4,85,0.8535388928,0.3396664153,0.9905316824,0.0326934762
3,0,85,0.977592206,0.2755586319,0.990755686,0.0324219372
3,1,85,0.9592205985,0.307858289,0.9895818048,0.0336196002
3,2,85,0.9828810021,0.2974434669,0.9892883346,0.0338818712
3,3,85,0.9585247042,0.2955371413,0.9892883346,0.0324420872
3,4,85,0.9782881002,0.2969934351,0.9894350697,0.0343584397
4,0,85,0.9837147269,0.2614857012,0.9902573797,0.0334775357
4,1,85,0.973887407,0.267824363,0.989239494,0.0350068375
4,2,85,0.9766952127,0.283377345,0.9906936164,0.0342889741
4,3,85,0.9809069212,0.2941251055,0.9899665552,0.0339041618
4,4,85,0.9859609715,0.2477640429,0.9889486695,0.0390965559
0,0,90,0.9017373175,0.3379050953,0.9891256429,0.0381395205
0,1,90,0.8172341904,0.3319648835,0.9886847906,0.0434531725
0,2,90,0.8047255038,0.360542823,0.9882439383,0.0406754674
0,3,90,0.8227936066,0.3453137158,0.9889786921,0.0385903759
0,4,90,0.8455872134,0.3350030481,0.9886847906,0.03714261
1,0,90,0.8128817324,0.3859833772,0.988375515,0.0379585684
1,1,90,0.816768462,0.3350524139,0.988375515,0.0383979178
1,2,90,0.8219044975,0.3587784947,0.9876397881,0.0420824558
1,3,90,0.8431426985,0.3442853879,0.9882283697,0.0377004312
1,4,90,0.9043586896,0.3327196158,0.9886698058,0.0388009381
2,0,90,0.8072880167,0.3439002592,0.9915513474,0.0308795066
2,1,90,0.8057463208,0.3376043763,0.9928623452,0.0315977013
2,2,90,0.8849334267,0.3350447898,0.9911143481,0.0305628116
2,3,90,0.8204625087,0.3373158146,0.9928623452,0.0306340197
2,4,90,0.8189208128,0.3674323557,0.9921340131,0.0306053349
3,0,90,0.8416144746,0.3406425825,0.9891415994,0.0346765694
3,1,90,0.8425887265,0.3375612786,0.9901687454,0.0339702786
3,2,90,0.8104384134,0.3520782834,0.9891415994,0.0357010717
3,3,90,0.8073764788,0.3413248928,0.9894350697,0.0319891713
3,4,90,0.8019485039,0.3460926673,0.9910491563,0.0310002976
4,0,90,0.8565211287,0.355805896,0.9898211429,0.0372926676
4,1,90,0.8642425944,0.3341542781,0.9896757307,0.0355874029
4,2,90,0.8083672609,0.3506980623,0.9901119674,0.0352983584
4,3,90,0.8120174084,0.3429748888,0.9914206776,0.0323379667
4,4,90,0.8180541906,0.3350369773,0.9905482042,0.0351965073
0,0,95,0.8027797081,0.4205434671,0.9880969875,0.03944109
0,1,95,0.8029186935,0.3970518645,0.9885378398,0.0385139525
0,2,95,0.8023627519,0.4482765119,0.9880969875,0.0403386253
0,3,95,0.8025017373,0.4146738495,0.9873622337,0.0399147013
0,4,95,0.8022237665,0.447602305,0.9880969875,0.0424448925
1,0,95,0.803997779,0.4880320454,0.9895526781,0.0370294709
1,1,95,0.8010827318,0.4596314609,0.9867569159,0.0393125086
1,2,95,0.8035813437,0.4243852742,0.9888169512,0.0372412828
1,3,95,0.8033037202,0.4177988364,0.9880812242,0.0362639056
1,4,95,0.8030260966,0.4216384392,0.9873454974,0.0397929196
2,0,95,0.7983181499,0.4756754902,0.9927166788,0.0295585433
2,1,95,0.7981779957,0.4668356689,0.9912600146,0.0324787917
2,2,95,0.7995795374,0.4157200728,0.9912600146,0.0300783421
2,3,95,0.7995795374,0.408557715,0.9916970138,0.0305935075
2,4,95,0.7995795374,0.4404399892,0.9905316824,0.0319824585
3,0,95,0.7966597077,0.4648798952,0.9906089508,0.033515505
3,1,95,0.7958246347,0.5439781306,0.9879677183,0.0370992697
3,2,95,0.7976339597,0.4258293419,0.9900220103,0.0316304146
3,3,95,0.7962421712,0.4892297687,0.9891415994,0.0339421372
3,4,95,0.797355602,0.4330937,0.9891415994,0.0328891607
4,0,95,0.8021900884,0.4606912321,0.9905482042,0.0340100708
4,1,95,0.801488137,0.4086556955,0.9901119674,0.0349712462
4,2,95,0.8017689175,0.4574962393,0.9906936164,0.0347522404
4,3,95,0.8007861856,0.4403672682,0.9890940817,0.03665964
4,4,95,0.801488137,0.4560368886,0.9904027919,0.0345326976
0,0,99,0.8031966643,0.8463157646,0.9886847906,0.0389866936
0,1,99,0.8029186935,0.7964306485,0.9885378398,0.0409060885
0,2,99,0.8019457957,0.74502084,0.9895664952,0.0388127161
0,3,99,0.8022237665,0.7606142731,0.9879500367,0.0387973358
0,4,99,0.8029186935,0.7333445625,0.9892725937,0.0366060297
1,0,99,0.8028872848,0.8112006179,0.988375515,0.0381579524
1,1,99,0.8030260966,0.8406615718,0.9874926428,0.0375190831
1,2,99,0.8038589672,0.6809504264,0.9870512066,0.0367645018
1,3,99,0.8027484731,0.7802172734,0.9877869335,0.0375288982
1,4,99,0.8035813437,0.916180513,0.9892583873,0.034699655
2,0,99,0.7985984582,0.8309945382,0.9911143481,0.0323190719
2,1,99,0.7987386124,0.7683151868,0.9911143481,0.0320222024
2,2,99,0.7987386124,0.9577831996,0.992425346,0.0310450411
2,3,99,0.7990189207,0.8297665754,0.9916970138,0.0323276236
2,4,99,0.7995795374,0.7901883059,0.9899490168,0.0314736714
3,0,99,0.7965205289,0.9345636233,0.9884079237,0.0359657008
3,1,99,0.7966597077,0.7026325145,0.98972854,0.0321022344
3,2,99,0.7969380654,0.7861353244,0.9894350697,0.0350466362
3,3,99,0.7972164231,0.8635039414,0.9900220103,0.0322466458
3,4,99,0.7961029924,0.8705733697,0.9894350697,0.0350065659
4,0,99,0.802470869,0.7681296143,0.989239494,0.0366937135
4,1,99,0.8017689175,0.7631748325,0.9898211429,0.0352034679
4,2,99,0.8009265758,0.8993673975,0.9893849062,0.0342516823
4,3,99,0.8009265758,0.7926888133,0.9876399593,0.0368401293
4,4,99,0.8016285273,0.7874237839,0.9912752654,0.0334475191
0,0,100,0.8025017373,1.9926343389,0.9883908891,0.0372480749
0,1,100,0.8031966643,1.8952524994,0.9888317414,0.038000084
0,2,100,0.8019457957,1.7801576037,0.9895664952,0.0354254919
0,3,100,0.8036136205,1.7829191386,0.9885378398,0.0376625039
0,4,100,0.8025017373,1.7966986996,0.9883908891,0.0377069296
1,0,100,0.8034425319,1.8390188652,0.9892583873,0.0361593503
1,1,100,0.8030260966,1.5890201776,0.9874926427,0.0399767043
1,2,100,0.8024708495,1.7460749269,0.9874926427,0.0380153772
1,3,100,0.8026096613,1.787364277,0.9874926427,0.039123536
1,4,100,0.8030260966,1.902412409,0.9877869335,0.0372665106
2,0,100,0.7987386124,1.7728749667,0.9911143481,0.033269341
2,1,100,0.7998598457,1.9909037105,0.9918426803,0.0322044476
2,2,100,0.7985984582,1.9117905589,0.9918426803,0.0318937066
2,3,100,0.7957953748,1.8787673499,0.9911143481,0.0318617587
2,4,100,0.7987386124,1.8099266043,0.9919883467,0.0301794714
3,0,100,0.7952679193,1.8428343882,0.9885546588,0.0337669671
3,1,100,0.7962421712,1.8481494324,0.990755686,0.0325601003
3,2,100,0.7965205289,1.7437136202,0.9901687454,0.0351508622
3,3,100,0.7961029924,1.6589082991,0.9888481291,0.0333068756
3,4,100,0.7962421712,1.9385056944,0.9875275128,0.0368898611
4,0,100,0.8021900884,1.7567067628,0.9902573797,0.0350746132
4,1,100,0.8027516495,1.8391890018,0.9890940817,0.0353628765
4,2,100,0.8009265758,1.9089217573,0.9898211429,0.0373762364
4,3,100,0.8019093078,1.9094550307,0.9893849062,0.0327555393
4,4,100,0.8012073564,1.7193863495,0.9896757307,0.0357780664
