"Run Number","Mutation Number","Percentage","Flip Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
2,2,10,100,0.9949544499,0.0203544182,0.9908230153,0.0305142059
2,3,10,100,0.9945339874,0.0181689741,0.9909686817,0.031959781
2,4,10,100,0.9949544499,0.0179495473,0.9921340131,0.0289800354
3,0,10,100,0.9952679193,0.0169416394,0.9900220103,0.0332822668
3,1,10,100,0.9935977731,0.0215903029,0.9891415994,0.0383450728
3,2,10,100,0.9948503827,0.0187567498,0.9903154806,0.0326387013
3,3,10,100,0.9940153097,0.0206014196,0.988701394,0.0359311976
3,4,10,100,0.9903966597,0.0319894958,0.9892883346,0.0340119106
0,0,25,25,0.9952744962,0.0186654245,0.9891256429,0.0352378066
0,1,25,25,0.9937456567,0.0207247657,0.9875091844,0.0349952132
0,2,25,25,0.9947185546,0.0202717214,0.9889786921,0.0346609526
0,3,25,25,0.9943015983,0.0187178537,0.9882439383,0.0347199605
0,4,25,25,0.995552467,0.0174678564,0.9885378398,0.0351198991
1,0,25,25,0.9944475292,0.0208502825,0.9894055327,0.0374350383
1,1,25,25,0.9943087174,0.0211882354,0.9894055327,0.0345079329
1,2,25,25,0.9944475292,0.0234221915,0.9888169511,0.0361897922
1,3,25,25,0.9938922821,0.0254421553,0.9892583873,0.0381313249
1,4,25,25,0.9938922821,0.0226557395,0.9901412596,0.035360104
2,0,25,25,0.9946741416,0.0189598756,0.9915513474,0.0285278128
2,1,25,25,0.9945339874,0.0168247763,0.991405681,0.0305237544
2,2,25,25,0.9936930624,0.0182267072,0.991405681,0.0335793148
2,3,25,25,0.9927119832,0.0270162395,0.9905316824,0.033632168
2,4,25,25,0.9946741416,0.0172761234,0.9912600146,0.0296040206
3,0,25,25,0.9958246347,0.0171205253,0.9882611886,0.037585544
3,1,25,25,0.9962421712,0.0166472445,0.9898752751,0.0330747906
3,2,25,25,0.9942936674,0.0185388436,0.9895818048,0.0331726337
3,3,25,25,0.9952679193,0.0164285174,0.988701394,0.0342307631
3,4,25,25,0.9952679193,0.0185243385,0.9892883346,0.0305438359
0,0,25,50,0.99485754,0.019044026,0.9894195445,0.0341516513
0,1,25,50,0.9938846421,0.0209179829,0.9880969875,0.0371015098
0,2,25,50,0.9947185546,0.0192286636,0.9879500367,0.0366616826
0,3,25,50,0.9941626129,0.02136913,0.9900073475,0.0336132745
0,4,25,50,0.99485754,0.0184075904,0.9885378398,0.0362803802
1,0,25,50,0.9941699056,0.0223004317,0.988375515,0.0383276199
1,1,25,50,0.9945863409,0.0219222567,0.9889640966,0.0349341619
1,2,25,50,0.9938922821,0.0227830022,0.9892583873,0.0354331047
1,3,25,50,0.9944475292,0.0217045712,0.9879340789,0.0381967458
1,4,25,50,0.9941699056,0.0215510176,0.9876397881,0.0361186303
2,0,25,50,0.9939733707,0.0219115684,0.9911143481,0.0313947155
2,1,25,50,0.994253679,0.0169326584,0.9921340131,0.0284523706
2,2,25,50,0.994253679,0.0201141691,0.9911143481,0.0291856714
2,3,25,50,0.9936930624,0.0204125477,0.9895120175,0.0353279441
2,4,25,50,0.9935529082,0.0184233876,0.9915513474,0.0300679641
3,0,25,50,0.9954070981,0.0184166403,0.9895818048,0.0313107797
3,1,25,50,0.9947112039,0.0181701313,0.9889948643,0.035044726
3,2,25,50,0.9952679193,0.0176108195,0.9898752751,0.0310356987
3,3,25,50,0.9949895616,0.0177293383,0.9895818048,0.0330346942
3,4,25,50,0.9952679193,0.0168744626,0.9892883346,0.0327866581
0,0,25,75,0.9947185546,0.0196653257,0.9905951506,0.0314192803
0,1,25,75,0.995552467,0.0189484656,0.9880969875,0.0400976858
0,2,25,75,0.9952744962,0.0182412596,0.9876561352,0.0376118548
0,3,25,75,0.9933287005,0.0230435972,0.9886847906,0.0365085085
0,4,25,75,0.9933287005,0.0243344102,0.9882439383,0.0370828607
1,0,25,75,0.9943087174,0.0235960756,0.9892583873,0.0360158547
1,1,25,75,0.9938922821,0.0230241819,0.9873454974,0.0380352801
1,2,25,75,0.9943087174,0.0237428248,0.9892583873,0.0357928047
1,3,25,75,0.9940310938,0.022459784,0.9888169511,0.0355586787
1,4,25,75,0.9943087174,0.0251728052,0.9889640966,0.0350232962
2,0,25,75,0.994253679,0.0198977723,0.9905316824,0.0308492664
2,1,25,75,0.9945339874,0.0190176326,0.9912600146,0.0286915448
2,2,25,75,0.9927119832,0.0245264976,0.9912600146,0.0343266282
2,3,25,75,0.9938332165,0.0200812618,0.990386016,0.0304570697
2,4,25,75,0.994253679,0.018483637,0.9925710124,0.0304927831
3,0,25,75,0.9942936674,0.0210144518,0.9889948643,0.0348886284
3,1,25,75,0.9947112039,0.0186447317,0.9894350697,0.0356526721
3,2,25,75,0.9954070981,0.0175348132,0.9891415994,0.0338931669
3,3,25,75,0.9945720251,0.0195174165,0.9901687454,0.0309125374
3,4,25,75,0.9947112039,0.0185879059,0.9891415994,0.0324574501
0,0,25,100,0.9945795691,0.0178870388,0.9882439383,0.0373544893
0,1,25,100,0.9937456567,0.0223381784,0.9889786921,0.0334589768
0,2,25,100,0.9933287005,0.0250843469,0.986480529,0.0392448097
0,3,25,100,0.9941626129,0.0169607471,0.9872152829,0.0334813107
0,4,25,100,0.9936066713,0.0223484295,0.9872152829,0.0380537911
1,0,25,100,0.9950027762,0.0206981405,0.988375515,0.0364621311
1,1,25,100,0.9944475292,0.0246620565,0.988375515,0.0357508314
1,2,25,100,0.9926429761,0.0260824362,0.9879340789,0.034294531
1,3,25,100,0.9943087174,0.0253117931,0.9894055327,0.0371022775
1,4,25,100,0.9934758468,0.0238739703,0.990288405,0.0341735185
2,0,25,100,0.993412754,0.0209562698,0.9896576839,0.0331496231
2,1,25,100,0.9945339874,0.0170424602,0.9908230153,0.0298075434
2,2,25,100,0.9921513665,0.0271284268,0.9909686817,0.029342515
2,3,25,100,0.9943938332,0.018897819,0.9918426803,0.0291191656
2,4,25,100,0.9936930624,0.0186848919,0.9916970138,0.0270126877
3,0,25,100,0.9956854558,0.0176092325,0.9913426266,0.0308213203
3,1,25,100,0.995546277,0.0177293158,0.9904622157,0.0361982701
3,2,25,100,0.9949895616,0.0171393433,0.988701394,0.0336836625
3,3,25,100,0.9944328462,0.0200727055,0.9901687454,0.0315391728
3,4,25,100,0.9947112039,0.018999274,0.9903154806,0.0352128343
0,0,50,25,0.9951355108,0.0182017855,0.9875091844,0.0365572827
0,1,50,25,0.9956914524,0.0174537013,0.9863335783,0.0376716563
0,2,50,25,0.9945795691,0.0208073339,0.9885378398,0.0383969106
0,3,50,25,0.9926337735,0.0264086476,0.9870683321,0.0355517646
0,4,50,25,0.995552467,0.0172703895,0.9888317414,0.036126009
1,0,50,25,0.9931982232,0.0236580235,0.9876397881,0.0395744803
1,1,50,25,0.9943087174,0.0230681788,0.9874926428,0.0414937034
1,2,50,25,0.9940310938,0.0218286626,0.9876397881,0.0390343738
1,3,50,25,0.9941699056,0.0210666744,0.9891112419,0.0387129024
1,4,50,25,0.9931982232,0.0283426149,0.9873454974,0.0411345198
2,0,50,25,0.9936930624,0.0171928689,0.991405681,0.029433041
2,1,50,25,0.994253679,0.0180267396,0.991405681,0.0303351615
2,2,50,25,0.9950946041,0.0166676753,0.9906773489,0.0304270064
2,3,50,25,0.9948142957,0.017462839,0.9905316824,0.0321188968
2,4,50,25,0.9935529082,0.0244870847,0.9908230153,0.0294023603
3,0,50,25,0.9958246347,0.0176342693,0.9879677183,0.0353457289
3,1,50,25,0.9947112039,0.0190877403,0.9879677183,0.0348325689
3,2,50,25,0.9959638135,0.0162125305,0.9891415994,0.0328362663
3,3,50,25,0.9948503827,0.0178306181,0.988701394,0.0352282889
3,4,50,25,0.9948503827,0.0196828793,0.9891415994,0.0350996895
0,0,50,50,0.9938846421,0.0212014095,0.9879500367,0.0383532542
0,1,50,50,0.9930507297,0.0204564816,0.9883908891,0.0355253401
0,2,50,50,0.9940236275,0.0207954008,0.9867744306,0.0399727551
0,3,50,50,0.9954134816,0.0182817064,0.9882439383,0.0369332581
0,4,50,50,0.9951355108,0.0179872412,0.9875091844,0.0376722586
1,0,50,50,0.9952803998,0.0198187592,0.9892583873,0.0368198786
1,1,50,50,0.9916712937,0.0282823136,0.988375515,0.0384701299
1,2,50,50,0.9945863409,0.0217331949,0.9879340789,0.0356219351
1,3,50,50,0.9941699056,0.0208613364,0.987198352,0.0391152586
1,4,50,50,0.9929205997,0.0257960744,0.9880812243,0.0386628054
2,0,50,50,0.994253679,0.0187374578,0.9905316824,0.0318944446
2,1,50,50,0.9948142957,0.0163762055,0.9911143481,0.0284385967
2,2,50,50,0.9946741416,0.0190397989,0.9915513474,0.031212167
2,3,50,50,0.9941135249,0.0183894772,0.9898033503,0.0302439769
2,4,50,50,0.9945339874,0.0187870055,0.9902403496,0.0298576025
3,0,50,50,0.9948503827,0.0179213968,0.9895818048,0.0362621278
3,1,50,50,0.9942936674,0.0202246421,0.9891415994,0.0360580293
3,2,50,50,0.9948503827,0.0200563294,0.9895818048,0.0352668532
3,3,50,50,0.9961029923,0.0162743321,0.9884079237,0.0335330586
3,4,50,50,0.9944328462,0.0182699498,0.9891415994,0.0366522166
0,0,50,75,0.9952744962,0.017462207,0.9888317414,0.0355933599
0,1,50,75,0.9945795691,0.01848332,0.9875091844,0.0391333017
0,2,50,75,0.9945795691,0.023046516,0.9879500367,0.0359736777
0,3,50,75,0.9951355108,0.0180512159,0.9873622337,0.0382677614
0,4,50,75,0.9947185546,0.0179816376,0.987803086,0.0414992555
1,0,50,75,0.9944475292,0.0224711386,0.988375515,0.03903059
1,1,50,75,0.9934758468,0.0236421588,0.9879340789,0.0396982239
1,2,50,75,0.9934758468,0.0214591006,0.9901412596,0.0352412619
1,3,50,75,0.9945863409,0.0208795152,0.9889640966,0.0362123713
1,4,50,75,0.9938922821,0.0208835151,0.9894055327,0.0364976837
2,0,50,75,0.9941135249,0.0188879926,0.9905316824,0.0326805345
2,1,50,75,0.9946741416,0.0188538215,0.9887836854,0.0322869063
2,2,50,75,0.9946741416,0.0189605526,0.9898033503,0.0325819195
2,3,50,75,0.9953749124,0.0167225402,0.9911143481,0.0295320901
2,4,50,75,0.9935529082,0.0175324746,0.991405681,0.0294077154
3,0,50,75,0.9949895616,0.0187516105,0.9882611886,0.0377936872
3,1,50,75,0.9942936674,0.0204117906,0.98972854,0.0343344415
3,2,50,75,0.9961029923,0.0176448952,0.9884079237,0.0398937529
3,3,50,75,0.9945720251,0.0178728473,0.9881144534,0.0392545619
3,4,50,75,0.9944328462,0.0184558862,0.9879677183,0.0338208179
0,0,50,100,0.9943015983,0.018962247,0.9891256429,0.0380764189
0,1,50,100,0.9940236275,0.0195811747,0.9876561352,0.0375340121
0,2,50,100,0.9945795691,0.0206784702,0.9879500367,0.0383987127
0,3,50,100,0.9944405837,0.018804823,0.987803086,0.037823577
0,4,50,100,0.9954134816,0.0193865366,0.9880969875,0.0365686643
1,0,50,100,0.9944475292,0.0211259385,0.9873454974,0.040030849
1,1,50,100,0.9938922821,0.0229033054,0.9891112419,0.0379165161
1,2,50,100,0.9945863409,0.0224830937,0.988375515,0.0349254653
1,3,50,100,0.9938922821,0.0240185515,0.9889640966,0.0357179565
1,4,50,100,0.9938922821,0.0236090342,0.9889640966,0.0378167715
2,0,50,100,0.9946741416,0.0169372765,0.9916970138,0.0298545369
2,1,50,100,0.9941135249,0.0197785357,0.9909686817,0.0331293491
2,2,50,100,0.994253679,0.0183852006,0.9909686817,0.0294762098
2,3,50,100,0.9941135249,0.0207283954,0.9898033503,0.0335463478
2,4,50,100,0.9945339874,0.017469274,0.9912600146,0.0334957407
3,0,50,100,0.9938761308,0.0216074134,0.9892883346,0.0370610335
3,1,50,100,0.9948503827,0.0193896953,0.9889948643,0.0355980503
3,2,50,100,0.9947112039,0.0188798011,0.9891415994,0.0378201784
3,3,50,100,0.9947112039,0.0201028001,0.9903154806,0.0337074461
3,4,50,100,0.9926235212,0.0259981112,0.9891415994,0.0359757505
0,0,75,25,0.9945795691,0.0204820928,0.9866274798,0.0403013531
0,1,75,25,0.9941626129,0.0215656963,0.9854518736,0.0445052759
0,2,75,25,0.9943015983,0.0226954749,0.986480529,0.0429456501
0,3,75,25,0.9949965254,0.0171546591,0.9869213813,0.0410540935
0,4,75,25,0.9934676859,0.0225937693,0.9866274798,0.0436751545
1,0,75,25,0.995141588,0.0199170299,0.9861683343,0.0439074252
1,1,75,25,0.9945863409,0.0212143253,0.9879340789,0.0409247483
1,2,75,25,0.9947251527,0.0195813907,0.9848440259,0.0498128381
1,3,75,25,0.9934758468,0.0243311862,0.9869040612,0.0447515179
1,4,75,25,0.9950027762,0.0196565341,0.9876397881,0.0381943998
2,0,75,25,0.9939733707,0.0199378488,0.9889293518,0.0350839928
2,1,75,25,0.993412754,0.0206826921,0.9884923525,0.036590384
2,2,75,25,0.9945339874,0.0195501939,0.9874726875,0.040269592
2,3,75,25,0.9943938332,0.0226539184,0.9877640204,0.0358189702
2,4,75,25,0.994253679,0.0184669875,0.9900946832,0.0354171557
3,0,75,25,0.9947112039,0.0201776465,0.9860601614,0.0457714299
3,1,75,25,0.9940153097,0.0222652462,0.9869405723,0.0412513648
3,2,75,25,0.9935977731,0.0211291243,0.9878209831,0.0423742588
3,3,75,25,0.9935977731,0.0229852024,0.9863536317,0.0442385368
3,4,75,25,0.9945720251,0.0187060486,0.9875275128,0.0444126905
0,0,75,50,0.9947185546,0.0190839077,0.9847171198,0.0468337807
0,1,75,50,0.9944405837,0.021014121,0.984570169,0.0487941755
0,2,75,50,0.9952744962,0.0188300074,0.9853049229,0.0513000356
0,3,75,50,0.9951355108,0.0189153971,0.9860396767,0.043782748
0,4,75,50,0.9940236275,0.021077889,0.9867744306,0.0444050255
1,0,75,50,0.9941699056,0.0216121821,0.9851383167,0.0486054881
1,1,75,50,0.9948639645,0.020763157,0.9876397881,0.0412757896
1,2,75,50,0.9931982232,0.0240385876,0.9864626251,0.0461470408
1,3,75,50,0.9926429761,0.0257648733,0.9873454974,0.0441839186
1,4,75,50,0.9937534703,0.0223181866,0.9873454973,0.040311448
2,0,75,50,0.9939733707,0.0221611479,0.9919883467,0.0287934123
2,1,75,50,0.9939733707,0.018389829,0.9906773489,0.0331306326
2,2,75,50,0.9941135249,0.0185749539,0.990386016,0.0349316997
2,3,75,50,0.9914505957,0.0284619548,0.9882010197,0.0365694383
2,4,75,50,0.994253679,0.0189590855,0.9892206846,0.0362013823
3,0,75,50,0.993736952,0.0205732724,0.9860601614,0.0445923435
3,1,75,50,0.9941544885,0.0186629766,0.9873807777,0.0439874464
3,2,75,50,0.995546277,0.0175359033,0.9854732208,0.0453390997
3,3,75,50,0.9951287404,0.0177899483,0.9875275128,0.0382717067
3,4,75,50,0.9944328462,0.0177973311,0.9854732208,0.0467851525
0,0,75,75,0.99485754,0.0204206943,0.9870683321,0.0423737728
0,1,75,75,0.9954134816,0.0178609893,0.9876561352,0.0435127571
0,2,75,75,0.9954134816,0.018281851,0.9863335783,0.0423460828
0,3,75,75,0.9944405837,0.0195785301,0.9857457752,0.0435194941
0,4,75,75,0.9941626129,0.0194012327,0.983247612,0.0545212458
1,0,75,75,0.9945863409,0.0193594122,0.9873454974,0.0393873008
1,1,75,75,0.9931982232,0.0237679321,0.9849911713,0.0481575822
1,2,75,75,0.9940310938,0.0233843801,0.9854326075,0.0467757029
1,3,75,75,0.9941699056,0.0227086553,0.9864626251,0.0422995009
1,4,75,75,0.9940310938,0.023629626,0.9870512066,0.0453143295
2,0,75,75,0.9949544499,0.019202703,0.9896576839,0.0344920928
2,1,75,75,0.9941135249,0.0182660223,0.9902403496,0.0353241378
2,2,75,75,0.9943938332,0.0173481191,0.9893663511,0.0319635306
2,3,75,75,0.9927119832,0.0206273785,0.9886380189,0.0358433012
2,4,75,75,0.9945339874,0.0160847575,0.9882010197,0.0410262845
3,0,75,75,0.9947112039,0.0200335639,0.9865003668,0.0436733456
3,1,75,75,0.9949895616,0.0180660536,0.9851797506,0.0465374629
3,2,75,75,0.9947112039,0.0174092272,0.9885546588,0.0394746914
3,3,75,75,0.995546277,0.0166827956,0.9881144534,0.0374043437
3,4,75,75,0.9933194154,0.0227490923,0.9882611886,0.0414195517
0,0,75,100,0.9958304378,0.0191751618,0.984570169,0.0507170852
0,1,75,100,0.9954134816,0.0180618738,0.9841293167,0.054788906
0,2,75,100,0.99485754,0.0197088624,0.9861866275,0.0431017405
0,3,75,100,0.9951355108,0.0182410402,0.9872152829,0.0381136926
0,4,75,100,0.995552467,0.0189942717,0.9848640705,0.0458192145
1,0,75,100,0.9943087174,0.020837894,0.9854326075,0.0471610801
1,1,75,100,0.9929205997,0.0240685365,0.9867569159,0.0415896831
