"Run Number","Mutation Number","Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
0,0,85,0.9943015983,0.0195298212,0.9894195445,0.0319105816
0,1,85,0.9937456567,0.0215282759,0.9882439383,0.0344800324
0,2,85,0.9951355108,0.0193865857,0.9892725937,0.0327590268
0,3,85,0.9949965254,0.0193173223,0.9891256429,0.0346374664
0,4,85,0.9931897151,0.0244283347,0.9891256429,0.0354943935
1,0,85,0.9937534703,0.0229635126,0.9889640966,0.033055103
1,1,85,0.9943087174,0.0202905719,0.9894055327,0.034479771
1,2,85,0.9926429761,0.0274500081,0.9882283697,0.0400389965
1,3,85,0.9943087174,0.0197961944,0.9891112419,0.0336250174
1,4,85,0.9941699056,0.0246714912,0.9889640966,0.0348156394
2,0,85,0.9950946041,0.015533598,0.9928623452,0.0271929672
2,1,85,0.9943938332,0.0185022134,0.991405681,0.0284792883
2,2,85,0.993412754,0.0221735986,0.9919883467,0.029845842
2,3,85,0.9950946041,0.0177970655,0.9900946832,0.0331656467
2,4,85,0.9939733707,0.0212070291,0.9919883467,0.028704818
3,0,85,0.9956854558,0.0159568154,0.98972854,0.0318819593
3,1,85,0.9947112039,0.0181159554,0.988701394,0.035827268
3,2,85,0.9954070981,0.0172860082,0.9910491563,0.0318331707
3,3,85,0.9944328462,0.0208401252,0.9892883346,0.0311357054
3,4,85,0.9934585943,0.02131332,0.9898752751,0.0331581105
4,0,85,0.993120876,0.0236332409,0.9899665552,0.0329639627
4,1,85,0.99508634,0.0194588659,0.9902573797,0.0318065466
4,2,85,0.9955075109,0.0189319877,0.9909844409,0.0311087675
4,3,85,0.9949459497,0.0196496105,0.9906936164,0.0312284758
4,4,85,0.9946651692,0.0207417459,0.9901119674,0.03204367
0,0,90,0.9944405837,0.0190364381,0.989713446,0.0342568052
0,1,90,0.9952744962,0.0182458485,0.9879500367,0.0342718126
0,2,90,0.9959694232,0.0166697418,0.9903012491,0.0308710251
0,3,90,0.9936066713,0.0221037247,0.987803086,0.0373771474
0,4,90,0.9930507297,0.0232509214,0.9873622337,0.0363261179
1,0,90,0.9926429761,0.0247859286,0.9892583873,0.0355173694
1,1,90,0.9943087174,0.0216004257,0.9874926428,0.0383744459
1,2,90,0.9934758468,0.0249314126,0.9891112419,0.0339666436
1,3,90,0.9943087174,0.0225868115,0.9880812243,0.0376973328
1,4,90,0.9944475292,0.0234903756,0.987198352,0.0389112364
2,0,90,0.9946741416,0.0163133349,0.9919883467,0.0281633061
2,1,90,0.9952347582,0.0159506268,0.9919883467,0.0292850111
2,2,90,0.9952347582,0.0180144189,0.9919883467,0.0290948971
2,3,90,0.9945339874,0.0174054004,0.9922796795,0.0280372681
2,4,90,0.9957953749,0.0164975401,0.9902403496,0.0297626362
3,0,90,0.995546277,0.0165854196,0.9892883346,0.0337189608
3,1,90,0.9958246347,0.0163869245,0.9901687454,0.0318854369
3,2,90,0.9948503827,0.0192439972,0.9895818048,0.0308141338
3,3,90,0.9942936674,0.019491426,0.9894350697,0.0330764279
3,4,90,0.9938761308,0.0209757785,0.9903154806,0.0288485837
4,0,90,0.9952267303,0.0177568038,0.9904027919,0.0328739051
4,1,90,0.9943843886,0.0199086811,0.9893849062,0.033400598
4,2,90,0.9945247789,0.0205094641,0.989239494,0.0345684184
4,3,90,0.9921381441,0.0254755687,0.9909844409,0.0331519957
4,4,90,0.9953671206,0.0201191587,0.9911298531,0.0305132093
0,0,95,0.9954134816,0.017338916,0.9886847906,0.0346214558
0,1,95,0.9944405837,0.0184500922,0.9886847906,0.0349167864
0,2,95,0.9943015983,0.0199934504,0.989713446,0.0328388763
0,3,95,0.9949965254,0.0195921911,0.9892725937,0.0332213921
0,4,95,0.9952744962,0.0186839763,0.9889786921,0.0336550849
1,0,95,0.9943087174,0.0243707357,0.9899941142,0.0351887725
1,1,95,0.9943087174,0.0216643287,0.989552678,0.0338335257
1,2,95,0.9940310938,0.0247264601,0.9899941142,0.0354376265
1,3,95,0.9943087174,0.0242076169,0.9892583873,0.0354888657
1,4,95,0.9944475292,0.0213591223,0.9896998235,0.0335376636
2,0,95,0.9941135249,0.0200274194,0.9922796795,0.0292511107
2,1,95,0.9948142957,0.0172926534,0.9906773489,0.029366374
2,2,95,0.9943938332,0.0177988951,0.9912600146,0.0289669047
2,3,95,0.9946741416,0.016731947,0.9918426803,0.0290218364
2,4,95,0.9946741416,0.0174555665,0.9925710124,0.0294700358
3,0,95,0.9951287404,0.0186324998,0.990755686,0.0304697823
3,1,95,0.9947112039,0.0191294918,0.9882611886,0.0373752842
3,2,95,0.9954070981,0.0168192331,0.9889948643,0.0320695658
3,3,95,0.9945720251,0.0189054589,0.98972854,0.0301733273
3,4,95,0.9948503827,0.020139742,0.9894350697,0.033722032
4,0,95,0.9939632177,0.0215190286,0.9896757307,0.0337166007
4,1,95,0.9915765829,0.026575038,0.9895303185,0.0331361707
4,2,95,0.9936824372,0.0232204833,0.9904027919,0.0333127695
4,3,95,0.9945247789,0.0194112107,0.988657845,0.03556757
4,4,95,0.9932612663,0.0210722775,0.9898211429,0.0330461381
0,0,99,0.9959694232,0.0183497133,0.9908890522,0.0344399983
0,1,99,0.9945795691,0.0200525233,0.9886847906,0.0366575893
0,2,99,0.995552467,0.0167679381,0.9907421014,0.0331805985
0,3,99,0.9931897151,0.0218741179,0.9885378398,0.036953836
0,4,99,0.9936066713,0.0221665102,0.9904481999,0.0322620558
1,0,99,0.9950027762,0.0242129889,0.9902884049,0.0331666437
1,1,99,0.9943087174,0.0212869538,0.9888169512,0.0356020897
1,2,99,0.9934758468,0.0244571931,0.9895526781,0.0338878788
1,3,99,0.9934758468,0.0242749361,0.9889640966,0.0345906145
1,4,99,0.9927817879,0.0281838551,0.9896998235,0.0393815398
2,0,99,0.994253679,0.0184137696,0.9908230153,0.0280008251
2,1,99,0.9939733707,0.0198625271,0.9922796795,0.0300658247
2,2,99,0.9936930624,0.0181718348,0.9919883467,0.0274748396
2,3,99,0.9945339874,0.0168805625,0.9918426803,0.0262157435
2,4,99,0.9938332165,0.0200326159,0.9915513474,0.0266532064
3,0,99,0.9947112039,0.0178538602,0.98972854,0.0322499162
3,1,99,0.9949895616,0.0197080439,0.98972854,0.0314046584
3,2,99,0.993736952,0.0220986067,0.9910491563,0.0298708255
3,3,99,0.9945720251,0.0194228062,0.9898752751,0.0304873129
3,4,99,0.9940153097,0.0223342105,0.9894350697,0.0315369556
4,0,99,0.9926997052,0.025037736,0.9899665552,0.0315181522
4,1,99,0.9949459497,0.0193628024,0.9906936164,0.0325815917
4,2,99,0.994103608,0.0220243855,0.9905482042,0.0339706481
4,3,99,0.99508634,0.0188887549,0.9906936164,0.0311542315
4,4,99,0.9946651692,0.0204190535,0.989239494,0.0339676729
0,0,100,0.9944405837,0.0190762446,0.9882439383,0.034422762
0,1,100,0.995552467,0.016766933,0.9891256429,0.0341978421
0,2,100,0.9923558026,0.0236399317,0.9880969875,0.0349522484
0,3,100,0.9954134816,0.0169275083,0.9879500367,0.0365784384
0,4,100,0.9956914524,0.0172628346,0.9883908891,0.0347400081
1,0,100,0.9945863409,0.0215123121,0.9874926428,0.0368738316
1,1,100,0.995141588,0.0210719265,0.9888169511,0.0346155038
1,2,100,0.9938922821,0.0219706052,0.9892583873,0.0346315425
1,3,100,0.9940310938,0.0227770193,0.9873454974,0.0393832746
1,4,100,0.9941699056,0.0216942745,0.9880812243,0.0355415504
2,0,100,0.9952347582,0.0180983641,0.9918426803,0.0295654925
2,1,100,0.9953749124,0.0152954905,0.991405681,0.0304898629
2,2,100,0.994253679,0.0177974232,0.9925710124,0.0270487175
2,3,100,0.9936930624,0.0199254016,0.9925710124,0.0275990783
2,4,100,0.9936930624,0.023183758,0.9912600146,0.02802197
3,0,100,0.9934585943,0.0192849202,0.9904622157,0.0302544421
3,1,100,0.9947112039,0.019416601,0.9900220103,0.0328149626
3,2,100,0.9927627001,0.0237327249,0.9885546588,0.0341939757
3,3,100,0.9951287404,0.0186002523,0.9894350697,0.0323900039
3,4,100,0.993736952,0.0201840567,0.9879677183,0.0344801336
4,0,100,0.99508634,0.0198470367,0.9901119674,0.0336914742
4,1,100,0.9948055595,0.0197323944,0.9895303185,0.0335222265
4,2,100,0.9949459497,0.0191855388,0.9904027919,0.0321297093
4,3,100,0.9938228275,0.0225009469,0.9914206776,0.0332048161
4,4,100,0.9936824372,0.0204591552,0.9885124327,0.0356336979
