"Run Number","Mutation Number","Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
0,3,5,0.9944405837,0.0195372567,0.9879500367,0.037047544
0,0,5,0.99485754,0.0183370446,0.9882439383,0.0366211998
0,1,5,0.99485754,0.0192460119,0.9880969875,0.0352057855
0,2,5,0.995552467,0.0170972941,0.9889786921,0.0356900143
0,4,5,0.9961084086,0.0177451114,0.9888317414,0.0349709884
1,3,5,0.9940310938,0.0229346614,0.9894055327,0.0343172181
1,1,5,0.9941699056,0.0209021334,0.9896998235,0.0344645552
1,4,5,0.9941699056,0.0239704728,0.9870512066,0.0418727739
1,0,5,0.9945863409,0.0218273863,0.9882283697,0.0389417962
1,2,5,0.9950027762,0.0199956089,0.9888169511,0.0342187327
2,0,5,0.9931324457,0.0233664654,0.9911143481,0.0292464615
2,3,5,0.993412754,0.0210131083,0.991405681,0.0311291146
2,4,5,0.9941135249,0.0189195515,0.9918426803,0.0301961992
2,2,5,0.9943938332,0.0162899428,0.9919883467,0.027245018
2,1,5,0.9949544499,0.0186025721,0.9918426803,0.0292041485
3,4,5,0.9930410578,0.0238954521,0.9891415994,0.0348044763
3,3,5,0.993736952,0.022240816,0.9892883346,0.0335218426
3,1,5,0.9948503827,0.0176440936,0.9894350697,0.0315481636
3,2,5,0.9949895616,0.0184970973,0.9892883346,0.0346203817
3,0,5,0.9952679193,0.0184309623,0.9903154806,0.0302758878
4,1,5,0.9942439983,0.0211668375,0.9898211429,0.0356042359
4,3,5,0.9945247789,0.0202138329,0.9896757307,0.0324884074
4,0,5,0.9946651692,0.019898587,0.9899665552,0.0340337766
4,2,5,0.9946651692,0.0214134164,0.9920023266,0.0300746707
4,4,5,0.9948055595,0.0184416489,0.9901119674,0.0314691032
0,3,10,0.9941626129,0.0188414724,0.989713446,0.0329011278
0,0,10,0.9952744962,0.0171281745,0.9888317414,0.0361135305
0,4,10,0.9952744962,0.01848321,0.9892725937,0.0346151463
0,2,10,0.9958304378,0.0169183531,0.9894195445,0.0346563738
0,1,10,0.9961084086,0.0163972598,0.9873622337,0.037166752
1,2,10,0.9936146585,0.0239983258,0.9886698058,0.036072793
1,0,10,0.9937534703,0.0227991237,0.9902884049,0.0318151991
1,1,10,0.9938922821,0.0236374779,0.9894055327,0.0345871053
1,3,10,0.9940310938,0.0215213985,0.9885226604,0.0361815832
1,4,10,0.9945863409,0.0236406237,0.9894055327,0.0380237144
2,0,10,0.9935529082,0.0201463787,0.992425346,0.0300589364
2,3,10,0.9945339874,0.0198802486,0.9918426803,0.028379439
2,1,10,0.9948142957,0.0175578237,0.9918426803,0.028908328
2,2,10,0.9949544499,0.0184633198,0.9912600146,0.0276994666
2,4,10,0.9950946041,0.0163602365,0.9925710124,0.0273772534
3,3,10,0.993736952,0.0205318661,0.9892883344,0.0327522328
3,0,10,0.9942936674,0.0199749573,0.9895818048,0.0300756101
3,1,10,0.9945720251,0.0183099069,0.9898752751,0.032438771
3,2,10,0.9948503827,0.0187408355,0.9900220103,0.0302136499
3,4,10,0.9958246347,0.0169801726,0.98972854,0.0319411984
4,4,10,0.9942439983,0.020850678,0.9915660899,0.0308254477
4,2,10,0.9943843886,0.0227140067,0.9896757307,0.0325380772
4,3,10,0.9949459497,0.0199914275,0.9901119674,0.0335498853
4,1,10,0.99508634,0.0180582159,0.9906936164,0.0324647033
4,0,10,0.9952267303,0.0177178071,0.9914206776,0.0326351771
0,4,25,0.9938846421,0.0226987984,0.9875091844,0.0344695622
0,0,25,0.9941626129,0.0201697809,0.9892725937,0.0354113335
0,1,25,0.9944405837,0.020216695,0.9882439383,0.0366319038
0,2,25,0.9951355108,0.0172233346,0.9894195445,0.0345833346
0,3,25,0.9958304378,0.017601263,0.9876561352,0.0392975901
1,2,25,0.9941699056,0.0225456139,0.9877869335,0.0381398077
1,3,25,0.9944475292,0.0218583148,0.9898469688,0.0345385067
1,4,25,0.9944475292,0.0217410766,0.9901412596,0.0332636568
1,0,25,0.9945863409,0.0209139762,0.9899941142,0.0355865908
1,1,25,0.9945863409,0.0210710131,0.9901412596,0.0335432665
2,0,25,0.9941135249,0.0175769255,0.9928623452,0.0264923024
2,4,25,0.9943938332,0.0187753796,0.9906773489,0.0315017306
2,2,25,0.9946741416,0.0162633816,0.9915513474,0.0271645198
2,1,25,0.9953749124,0.015950732,0.9922796795,0.0278381968
2,3,25,0.9953749124,0.0170261542,0.9921340131,0.0265525427
3,4,25,0.993736952,0.0215634031,0.9901687454,0.0302664248
3,0,25,0.9944328462,0.0200039021,0.9901687454,0.029910084
3,3,25,0.9945720251,0.0194318065,0.9889948643,0.0318755987
3,1,25,0.9947112039,0.0178999243,0.9882611886,0.0348012721
3,2,25,0.9954070981,0.0184505578,0.98972854,0.0303969887
4,1,25,0.9938228275,0.022816596,0.9895303185,0.0324792076
4,3,25,0.9946651692,0.020580065,0.9901119674,0.0323993478
4,4,25,0.9946651692,0.0193831442,0.9899665552,0.0323225184
4,0,25,0.99508634,0.0186075242,0.9898211429,0.0330328638
4,2,25,0.9953671206,0.0190433231,0.9906936164,0.0337108672
0,1,50,0.9943015983,0.0203392942,0.9867744306,0.0410722169
0,0,50,0.9945795691,0.0196303781,0.9879500367,0.0388108812
0,3,50,0.9952744962,0.0180343699,0.9883908891,0.0351369645
0,2,50,0.9954134816,0.0179876931,0.9895664952,0.0345895603
0,4,50,0.995552467,0.0189813589,0.9886847906,0.0347660586
1,0,50,0.9927817879,0.0259272088,0.9891112419,0.0354249908
1,4,50,0.9934758468,0.0211869972,0.9876397881,0.0350275716
1,2,50,0.9938922821,0.0235886806,0.9885226604,0.038854077
1,1,50,0.9943087174,0.0214786695,0.9901412596,0.033685846
1,3,50,0.9945863409,0.0220929768,0.9891112419,0.0361802277
2,4,50,0.9928521374,0.0223051175,0.9915513474,0.0302968034
2,2,50,0.9939733707,0.0206953141,0.991405681,0.0277966449
2,1,50,0.9945339874,0.0176013594,0.9912600146,0.0337462359
2,0,50,0.9948142957,0.0160068067,0.9919883467,0.0283902899
2,3,50,0.9949544499,0.0182539854,0.991405681,0.029637415
3,1,50,0.9902574809,0.0324507948,0.9892883346,0.0320328733
3,3,50,0.9944328462,0.0193892682,0.9894350697,0.0352625256
3,2,50,0.9948503827,0.0183277409,0.9881144534,0.0358331265
3,4,50,0.9949895616,0.0180731199,0.9909024211,0.0315235448
3,0,50,0.9952679193,0.0181544669,0.9885546588,0.0375414297
4,4,50,0.9922785343,0.0239677968,0.9901119674,0.0328522813
4,3,50,0.9928400955,0.0250899311,0.9906936164,0.0330052033
4,0,50,0.9943843886,0.0212989192,0.9911298531,0.0317232899
4,1,50,0.9946651692,0.0210952566,0.9896757307,0.0329957436
4,2,50,0.9946651692,0.0197103313,0.9902573797,0.0311874147
0,0,75,0.9941626129,0.0218212893,0.9876561352,0.0355016261
0,2,75,0.9945795691,0.0199422208,0.9903012491,0.0332708491
0,1,75,0.9949965254,0.0186638741,0.9894195445,0.0330147499
0,4,75,0.9952744962,0.0177132286,0.9898603968,0.0335160359
0,3,75,0.9954134816,0.0184923694,0.9900073475,0.0331242973
1,3,75,0.9922265408,0.0240652343,0.988375515,0.0346892442
1,4,75,0.9931982232,0.0262366232,0.9894055327,0.0358126843
1,1,75,0.993337035,0.0232609391,0.9904355504,0.0341161088
1,0,75,0.9941699056,0.0218976059,0.9889640966,0.0359169841
1,2,75,0.9948639645,0.0201102245,0.9898469688,0.0344950117
2,0,75,0.9939733707,0.0192176397,0.9919883467,0.0296649861
2,1,75,0.9939733707,0.0220037296,0.9921340131,0.0314654317
2,3,75,0.9939733707,0.0186949758,0.9906773489,0.0336001874
2,4,75,0.9939733707,0.0218048228,0.9916970138,0.0312895906
2,2,75,0.9943938332,0.0181199444,0.9921340131,0.0279837533
3,1,75,0.9944328462,0.0189220918,0.9898752751,0.0314588366
3,3,75,0.9944328462,0.0185836941,0.9898752751,0.0329559444
3,2,75,0.9949895616,0.0176630348,0.9903154806,0.0310618562
3,4,75,0.9954070981,0.016879154,0.9891415994,0.0333325838
3,0,75,0.9956854558,0.0161734201,0.9895818048,0.031312237
4,4,75,0.9935420469,0.0210476062,0.9898211429,0.0334011042
4,3,75,0.9939632177,0.0227298661,0.9905482042,0.0348285848
4,1,75,0.9942439983,0.0193125527,0.9911298531,0.0318775965
4,0,75,0.9945247789,0.0204667391,0.9911298531,0.031848232
4,2,75,0.9949459497,0.0182914084,0.9909844409,0.031930171
0,2,80,0.9934676859,0.0213653323,0.9892725937,0.0360254632
0,0,80,0.9936066713,0.0211407905,0.989713446,0.0330806216
0,1,80,0.9941626129,0.0208736971,0.989713446,0.0319912647
0,3,80,0.9941626129,0.01896904,0.9889786921,0.0326843197
0,4,80,0.9947185546,0.0182879655,0.9879500367,0.0360072812
1,4,80,0.993337035,0.0248802386,0.9885226604,0.0362020936
1,2,80,0.9937534703,0.0231486429,0.9894055327,0.034613027
1,1,80,0.9941699056,0.0237405867,0.9891112419,0.0368020558
1,0,80,0.9943087174,0.0217602505,0.9892583873,0.0325266146
1,3,80,0.9945863409,0.0208217404,0.9891112419,0.033934687
2,2,80,0.9932725999,0.0207564263,0.9919883467,0.0265851924
2,1,80,0.9938332165,0.0178557432,0.9918426803,0.0279824809
2,4,80,0.9939733707,0.0183945602,0.9925710124,0.02773407
2,0,80,0.994253679,0.020429038,0.9928623452,0.0273163103
2,3,80,0.994253679,0.0165495151,0.9889293518,0.0312073766
