"Run Number","Mutation Number","Percentage","Accuracy1","Loss1","Accuracy2","Loss2"
3,0,80,0.9944328462,0.0185291965,0.9889948643,0.0340335955
3,2,80,0.9945720251,0.0192740751,0.9894350697,0.0315677578
3,4,80,0.9945720251,0.0196176748,0.9898752751,0.030742261
3,1,80,0.9949895616,0.0172927708,0.9889948643,0.0329224856
3,3,80,0.9949895616,0.0193787685,0.9894350697,0.0316971886
4,1,80,0.9917169732,0.0251307311,0.9890940817,0.0334400151
4,2,80,0.9938228275,0.0210621067,0.9909844409,0.0317105128
4,4,80,0.994103608,0.0222318966,0.9901119674,0.0323941482
4,0,80,0.9949459497,0.0182749573,0.9906936164,0.0347327356
4,3,80,0.99508634,0.0184992662,0.9909844409,0.0328017456
0,1,85,0.9947185546,0.0183494774,0.9892725937,0.0331438022
0,0,85,0.99485754,0.0185248983,0.9891256429,0.0354732899
0,2,85,0.9952744962,0.018572987,0.9903012491,0.0313029502
0,3,85,0.9954134816,0.0170278567,0.9895664952,0.0336677762
0,4,85,0.9954134816,0.0193738271,0.9888317414,0.0340596029
1,3,85,0.9931982232,0.0230181084,0.990288405,0.0326965051
1,0,85,0.9943087174,0.0229490921,0.988375515,0.0355225066
1,4,85,0.9944475292,0.0212519094,0.9895526781,0.0360580244
1,1,85,0.9945863409,0.02266625,0.9894055327,0.0350262279
1,2,85,0.9945863409,0.0219704137,0.9891112419,0.0367459025
2,2,85,0.993412754,0.0201165458,0.991405681,0.0322298218
2,1,85,0.9939733707,0.0215255548,0.991405681,0.0319996893
2,0,85,0.9946741416,0.0160740968,0.9911143481,0.0318429863
2,3,85,0.9948142957,0.0188111925,0.9919883467,0.0285998796
2,4,85,0.9955150666,0.0165212144,0.9930080117,0.0268759932
3,0,85,0.9940153097,0.0220787873,0.9903154806,0.0293523023
3,4,85,0.9945720251,0.0181579905,0.9903154806,0.0319226628
3,1,85,0.9951287404,0.0169775035,0.9904622157,0.0324096002
3,3,85,0.9954070981,0.0179317341,0.9901687454,0.032289739
3,2,85,0.995546277,0.0179578283,0.9894350697,0.0339159897
4,1,85,0.9925593149,0.0271262853,0.9889486695,0.0357671669
4,2,85,0.9938228275,0.020093307,0.9882216083,0.0386165587
4,0,85,0.9939632177,0.0200062186,0.9908390286,0.0362562679
4,3,85,0.9945247789,0.022133546,0.9904027919,0.0321099974
4,4,85,0.9945247789,0.020534061,0.9906936164,0.0319420621
0,2,90,0.9940236275,0.0230383367,0.987803086,0.0402396791
0,4,90,0.9944405837,0.0195580495,0.9886847906,0.038602962
0,1,90,0.99485754,0.0173418589,0.9891256429,0.0344980652
0,3,90,0.9951355108,0.0183262762,0.9904481999,0.031371779
0,0,90,0.9959694232,0.0172253847,0.9889786921,0.032434059
1,2,90,0.9931982232,0.0256068256,0.9894055327,0.0344991346
1,3,90,0.9937534703,0.0224109211,0.9889640966,0.0330773946
1,1,90,0.9941699056,0.0227177608,0.9885226604,0.0372811257
1,4,90,0.9943087174,0.0219748149,0.9898469688,0.0332279029
1,0,90,0.9947251527,0.0214691293,0.9892583873,0.0343605408
2,0,90,0.993412754,0.0205435193,0.9909686817,0.030714906
2,3,90,0.993412754,0.0187076857,0.9905316824,0.0341466177
2,2,90,0.9945339874,0.0180649634,0.990386016,0.0304830744
2,4,90,0.9948142957,0.01851819,0.991405681,0.0301730969
2,1,90,0.9955150666,0.0156997191,0.9922796795,0.0259964561
3,3,90,0.9940153097,0.0195959688,0.9904622157,0.0321959891
3,1,90,0.9945720251,0.0194808719,0.9904622157,0.0316788203
3,2,90,0.9947112039,0.0186190707,0.9894350697,0.0324150716
3,0,90,0.9948503827,0.0174021879,0.9900220103,0.0307348774
3,4,90,0.9954070981,0.0171619287,0.9895818048,0.0333918283
4,2,90,0.9936824372,0.021900466,0.9901119674,0.0330780317
4,4,90,0.994103608,0.0210329789,0.9895303185,0.0345505468
4,1,90,0.9946651692,0.0201278687,0.9902573797,0.0314511976
4,3,90,0.9946651692,0.0199528605,0.9898211429,0.0340799189
4,0,90,0.9948055595,0.0200741856,0.9901119674,0.0342899126
0,2,95,0.9944405837,0.0209921778,0.989713446,0.033659026
0,4,95,0.9944405837,0.0193672617,0.9898603968,0.0344721491
0,1,95,0.9945795691,0.0189556344,0.9880969875,0.036508513
0,3,95,0.9954134816,0.0170309362,0.9885378398,0.0348620662
0,0,95,0.995552467,0.0175988647,0.9894195445,0.0340942191
1,1,95,0.9929205997,0.0253604665,0.9901412596,0.0338425236
1,4,95,0.9934758468,0.0250250926,0.9891112419,0.0349408525
1,0,95,0.9943087174,0.0243733821,0.9896998235,0.0351276811
1,2,95,0.9954192115,0.0208860591,0.9896998235,0.0341153428
1,3,95,0.9954192115,0.0196780531,0.9892583873,0.0353582231
2,1,95,0.9929922915,0.0205216288,0.9911143481,0.0297028307
2,0,95,0.9935529082,0.0177322121,0.9912600146,0.0290302013
2,2,95,0.994253679,0.01733341,0.9893663511,0.0337195612
2,4,95,0.9946741416,0.0184779916,0.9915513474,0.0298008921
2,3,95,0.9957953749,0.0165662932,0.992425346,0.0261836937
3,4,95,0.9848295059,0.0512256357,0.9892883346,0.0341503322
3,1,95,0.9938761308,0.0239008161,0.9901687454,0.0304915344
3,3,95,0.9951287404,0.017935801,0.9913426266,0.0277351915
3,2,95,0.995546277,0.0175053216,0.9891415994,0.0332136379
3,0,95,0.9956854558,0.017605169,0.9901687454,0.0306608128
4,2,95,0.9932612663,0.0220138523,0.9905482042,0.0329538803
4,4,95,0.9943843886,0.0205658224,0.9902573797,0.0331812643
4,0,95,0.9946651692,0.0202148478,0.9896757307,0.0315123256
4,1,95,0.9949459497,0.0194574828,0.9904027919,0.0335096304
4,3,95,0.99508634,0.0186505146,0.9909844409,0.0305449868
0,1,99,0.9949965254,0.0173623311,0.987803086,0.0371978423
0,4,99,0.9949965254,0.018442889,0.9892725937,0.0336326163
0,3,99,0.9951355108,0.0214975083,0.9908890522,0.0322671061
0,2,99,0.9952744962,0.0199938708,0.9891256429,0.0343731836
0,0,99,0.9958304378,0.0167349399,0.9898603968,0.0351771013
1,1,99,0.9936146585,0.024648944,0.9886698058,0.0352273585
1,3,99,0.9938922821,0.0224741149,0.9880812243,0.0393044876
1,0,99,0.9940310938,0.0240699896,0.9896998235,0.0316831391
1,4,99,0.9940310938,0.023355015,0.9880812243,0.0367610504
1,2,99,0.9950027762,0.0224009893,0.9896998235,0.0341810525
2,3,99,0.9927119832,0.0234834011,0.9906773489,0.0302767811
2,1,99,0.9945339874,0.0175650763,0.9909686817,0.0323502577
2,0,99,0.9948142957,0.0174729232,0.9922796795,0.0294422453
2,2,99,0.9948142957,0.0184132697,0.9927166788,0.0270750803
2,4,99,0.9948142957,0.0180713912,0.992425346,0.0303531454
3,2,99,0.9940153097,0.0203622295,0.9895818048,0.0306140933
3,4,99,0.9947112039,0.0173600055,0.9884079237,0.034579194
3,1,99,0.9948503827,0.0196954604,0.9894350697,0.0328888344
3,0,99,0.9951287404,0.0201535694,0.9892883346,0.0320902367
3,3,99,0.9952679193,0.0178127203,0.9894350697,0.0313552993
4,1,99,0.993120876,0.0259312197,0.9898211429,0.0334946827
4,2,99,0.9942439983,0.0205449638,0.9898211429,0.0330164702
4,4,99,0.9943843886,0.0191747954,0.9895303185,0.0332016159
4,3,99,0.9946651692,0.0192090391,0.9912752654,0.031995732
4,0,99,0.9952267303,0.019499861,0.9902573797,0.0323250856
0,4,100,0.99485754,0.0211912992,0.987803086,0.0372421685
0,1,100,0.9949965254,0.0204790109,0.9880969875,0.036343832
0,0,100,0.9951355108,0.0177845989,0.9898603968,0.0327301082
0,2,100,0.9951355108,0.0172051255,0.9903012491,0.0338225592
0,3,100,0.9956914524,0.0169638552,0.9891256429,0.0365205559
1,1,100,0.9937534703,0.0260510757,0.9904355504,0.0356663797
1,3,100,0.9937534703,0.0264055779,0.9880812243,0.0389924054
1,4,100,0.9940310938,0.0246268948,0.9892583873,0.0351658766
1,2,100,0.9943087174,0.0210794667,0.9901412596,0.0340975104
1,0,100,0.9947251527,0.0213248565,0.9896998235,0.035071479
2,0,100,0.992571829,0.0228101627,0.9880553532,0.0357876691
2,4,100,0.9931324457,0.019470679,0.9911143481,0.0305086593
2,1,100,0.994253679,0.0172922051,0.9906773489,0.0304673443
2,2,100,0.9945339874,0.0180238349,0.9911143481,0.0307989042
2,3,100,0.9953749124,0.0168417899,0.9925710124,0.0280983797
3,3,100,0.9934585943,0.0215516165,0.98972854,0.0321422484
3,1,100,0.9941544885,0.0226193246,0.9904622157,0.0306664421
3,0,100,0.9951287404,0.0186916208,0.9894350697,0.0296470223
3,4,100,0.9951287404,0.0180162337,0.9904622157,0.0292557862
3,2,100,0.9952679193,0.0188799925,0.9898752751,0.0327570259
4,2,100,0.9939632177,0.0206407226,0.9920023266,0.0312428366
4,3,100,0.994103608,0.0211401634,0.989239494,0.0370212919
4,1,100,0.9948055595,0.0196713675,0.9908390286,0.0347580846
4,0,100,0.99508634,0.019770497,0.9904027919,0.0343169352
4,4,100,0.9952267303,0.0185150422,0.9909844409,0.0336610384
