Run Num,Mutation Num,Percentage,Accuracy5,Loss5,Accuracy50,Loss50,AccuracyEasy,LossEasy,AccuracyDiff,LossDiff
0,0,0.05,0.98865247,0.042107788,0.986006,0.051629175,1,0.000185507,0.9761251,0.084328683
0,1,0.05,0.9787234,0.062688307,0.97772384,0.081242434,1,0.000133564,0.9632272,0.137298547
0,2,0.05,0.97304964,0.103130751,0.96301585,0.141942092,1,0.000342489,0.94621295,0.190718762
0,3,0.05,0.9829787,0.068616336,0.97343993,0.087640946,1,0.000450879,0.9536224,0.143781554
0,4,0.05,0.97021276,0.175198019,0.95873195,0.190021689,0.99945116,0.001165008,0.93358946,0.307064241
1,0,0.05,0.9588068,0.13106857,0.94945025,0.160574662,0.99917674,0.003668387,0.9215148,0.263027411
1,1,0.05,0.984375,0.041465295,0.9752963,0.07702785,0.99945116,0.007432724,0.9566411,0.116076114
1,2,0.05,0.47301137,2.881804347,0.4612309,2.931195137,0.56448954,2.687397694,0.3888584,3.150320664
1,3,0.05,0.98295456,0.046919518,0.9817221,0.065190756,1,0.000770874,0.9700878,0.097772427
1,4,0.05,0.95028406,0.154715408,0.94273883,0.185863951,0.9983535,0.007797748,0.9053238,0.303267858
2,0,0.05,0.7073864,2.044469178,0.7042696,2.114913606,0.798573,1.699180849,0.65120745,2.324570941
2,1,0.05,0.9943182,0.020466069,0.99028987,0.031905903,1,3.80E-06,0.9824369,0.051327092
2,2,0.05,0.9801136,0.078018845,0.978295,0.073099881,1,7.31E-05,0.9667947,0.10776806
2,3,0.05,0.5269886,2.42334213,0.53348565,2.309666787,0.6632821,1.13510886,0.45197585,3.060203977
2,4,0.05,0.76420456,1.090030112,0.7563901,1.133603906,0.8531833,0.945928575,0.7006037,1.226176379
3,0,0.05,0.93465906,0.222953678,0.924593,0.278159976,0.9868277,0.037173942,0.8970911,0.389539249
3,1,0.05,0.640625,3.042767937,0.6413882,3.039913607,0.67041713,2.356707753,0.6317234,3.442120334
3,2,0.05,0.20880681,6.466603106,0.19908598,6.509015278,0.32464325,4.722935795,0.1273326,7.510023422
3,3,0.05,0.9730114,0.065197071,0.98000574,0.064434041,1,0.000390155,0.9651482,0.125744447
3,4,0.05,0.97159094,0.073398645,0.96900886,0.114559873,0.9997256,0.003026521,0.9547201,0.174418391
4,0,0.05,0.9504249,0.138133155,0.94615823,0.222413135,0.9969813,0.012267535,0.9088913,0.383294044
4,1,0.05,0.9773371,0.070472907,0.97015136,0.126311302,0.99945116,0.001481272,0.94621295,0.244982045
4,2,0.05,0.78470254,1.548126984,0.7712082,1.583572964,0.82135016,1.201896135,0.72996706,1.919826763
4,3,0.05,0.9872521,0.045140543,0.9848615,0.0616271,1,0.000307277,0.9714599,0.113803079
4,4,0.05,0.4631728,2.226628335,0.47672093,2.224967582,0.5417124,2.092986872,0.41520306,2.347685733
0,0,0.1,0.47375888,3.560904553,0.4508068,3.700543764,0.55186605,2.563809401,0.39407244,4.422324829
0,1,0.1,0.35602838,3.511557807,0.36013138,3.4375449,0.45307353,2.82511165,0.30104282,3.723449868
0,2,0.1,0.14184397,8.959959053,0.14236756,9.020331128,0.10428101,9.547162424,0.16959386,8.633493973
0,3,0.1,0.36312056,2.303736438,0.35056403,2.428966846,0.34193194,2.50877506,0.36361143,2.348520801
0,4,0.1,0.21134752,3.147021894,0.21904898,3.067692334,0.19648738,3.079735053,0.23051591,3.066464768
1,0,0.1,0.18892045,5.024257129,0.18563473,5.073226346,0.185236,5.732247766,0.18935236,4.690039633
1,1,0.1,0.21022727,4.61333251,0.19862916,4.629502161,0.23435785,5.441683547,0.18496159,4.107779185
1,2,0.1,0.9119318,0.27158579,0.90618306,0.291010026,0.98902303,0.050957105,0.8622393,0.418286411
1,3,0.1,0.26988637,3.331425613,0.26345852,3.31440618,0.3298573,3.206948554,0.2349067,3.35203205
1,4,0.1,0.16477273,5.097127286,0.15579037,5.252199633,0.20526893,4.433329905,0.12321625,5.717428491
2,0,0.1,0.93039775,0.262533793,0.934885,0.252932044,0.9906696,0.072128133,0.9017563,0.356994661
2,1,0.1,0.15482955,8.515843977,0.15707554,8.556493809,0.097146,10.05103226,0.19017564,7.874321188
2,2,0.1,0.54829544,1.460174035,0.56661433,1.460898195,0.71569705,0.964857212,0.4744786,1.772432265
2,3,0.1,0.1747159,4.934491071,0.19663002,4.914081501,0.30406147,3.861336382,0.13693742,5.479589345
2,4,0.1,0.8480114,0.519344373,0.8479223,0.487500717,0.9733809,0.161886635,0.780461,0.664426404
3,0,0.1,0.9488636,0.169188177,0.9500143,0.167329269,0.99451154,0.033913155,0.92096597,0.260897134
3,1,0.1,0.875,0.441308083,0.8926021,0.35618915,0.9917673,0.026148011,0.8254665,0.609765148
3,2,0.1,0.71164775,1.104544426,0.7316481,1.103054282,0.8682766,0.432087777,0.65642154,1.523601198
3,3,0.1,0.96590906,0.079779546,0.9684376,0.108136207,0.9997256,0.002735361,0.94758505,0.173088168
3,4,0.1,0.06392045,11.17132854,0.059554413,11.34041351,0.07080132,12.07496473,0.055159166,10.95000601
4,0,0.1,0.37677053,2.213077866,0.39360183,2.122934861,0.5093304,1.93733936,0.30378705,2.299520156
4,1,0.1,0.3895184,5.135670461,0.39674377,5.13968865,0.33973655,5.586317859,0.4305708,4.931696901
4,2,0.1,0.91784704,0.298812556,0.8957441,0.373534193,0.9744786,0.071304834,0.83754116,0.605918161
4,3,0.1,0.17422096,4.254350714,0.16995144,4.321294611,0.17727771,3.895256682,0.1679473,4.658712605
4,4,0.1,0.9475921,0.143510543,0.9493002,0.165834804,0.99259055,0.022868431,0.9121844,0.288365561
