Run Num,Mutation Num,Percentage,Accuracy50,Loss50,Accuracy5,Loss5,AccuracyEasy,LossEasy,AccuracyDiff,LossDiff
1,0,6,0.9886364,0.04471628,0.98743397,0.045200546,1,4.05E-05,0.9807903,0.067857682
2,0,6,0.9886364,0.03736458,0.98729116,0.03870108,1,1.66E-05,0.98326015,0.052704748
3,0,6,0.9900568,0.025872751,0.98814625,0.03763293,1,3.96E-05,0.97859496,0.067206186
4,0,6,0.9943343,0.017183799,0.9878606,0.044819332,1,3.12E-05,0.97667396,0.090438385
5,0,6,0.9858156,0.042008798,0.9861488,0.04820015,1,1.70E-05,0.98326015,0.062236031
6,0,6,0.9829787,0.067278732,0.98671997,0.048714862,1,1.32E-05,0.98326015,0.063755244
7,0,6,0.99146515,0.036678701,0.98857635,0.045473964,1,1.08E-05,0.9854556,0.05648928
8,0,6,0.9829787,0.071075021,0.9894316,0.033152382,1,2.29E-05,0.9774973,0.078204794
9,0,6,0.9872521,0.055670178,0.9878641,0.04498447,1,3.74E-05,0.9821625,0.067257336
10,0,6,0.9985816,0.013704483,0.9888619,0.035279267,1,2.56E-05,0.98106474,0.069248493
11,0,6,0.9915014,0.021374649,0.9887191,0.039524038,1,2.51E-05,0.98627883,0.059574892
12,0,6,0.984375,0.048116331,0.9881479,0.038141847,1,1.68E-05,0.98188806,0.059154574
13,0,6,0.9929078,0.020328156,0.9874322,0.046372556,1,2.62E-05,0.97502744,0.080657991
14,0,6,0.990085,0.03105563,0.9881479,0.034927262,1,2.24E-05,0.98106474,0.050856395
15,0,6,0.99432623,0.016543649,0.9895774,0.035005711,1,1.93E-05,0.9840834,0.057229157
16,0,6,0.990085,0.032238093,0.98657715,0.047958593,1,1.64E-05,0.9769484,0.0747406
17,0,6,0.98721594,0.039449989,0.98914593,0.037124944,1,4.06E-05,0.9871021,0.042831911
18,0,6,0.99148935,0.027457357,0.9888603,0.039586031,1,9.35E-06,0.9835346,0.046951557
19,0,6,0.98435277,0.039011389,0.9878606,0.041515934,1,1.19E-05,0.9835346,0.054339465
