Run Num,Mutation Num,Percentage,Accuracy50,Loss50,Accuracy5,Loss5,AccuracyEasy,LossEasy,AccuracyDiff,LossDiff
1,0,7,0.9900568,0.032561761,0.9870056,0.046273228,1,9.15E-07,0.9777717,0.076348102
2,0,7,0.99289775,0.030428971,0.9892903,0.037235779,1,1.36E-05,0.983809,0.054291858
3,0,7,0.9886364,0.041722549,0.9890031,0.041426141,1,5.25E-06,0.9802415,0.075352152
4,0,7,0.9957507,0.019329369,0.9884319,0.043705138,1,3.04E-06,0.9791438,0.088555264
5,0,7,0.9815603,0.055983962,0.9870056,0.04596636,1,9.32E-07,0.9824369,0.062178086
6,0,7,0.9815603,0.060052934,0.9861488,0.05237681,1,1.36E-07,0.9805159,0.07102393
7,0,7,0.9943101,0.033808692,0.98900473,0.04344937,1,8.17E-07,0.98463225,0.055999639
8,0,7,0.9843972,0.048094559,0.98971725,0.030975071,1,1.21E-06,0.98106474,0.06508737
9,0,7,0.98866856,0.051445938,0.987293,0.046863815,1,4.40E-08,0.9807903,0.073197489
10,0,7,0.9957447,0.012012709,0.9905755,0.032298312,1,9.77E-06,0.98326015,0.058068266
11,0,7,0.98866856,0.021685312,0.98743397,0.046271704,1,9.01E-08,0.98463225,0.07104238
12,0,7,0.98295456,0.044627199,0.98671997,0.040482783,1,6.35E-06,0.98161364,0.058092903
13,0,7,0.99148935,0.025197437,0.9874322,0.04606699,1,3.75E-06,0.97859496,0.081337113
14,0,7,0.9872521,0.034866943,0.9875767,0.042806185,1,2.27E-06,0.98298573,0.05490512
15,0,7,0.9971631,0.013919257,0.98972017,0.034040637,1,1.03E-05,0.9827113,0.053437108
16,0,7,0.98866856,0.033824285,0.98543483,0.049987661,1,8.29E-07,0.97667396,0.07264825
17,0,7,0.98721594,0.031833618,0.9901457,0.033116466,1,6.03E-06,0.98792535,0.041706261
18,0,7,0.99007094,0.037186526,0.98714656,0.043628734,1,1.26E-07,0.9840834,0.044338719
19,0,7,0.9829303,0.054628374,0.98828906,0.04555468,1,1.03E-06,0.98573,0.059106344
