Run Num,Mutation Num,Percentage,Accuracy5,Loss5,Accuracy50,Loss50,AccuracyEasy,LossEasy,AccuracyDiff,LossDiff
0,0,25,0.9929078,0.019298286,0.9900043,0.040807871,1,1.78E-07,0.9827113,0.066298999
0,1,25,0.9957447,0.017631931,0.9894331,0.046613226,1,9.37E-08,0.9835346,0.075829905
0,2,25,0.99432623,0.01834587,0.98800516,0.042966661,1,5.83E-07,0.98326015,0.068412786
0,3,25,0.9929078,0.025605702,0.99028987,0.03845616,1,8.13E-07,0.9851811,0.062497339
0,4,25,0.98865247,0.037370475,0.98843354,0.044026594,1,8.27E-07,0.98161364,0.067984464
1,0,25,0.9943182,0.022604666,0.99014705,0.035838826,1,3.68E-07,0.9827113,0.063883043
1,1,25,0.99147725,0.030498997,0.99086106,0.034424722,1,1.20E-06,0.98326015,0.056843034
1,2,25,0.9943182,0.033462975,0.9904327,0.038893407,1,1.18E-06,0.98326015,0.059257539
1,3,25,0.9957386,0.026160354,0.9904327,0.035356744,1,7.33E-07,0.9835346,0.055333626
1,4,25,0.99147725,0.026246506,0.9904327,0.037866573,1,3.09E-07,0.9827113,0.060015447
2,0,25,0.99147725,0.033344618,0.98900473,0.038313654,1,6.37E-07,0.98573,0.051082485
2,1,25,0.99147725,0.034370399,0.9905755,0.033688865,1,6.16E-07,0.9854556,0.05120281
2,2,25,0.99289775,0.037473498,0.9904327,0.035349634,1,1.30E-07,0.9871021,0.052155656
2,3,25,0.9886364,0.038832198,0.9904327,0.03684241,1,1.20E-07,0.9873765,0.049755202
2,4,25,0.99147725,0.033270191,0.98786235,0.040938713,1,1.63E-07,0.9849067,0.058718409
3,0,25,0.9900568,0.028056327,0.9902885,0.036406773,1,3.32E-07,0.983809,0.054507134
3,1,25,0.98579544,0.024763296,0.9905741,0.034819249,1,9.22E-07,0.98326015,0.065413523
3,2,25,0.99147725,0.018747775,0.98814625,0.040205925,1,1.54E-06,0.97996706,0.066439003
3,3,25,0.9943182,0.018464437,0.9912882,0.032332689,1,1.73E-05,0.98435783,0.056265315
3,4,25,0.9943182,0.017448688,0.98928875,0.040580459,1,2.13E-05,0.9840834,0.067061452
4,0,25,0.9943343,0.013369954,0.9850043,0.051073678,1,1.70E-06,0.9761251,0.091279776
4,1,25,0.9971671,0.009864344,0.98914593,0.042297064,1,6.75E-07,0.9794182,0.089942776
4,2,25,0.9971671,0.010847376,0.9885747,0.044618325,1,1.37E-06,0.97667396,0.098641302
4,3,25,0.9943343,0.014864731,0.987575,0.047347499,1,2.04E-06,0.97969264,0.093495116
4,4,25,0.99291784,0.015455599,0.987575,0.049037613,1,9.66E-07,0.97639954,0.095888309
0,0,50,0.98723406,0.030330151,0.9882907,0.044388464,1,1.52E-06,0.9813392,0.078095181
0,1,50,0.99007094,0.043286145,0.98786235,0.046777751,1,1.02E-06,0.9807903,0.075130048
