Run Number,Mutation Number,Percentage,StDev,Accuracy,Loss
1,4,90,25,1.403171461,0.51533335
2,0,90,25,1.55152396,0.45841667
2,1,90,25,1.505812477,0.474
2,2,90,25,1.421535874,0.50075
2,3,90,25,1.338610632,0.5283333
2,4,90,25,1.639313614,0.44983333
3,0,90,25,1.451716729,0.49675
3,1,90,25,1.431370076,0.5104167
3,2,90,25,1.419713065,0.491
3,3,90,25,1.48654165,0.48708335
3,4,90,25,1.354506815,0.5225
4,0,90,25,1.584674742,0.49716666
4,1,90,25,1.57086154,0.49216667
4,2,90,25,1.420043332,0.511
4,3,90,25,1.620797192,0.49783334
4,4,90,25,1.457496776,0.49691668
0,0,90,50,1.322043255,0.5388333
0,1,90,50,1.366982096,0.5258333
0,2,90,50,1.424820228,0.5021667
0,3,90,50,1.315346108,0.54083335
0,4,90,50,1.422336894,0.5125833
1,0,90,50,1.296663802,0.54933333
1,1,90,50,1.314534019,0.54225
1,2,90,50,1.361006723,0.536
1,3,90,50,1.467919985,0.48366666
1,4,90,50,1.329889602,0.5394167
2,0,90,50,1.323780016,0.53391665
2,1,90,50,1.396976966,0.52125
2,2,90,50,1.335453977,0.53541666
2,3,90,50,1.506917665,0.487
2,4,90,50,1.448397544,0.48108333
3,0,90,50,1.393919424,0.5295
3,1,90,50,1.310881464,0.54583335
3,2,90,50,1.386896914,0.53033334
3,3,90,50,1.321643395,0.53783333
3,4,90,50,1.404859519,0.50883335
4,0,90,50,1.329393825,0.5336667
4,1,90,50,1.309338889,0.55366665
4,2,90,50,1.356164631,0.53391665
4,3,90,50,1.41526433,0.51533335
4,4,90,50,1.354984115,0.532
0,0,90,75,1.352844905,0.53183335
0,1,90,75,1.360163359,0.53508335
0,2,90,75,1.444750181,0.50991666
0,3,90,75,1.484797322,0.49758333
0,4,90,75,1.351214396,0.5198333
1,0,90,75,1.392556609,0.52391666
1,1,90,75,1.362533783,0.52491665
1,2,90,75,1.282164168,0.5491667
1,3,90,75,1.364343694,0.5409167
1,4,90,75,1.275494953,0.5600833
2,0,90,75,1.331193195,0.5341667
2,1,90,75,1.363465484,0.5259167
2,2,90,75,1.319926258,0.55275
2,3,90,75,1.295800784,0.54766667
2,4,90,75,1.318347748,0.533
3,0,90,75,1.356602538,0.52316666
3,1,90,75,1.300150298,0.5363333
3,2,90,75,1.362172023,0.52708334
3,3,90,75,1.280547504,0.54525
3,4,90,75,1.383523578,0.5198333
4,0,90,75,1.320284593,0.549
4,1,90,75,1.380672231,0.511
4,2,90,75,1.329230285,0.54225
4,3,90,75,1.326631427,0.53491664
4,4,90,75,1.310414204,0.54408336
0,0,90,100,1.293256256,0.54325
0,1,90,100,1.276018123,0.55916667
0,2,90,100,1.294936774,0.54358333
0,3,90,100,1.362959031,0.5190833
0,4,90,100,1.432608755,0.5054167
1,0,90,100,1.31737624,0.54225
1,1,90,100,1.295424475,0.55308336
1,2,90,100,1.342141194,0.5335
1,3,90,100,1.300811585,0.54891664
1,4,90,100,1.276733134,0.546
2,0,90,100,1.296337972,0.54225
2,1,90,100,1.406393338,0.54333335
2,2,90,100,1.279231917,0.55266666
2,3,90,100,1.324070866,0.53625
2,4,90,100,1.296545534,0.55275
3,0,90,100,1.319452793,0.534
3,1,90,100,1.313785596,0.52991664
3,2,90,100,1.435123305,0.52383333
3,3,90,100,1.328990339,0.52566665
3,4,90,100,1.275830492,0.5478333
4,0,90,100,1.36697294,0.52858335
4,1,90,100,1.282750231,0.5513333
4,2,90,100,1.291747014,0.54725
4,3,90,100,1.304809125,0.5330833
4,4,90,100,1.315507009,0.54316664
0,0,95,25,2.22776569,0.21591666
0,1,95,25,1.735702781,0.41125
0,2,95,25,1.743774303,0.36858332
0,3,95,25,1.752278824,0.38975
0,4,95,25,1.850861183,0.34775
1,0,95,25,1.760400086,0.34183332
1,1,95,25,1.875856891,0.37391666
1,2,95,25,1.739042133,0.38158333
1,3,95,25,1.839714519,0.36991668
1,4,95,25,1.874368228,0.36425
2,0,95,25,1.741415562,0.39108333
2,1,95,25,1.780861488,0.365
2,2,95,25,1.817604774,0.38441667
2,3,95,25,1.967901174,0.34283334
2,4,95,25,1.742389861,0.36283332
3,0,95,25,1.846647469,0.36791667
3,1,95,25,1.94215439,0.33916667
3,2,95,25,1.624992128,0.41383332
3,3,95,25,1.710431082,0.40158334
3,4,95,25,1.829209445,0.36625
4,0,95,25,1.793722382,0.38225
4,1,95,25,1.817235185,0.33433333
4,2,95,25,1.958403021,0.3045
4,3,95,25,1.843219097,0.3555
4,4,95,25,1.822043632,0.37258333
0,0,95,50,1.790013515,0.34441668
0,1,95,50,1.627419785,0.40766665
0,2,95,50,1.644226054,0.40975
0,3,95,50,1.638125624,0.42791668
0,4,95,50,1.709511511,0.3905
1,0,95,50,1.718408821,0.40525
1,1,95,50,1.592879627,0.43125
1,2,95,50,1.724038315,0.41358334
1,3,95,50,1.582762602,0.43233332
1,4,95,50,1.697113379,0.39075
2,0,95,50,1.665270703,0.40883332
2,1,95,50,1.966754934,0.29775
2,2,95,50,1.845199813,0.3615
2,3,95,50,1.628420901,0.418
2,4,95,50,1.735151303,0.42175
3,0,95,50,1.8629925,0.31558332
3,1,95,50,1.71828533,0.38208333
3,2,95,50,1.565538385,0.4335
3,3,95,50,1.823457425,0.37275
3,4,95,50,1.841887628,0.38233334
4,0,95,50,1.648883638,0.42475
4,1,95,50,1.701287884,0.40183333
4,2,95,50,1.939620413,0.36958334
4,3,95,50,1.691279872,0.40633333
4,4,95,50,1.726130059,0.40591666
0,0,95,75,1.660633638,0.42291668
0,1,95,75,1.543818584,0.44858333
0,2,95,75,1.91060516,0.32741666
0,3,95,75,1.683315122,0.41783333
0,4,95,75,1.583862707,0.42341667
1,0,95,75,1.784223682,0.36266667
1,1,95,75,1.706541506,0.43033335
1,2,95,75,1.551353407,0.4415
1,3,95,75,1.767464292,0.37175
1,4,95,75,1.609291703,0.41383332
2,0,95,75,1.547768568,0.43641666
2,1,95,75,1.581502608,0.44875
2,2,95,75,1.691543199,0.38075
2,3,95,75,1.705845981,0.37941667
2,4,95,75,1.871806737,0.36616668
3,0,95,75,1.627472284,0.40708333
3,1,95,75,1.750748051,0.37083334
3,2,95,75,1.591140128,0.43758333
3,3,95,75,1.707553705,0.40775
3,4,95,75,1.587940184,0.42683333
4,0,95,75,1.813138357,0.39575
4,1,95,75,1.636716089,0.40466666
4,2,95,75,1.827719458,0.38775
4,3,95,75,1.52181021,0.46391666
4,4,95,75,1.653913972,0.43633333
0,0,95,100,1.696917649,0.39466667
0,1,95,100,1.663947402,0.42025
0,2,95,100,1.540736578,0.45175
0,3,95,100,1.544842245,0.4465
0,4,95,100,1.708705858,0.39341667
1,0,95,100,1.560371083,0.44791666
1,1,95,100,1.756858605,0.36133334
1,2,95,100,1.550077642,0.43958333
1,3,95,100,1.668393715,0.43291667
1,4,95,100,1.629353325,0.43825
2,0,95,100,1.676931398,0.42283332
2,1,95,100,1.645214334,0.412
2,2,95,100,1.77445437,0.35566667
2,3,95,100,1.673579567,0.41183335
2,4,95,100,1.605978647,0.43275
3,0,95,100,1.595345522,0.42633334
3,1,95,100,1.590419586,0.42408332
3,2,95,100,1.648240272,0.42783332
3,3,95,100,1.50976354,0.451
3,4,95,100,1.539958307,0.44075
4,0,95,100,1.652261969,0.44491667
4,1,95,100,1.534943431,0.44183335
4,2,95,100,1.642175058,0.4225
4,3,95,100,1.516186295,0.4515
4,4,95,100,1.607061204,0.44316667
0,0,99,25,2.294106916,0.14016667
0,1,99,25,2.299574614,0.12258333
0,2,99,25,2.295792678,0.15441667
0,3,99,25,2.30062858,0.121
0,4,99,25,2.293913055,0.122833334
1,0,99,25,2.294029996,0.14216666
1,1,99,25,2.283394085,0.14416666
1,2,99,25,2.285895024,0.13633333
1,3,99,25,2.296554693,0.11708333
1,4,99,25,2.298513753,0.122666664
2,0,99,25,2.30034727,0.11091667
2,1,99,25,2.300662842,0.1385
2,2,99,25,2.302333329,0.09625
2,3,99,25,2.300452864,0.11291666
2,4,99,25,2.300922454,0.10383333
3,0,99,25,2.298384417,0.12233333
3,1,99,25,2.30279889,0.09966667
3,2,99,25,2.299846847,0.123166665
3,3,99,25,2.297446407,0.11175
3,4,99,25,2.302335786,0.113583334
4,0,99,25,2.298081473,0.11241667
4,1,99,25,2.296050323,0.13366666
4,2,99,25,2.288627694,0.13991667
4,3,99,25,2.286128251,0.15633333
4,4,99,25,2.296294788,0.11383333
0,0,99,50,2.3020578,0.108166665
0,1,99,50,2.300838772,0.08608333
0,2,99,50,2.301248558,0.119666666
0,3,99,50,2.300208839,0.10391667
0,4,99,50,2.301660659,0.1045
1,0,99,50,2.298782301,0.12325
1,1,99,50,2.291787697,0.13175
1,2,99,50,2.296512898,0.12275
1,3,99,50,2.302837392,0.10041667
1,4,99,50,2.27885229,0.17741667
2,0,99,50,2.282000402,0.14408334
2,1,99,50,2.303603569,0.0925
2,2,99,50,2.301378504,0.11875
2,3,99,50,2.300913808,0.101166666
2,4,99,50,2.300676182,0.1015
3,0,99,50,2.3028242,0.10441667
3,1,99,50,2.299360043,0.12183333
3,2,99,50,2.267059962,0.18266666
3,3,99,50,2.293379679,0.11066667
3,4,99,50,2.292044343,0.114
4,0,99,50,2.278278633,0.13358334
4,1,99,50,2.279905662,0.129
4,2,99,50,2.288723712,0.15783334
4,3,99,50,2.29941876,0.117583334
4,4,99,50,2.292846686,0.12608333
0,0,99,75,2.302743678,0.0965
0,1,99,75,2.298317188,0.108
0,2,99,75,2.302652816,0.09875
0,3,99,75,2.261412955,0.16191667
0,4,99,75,2.299919886,0.10233333
1,0,99,75,2.302777721,0.09575
1,1,99,75,2.230103713,0.16266666
1,2,99,75,2.302784111,0.09833334
1,3,99,75,2.302786496,0.09575
1,4,99,75,2.301378023,0.12375
2,0,99,75,2.30273996,0.095416665
2,1,99,75,2.294619274,0.124916665
2,2,99,75,2.302579591,0.10025
2,3,99,75,2.302348038,0.0985
2,4,99,75,2.30255429,0.09583333
3,0,99,75,2.300268337,0.11075
3,1,99,75,2.269196075,0.10566667
3,2,99,75,2.302464581,0.116916664
3,3,99,75,2.281797721,0.16391666
3,4,99,75,2.297481092,0.11491667
4,0,99,75,2.28909691,0.14183334
4,1,99,75,2.296774066,0.10375
4,2,99,75,2.253630725,0.16441667
4,3,99,75,2.125094042,0.20058334
4,4,99,75,2.299854624,0.09291667
0,0,99,100,2.302881248,0.10716667
0,1,99,100,2.213082508,0.13733333
0,2,99,100,2.242340818,0.15133333
0,3,99,100,2.302728397,0.09725
0,4,99,100,2.278078005,0.12583333
1,0,99,100,2.302794757,0.09575
1,1,99,100,2.302056785,0.09833334
1,2,99,100,2.238788799,0.101166666
1,3,99,100,2.185759019,0.22475
1,4,99,100,2.302806309,0.09575
2,0,99,100,2.302703201,0.09508333
2,1,99,100,2.234140044,0.17741667
2,2,99,100,2.302686282,0.09508333
2,3,99,100,2.302730083,0.09508333
2,4,99,100,2.30263777,0.103
3,0,99,100,2.301662404,0.12841667
3,1,99,100,2.302659301,0.099
3,2,99,100,2.298417473,0.14566667
3,3,99,100,2.268777114,0.12866667
3,4,99,100,2.172958095,0.17383334
4,0,99,100,2.30137052,0.10841667
4,1,99,100,2.258082542,0.16766667
4,2,99,100,2.210468308,0.14725
4,3,99,100,2.302670181,0.09683333
4,4,99,100,2.153219586,0.18
0,0,100,25,2.302252748,0.11083333
0,1,100,25,2.298302822,0.131
0,2,100,25,2.299934488,0.104
0,3,100,25,2.300726583,0.12516667
0,4,100,25,2.303794504,0.12016667
1,0,100,25,2.301666341,0.10391667
1,1,100,25,2.300035853,0.10775
1,2,100,25,2.303618394,0.095
1,3,100,25,2.302753716,0.07841667
1,4,100,25,2.305619609,0.086166665
2,0,100,25,2.309333794,0.08008333
2,1,100,25,2.303583062,0.08583333
2,2,100,25,2.305994037,0.08408333
2,3,100,25,2.303426152,0.11558333
2,4,100,25,2.305640846,0.099083334
3,0,100,25,2.306093004,0.11
3,1,100,25,2.303577611,0.101
3,2,100,25,2.315320488,0.080916665
3,3,100,25,2.299604247,0.109
3,4,100,25,2.306880989,0.0785
4,0,100,25,2.302423052,0.09708333
4,1,100,25,2.296510081,0.12116667
4,2,100,25,2.301593586,0.092
4,3,100,25,2.295646889,0.12041666
4,4,100,25,2.304048521,0.06341667
0,0,100,50,2.304046107,0.1075
0,1,100,50,2.301053833,0.11658333
0,2,100,50,2.30209965,0.09725
0,3,100,50,2.302606349,0.09841666
0,4,100,50,2.302998469,0.09866667
1,0,100,50,2.302417545,0.082166664
1,1,100,50,2.298304641,0.11258333
1,2,100,50,2.302143985,0.107666664
1,3,100,50,2.302571307,0.096
1,4,100,50,2.302569374,0.11541667
2,0,100,50,2.303582519,0.09408333
2,1,100,50,2.303286729,0.103583336
2,2,100,50,2.307540569,0.07958333
2,3,100,50,2.304308536,0.091
2,4,100,50,2.308641854,0.09341667
3,0,100,50,2.303024083,0.07808334
3,1,100,50,2.303676966,0.062
3,2,100,50,2.306261084,0.10283333
3,3,100,50,2.304936569,0.08933333
3,4,100,50,2.302583306,0.1045
4,0,100,50,2.303023803,0.10016666
4,1,100,50,2.300917185,0.10141667
4,2,100,50,2.302367058,0.11
4,3,100,50,2.299963205,0.10908333
4,4,100,50,2.300155378,0.10933334
0,0,100,75,2.302488845,0.110083334
0,1,100,75,2.302495743,0.110583335
0,2,100,75,2.302607895,0.09325
0,3,100,75,2.303212069,0.07366667
0,4,100,75,2.302511461,0.09933333
1,0,100,75,2.302824027,0.09975
1,1,100,75,2.302750284,0.09575
1,2,100,75,2.303036537,0.102583334
1,3,100,75,2.301854429,0.100083336
1,4,100,75,2.302881018,0.08425
2,0,100,75,2.303799745,0.09833334
2,1,100,75,2.3027132,0.09508333
2,2,100,75,2.30673421,0.08675
2,3,100,75,2.303249062,0.0975
2,4,100,75,2.302845416,0.099
3,0,100,75,2.305846535,0.09466667
3,1,100,75,2.304147809,0.097333334
3,2,100,75,2.30242963,0.10758334
3,3,100,75,2.302918254,0.09883333
3,4,100,75,2.302573416,0.105
4,0,100,75,2.3029771,0.11375
4,1,100,75,2.304008244,0.10016666
4,2,100,75,2.302904094,0.11133333
4,3,100,75,2.303485715,0.10525
4,4,100,75,2.302514656,0.110083334
0,0,100,100,2.302715398,0.09725
0,1,100,100,2.302744801,0.09725
0,2,100,100,2.30303684,0.09933333
0,3,100,100,2.302691196,0.0965
0,4,100,100,2.302693803,0.09725
1,0,100,100,2.302798148,0.09575
1,1,100,100,2.302812894,0.09858333
1,2,100,100,2.302812593,0.09575
1,3,100,100,2.302766574,0.09575
1,4,100,100,2.302817185,0.09775
2,0,100,100,2.302681355,0.09508333
2,1,100,100,2.302672534,0.09508333
2,2,100,100,2.302744516,0.09883333
2,3,100,100,2.305119907,0.079833336
2,4,100,100,2.304715758,0.09166667
3,0,100,100,2.306692642,0.09325
3,1,100,100,2.302654221,0.09841666
3,2,100,100,2.303375112,0.09125
3,3,100,100,2.303005397,0.10566667
3,4,100,100,2.302468224,0.1055
4,0,100,100,2.302936097,0.09983333
4,1,100,100,2.30267649,0.09708333
4,2,100,100,2.302702438,0.09683333
4,3,100,100,2.302713247,0.09633333
4,4,100,100,2.302677109,0.10333333
