"Run Number","Mutation Number","Percentage","Accuracy","Loss"
4,3,95,0.6541666667,1.0249059287
4,4,95,0.6700833333,0.9747284869
4,0,95,0.6251666667,1.0861490825
4,1,95,0.629,1.0777085182
4,2,95,0.6175,1.101331704
4,3,95,0.5921666667,1.1510433156
4,4,95,0.6071666667,1.1084193587
4,0,95,0.599,1.1485506709
4,1,95,0.5065833333,1.4084275955
4,2,95,0.52075,1.3958619086
4,3,95,0.6071666667,1.1092249535
4,4,95,0.5761666667,1.2185121218
0,0,95,0.44925,1.5191193231
0,1,95,0.4114166667,1.6122615525
0,2,95,0.4461666667,1.5247802642
0,3,95,0.4159166667,1.5765971327
0,4,95,0.4485833333,1.5282873383
4,0,99,0.5543333333,1.2827675096
4,1,99,0.5635,1.2394887112
4,2,99,0.5584166667,1.2390437163
4,3,99,0.5328333333,1.2996682617
4,4,99,0.5753333333,1.1985659056
4,0,99,0.5026666667,1.4042225773
4,1,99,0.4841666667,1.4448947035
4,2,99,0.51,1.3696366256
4,3,99,0.5176666667,1.3505379815
4,4,99,0.5150833333,1.3564282072
4,0,99,0.4426666667,1.5604794938
4,1,99,0.4095,1.6238378979
4,2,99,0.441,1.6000489972
4,3,99,0.4505,1.523388368
4,4,99,0.43975,1.5484295352
4,0,99,0.2729166667,2.027300389
4,1,99,0.33175,1.8892132009
4,2,99,0.2928333333,2.0042688255
4,3,99,0.3121666667,1.9209828755
4,4,99,0.3144166667,1.8654806649
0,0,99,0.2923333333,1.9473538036
0,1,99,0.304,1.923243859
0,2,99,0.2606666667,2.0437776585
0,3,99,0.2575,2.0124602458
0,4,99,0.3039166667,1.9405251932
