"","num","perc","min","max","mean","orig_mean","sd","p-value","cohen_eff","power","killed","interval","bayesian_killed","glm_p","glm_killed","1percent","5percent","10percent"
"1",1,5,0.9870512066,0.9920023266,0.989701742308,0.98991974196,0.00137021010130187,1,"negligible",0.964840548280278,"nk","bla bla","nk",0.555421614918151,"nk",0,0,0
"2",2,10,0.9873622337,0.9925710124,0.99011189104,0.98991974196,0.00129761874569107,1,"negligible",0.962596263127278,"nk","bla bla","nk",0.592291608515696,"nk",0,0,0
"3",3,25,0.9875091844,0.9928623452,0.989878494,0.98991974196,0.00138384732340662,1,"negligible",0.95061950810815,"nk","bla bla","nk",0.911498608038966,"nk",0,0,0
"4",4,50,0.9867744306,0.9919883467,0.989666695588,0.98991974196,0.00139664411759877,1,"negligible",0.968573467022759,"nk","bla bla","nk",0.498565403621958,"nk",0,0,0
"5",5,75,0.9876561352,0.9921340131,0.990212240056,0.98991974196,0.00112529072386577,1,"small",0.976950980690138,"nk","bla bla","nk",0.382915144804191,"nk",0,0,0
"6",6,80,0.9879500367,0.9928623452,0.98991338822,0.98991974196,0.0012852098854258,1,"negligible",0.950016027424028,"nk","bla bla","nk",0.985778710566592,"nk",0,0,0
"7",7,85,0.9882216083,0.9930080117,0.990102234808,0.98991974196,0.00114222461028643,1,"negligible",0.962859234430103,"nk","bla bla","nk",0.587840588581358,"nk",0,0,0
"8",8,90,0.987803086,0.9922796795,0.9898562356,0.98991974196,0.000958275620790828,1,"negligible",0.952045763211454,"nk","bla bla","nk",0.838801082912872,"nk",0,0,0
"9",9,95,0.9880969875,0.992425346,0.990049390256,0.98991974196,0.000997978502136644,1,"negligible",0.957760814024072,"nk","bla bla","nk",0.68291149929308,"nk",0,0,0
"10",10,99,0.987803086,0.9927166788,0.989884154392,0.98991974196,0.00131649297658005,1,"negligible",0.950487801351569,"nk","bla bla","nk",0.92148435451119,"nk",0,0,0
"11",11,100,0.987803086,0.9925710124,0.989990696652,0.98991974196,0.00119799683940984,1,"negligible",0.952101576912494,"nk","bla bla","nk",0.836601900074136,"nk",0,0,0
