"","num","perc","min","max","mean","orig_mean","sd","p-value","cohen_eff","power","killed","interval","bayesian_killed","glm_p","glm_killed","1percent","5percent","10percent"
"1",1,0,0.98822665,0.99155134,0.9897205575,0.98972055315,0.00103484637486809,1,"negligible",0.950000000008822,"nk","bla bla","nk",0.999989463510962,"nk",0,0,0
"2",2,1,0.98822665,0.99155134,0.9897205575,0.98972055315,0.00103484637486809,1,"negligible",0.950000000008822,"nk","bla bla","nk",0.999989463510962,"nk",0,0,0
"3",3,2,0.98822665,0.99155134,0.9897205575,0.98972055315,0.00103484637486809,1,"negligible",0.950000000008822,"nk","bla bla","nk",0.999989463510962,"nk",0,0,0
"4",4,3,0.98822665,0.99155134,0.9897205575,0.98972055315,0.00103484637486809,1,"negligible",0.950000000008822,"nk","bla bla","nk",0.999989463510962,"nk",0,0,0
"5",5,4,0.98822665,0.99155134,0.9897205575,0.98972055315,0.00103484637486809,1,"negligible",0.950000000008822,"nk","bla bla","nk",0.999989463510962,"nk",0,0,0
