Run Number,Mutation Number,Percentage,Std_Percentage,Loss,Accuracy
1,1,90,25,1.718522593,0.432416667
1,2,90,25,1.711256357,0.400833333
1,3,90,25,1.647997949,0.439833333
1,4,90,25,2.275434289,0.30325
2,0,90,25,1.59311067,0.45
2,1,90,25,1.954659295,0.376916667
2,2,90,25,2.369706484,0.26875
2,3,90,25,1.731050002,0.391333333
2,4,90,25,1.799779306,0.3985
3,0,90,25,2.607701915,0.301666667
3,1,90,25,1.732814329,0.402583333
3,2,90,25,2.334463218,0.312416667
3,3,90,25,2.534833376,0.28975
3,4,90,25,2.099624765,0.2945
4,0,90,25,1.577667552,0.446333333
4,1,90,25,2.043285892,0.363
4,2,90,25,2.630769433,0.22475
4,3,90,25,2.730682142,0.299916667
4,4,90,25,2.271630768,0.312916667
0,0,90,50,1.979496907,0.390666667
0,1,90,50,2.415734159,0.301
0,2,90,50,2.35354808,0.357333333
0,3,90,50,1.859791622,0.388
0,4,90,50,2.507748953,0.3015
1,0,90,50,2.545157823,0.322166667
1,1,90,50,2.173593275,0.364416667
1,2,90,50,2.00305749,0.37875
1,3,90,50,2.023431587,0.372333333
1,4,90,50,2.082950953,0.343083333
2,0,90,50,1.750503361,0.402916667
2,1,90,50,1.995557876,0.365916667
2,2,90,50,2.293789293,0.316583333
2,3,90,50,1.981330103,0.391083333
2,4,90,50,2.328877714,0.3215
3,0,90,50,2.416929211,0.360166667
3,1,90,50,2.022087468,0.3825
3,2,90,50,2.007917756,0.4015
3,3,90,50,2.35508807,0.292416667
3,4,90,50,2.45483862,0.298333333
4,0,90,50,1.870332992,0.37
4,1,90,50,1.934124521,0.407416667
4,2,90,50,1.875508703,0.407916667
4,3,90,50,2.179967868,0.35325
4,4,90,50,2.396171147,0.313166667
0,0,90,75,2.951476041,0.29225
0,1,90,75,2.022739243,0.39975
0,2,90,75,2.197001534,0.334833333
0,3,90,75,2.07740578,0.379916667
0,4,90,75,1.822937218,0.406083333
1,0,90,75,2.374516531,0.365416667
1,1,90,75,2.018815993,0.384416667
1,2,90,75,1.852951909,0.414833333
1,3,90,75,1.939150481,0.41575
1,4,90,75,2.315336582,0.346666667
2,0,90,75,2.250753469,0.363333333
2,1,90,75,2.40668237,0.343
2,2,90,75,1.777513005,0.416
2,3,90,75,2.730063471,0.2685
2,4,90,75,2.432365563,0.324
3,0,90,75,2.291862528,0.334166667
3,1,90,75,2.192092533,0.346083333
3,2,90,75,2.230591634,0.361583333
3,3,90,75,2.540451333,0.313
3,4,90,75,2.875949102,0.279083333
4,0,90,75,2.13635024,0.365583333
4,1,90,75,2.164595734,0.351
4,2,90,75,1.824866397,0.43175
4,3,90,75,3.170035334,0.278166667
4,4,90,75,2.177192912,0.361916667
0,0,90,100,1.824630011,0.432
0,1,90,100,1.960718843,0.401083333
0,2,90,100,1.826470059,0.4115
0,3,90,100,2.251426136,0.387583333
0,4,90,100,2.154445642,0.3535
1,0,90,100,2.145190484,0.341916667
1,1,90,100,2.221655793,0.361666667
1,2,90,100,1.851390423,0.40625
1,3,90,100,1.839912255,0.423583333
1,4,90,100,2.056096032,0.394833333
2,0,90,100,2.412412851,0.345416667
2,1,90,100,2.125588266,0.36725
2,2,90,100,2.304980725,0.36075
2,3,90,100,3.192687105,0.286583333
2,4,90,100,2.258948715,0.367416667
3,0,90,100,2.149760925,0.35225
3,1,90,100,3.865316407,0.194083333
3,2,90,100,1.903502282,0.412583333
3,3,90,100,2.823196011,0.31475
3,4,90,100,2.003452575,0.402416667
4,0,90,100,2.272611982,0.38925
4,1,90,100,2.00442069,0.379666667
4,2,90,100,1.892532778,0.357833333
4,3,90,100,2.433087347,0.345416667
4,4,90,100,2.067979777,0.379666667
0,0,95,25,2.82980759,0.166166667
0,1,95,25,2.283726394,0.210333333
0,2,95,25,2.617814482,0.172583333
0,3,95,25,2.394937085,0.1975
0,4,95,25,2.199839056,0.209666667
1,0,95,25,2.932945498,0.135083333
1,1,95,25,3.069110015,0.158583333
1,2,95,25,2.266639028,0.184333333
1,3,95,25,2.597323324,0.186
1,4,95,25,2.109921721,0.269083333
2,0,95,25,2.723450957,0.135833333
2,1,95,25,2.830271137,0.149083333
2,2,95,25,2.172566672,0.23475
2,3,95,25,3.099114802,0.1555
2,4,95,25,2.622898934,0.1795
3,0,95,25,2.31535055,0.201833333
3,1,95,25,2.421789886,0.190083333
3,2,95,25,2.225634928,0.211583333
3,3,95,25,2.236242538,0.193916667
3,4,95,25,2.650624994,0.163083333
4,0,95,25,2.234368428,0.213666667
4,1,95,25,2.710255127,0.152
4,2,95,25,2.964165314,0.134166667
4,3,95,25,2.244957908,0.203833333
4,4,95,25,2.364272366,0.19125
0,0,95,50,2.423640291,0.233083333
0,1,95,50,2.867556851,0.199166667
0,2,95,50,3.058556738,0.200416667
0,3,95,50,2.389552559,0.24425
0,4,95,50,2.545797042,0.236583333
1,0,95,50,2.09505984,0.278
1,1,95,50,2.238952447,0.29
1,2,95,50,2.091132565,0.308166667
1,3,95,50,3.038481145,0.212083333
1,4,95,50,2.343973688,0.280166667
2,0,95,50,2.991523595,0.157416667
2,1,95,50,2.523348014,0.28175
2,2,95,50,2.568877569,0.228666667
2,3,95,50,2.35455805,0.250666667
2,4,95,50,2.226033409,0.288916667
3,0,95,50,3.194377497,0.149916667
3,1,95,50,2.500615791,0.267916667
3,2,95,50,3.019224931,0.216
3,3,95,50,2.463379226,0.245
3,4,95,50,2.305676051,0.189583333
4,0,95,50,2.641082048,0.222083333
4,1,95,50,2.138964851,0.271416667
4,2,95,50,3.182423424,0.24225
4,3,95,50,3.170994832,0.150416667
4,4,95,50,2.459867884,0.253333333
0,0,95,75,2.585421071,0.267916667
0,1,95,75,2.733823326,0.269083333
0,2,95,75,2.99541692,0.23075
0,3,95,75,2.567093704,0.27025
0,4,95,75,2.362351522,0.293416667
1,0,95,75,2.821410333,0.27375
1,1,95,75,2.144133891,0.31975
1,2,95,75,2.941215727,0.237
1,3,95,75,2.540316295,0.272916667
1,4,95,75,2.334167061,0.306916667
2,0,95,75,4.323525145,0.149416667
2,1,95,75,2.550801381,0.28475
2,2,95,75,3.085017389,0.25875
2,3,95,75,2.706967352,0.289083333
2,4,95,75,2.806746044,0.282666667
3,0,95,75,2.348485317,0.283583333
3,1,95,75,2.440990557,0.2835
3,2,95,75,2.416254407,0.270583333
3,3,95,75,2.331773882,0.27725
3,4,95,75,2.449610141,0.294666667
4,0,95,75,2.6013499,0.229916667
4,1,95,75,2.485969972,0.267416667
4,2,95,75,2.686761737,0.24175
4,3,95,75,2.727036516,0.2365
4,4,95,75,2.954788023,0.227916667
0,0,95,100,2.506789727,0.283916667
0,1,95,100,2.955320584,0.233083333
0,2,95,100,2.557804749,0.32025
0,3,95,100,3.284456611,0.256916667
0,4,95,100,3.695685307,0.189416667
1,0,95,100,2.480568817,0.27475
1,1,95,100,3.679951542,0.187166667
1,2,95,100,2.054280085,0.353583333
1,3,95,100,2.595242974,0.279416667
1,4,95,100,2.57149321,0.327333333
2,0,95,100,2.598707285,0.27125
2,1,95,100,2.365982809,0.304583333
2,2,95,100,3.83431466,0.197
2,3,95,100,2.728483206,0.242083333
2,4,95,100,2.374842381,0.320083333
3,0,95,100,2.328066938,0.29025
3,1,95,100,3.047971697,0.266583333
3,2,95,100,2.632603511,0.258833333
3,3,95,100,2.425981826,0.256833333
3,4,95,100,2.661735524,0.255166667
4,0,95,100,2.909657453,0.251083333
4,1,95,100,2.435891535,0.292583333
4,2,95,100,2.320604284,0.308916667
4,3,95,100,2.712100625,0.230416667
4,4,95,100,3.213629485,0.230416667
0,0,99,25,2.35542297,0.128083333
0,1,99,25,3.015392774,0.106083333
0,2,99,25,2.371482952,0.117916667
0,3,99,25,2.774794256,0.103916667
0,4,99,25,2.401824071,0.1135
1,0,99,25,3.23458034,0.118
1,1,99,25,2.92242724,0.100833333
1,2,99,25,2.347141265,0.137333333
1,3,99,25,2.771819059,0.117916667
1,4,99,25,2.50507323,0.136083333
2,0,99,25,2.97529646,0.107333333
2,1,99,25,2.682897477,0.1185
2,2,99,25,2.347343428,0.11975
2,3,99,25,2.864026009,0.10275
2,4,99,25,2.337785311,0.150333333
3,0,99,25,2.342901419,0.12925
3,1,99,25,3.129390613,0.100666667
3,2,99,25,2.378750157,0.129
3,3,99,25,2.371108669,0.126083333
3,4,99,25,2.381340729,0.106166667
4,0,99,25,2.483658433,0.1095
4,1,99,25,3.11699799,0.114916667
4,2,99,25,2.366432005,0.12675
4,3,99,25,2.350336964,0.1205
4,4,99,25,2.865384646,0.100166667
0,0,99,50,2.367395107,0.135333333
0,1,99,50,2.887022106,0.107583333
0,2,99,50,2.745794858,0.14775
0,3,99,50,3.878202148,0.130333333
0,4,99,50,2.701337959,0.126666667
1,0,99,50,3.745471738,0.104833333
1,1,99,50,3.605734077,0.107833333
1,2,99,50,2.392909748,0.153666667
1,3,99,50,2.755297491,0.128
1,4,99,50,2.720709787,0.135083333
2,0,99,50,3.121189942,0.123083333
2,1,99,50,2.799242835,0.144166667
2,2,99,50,2.919220643,0.136916667
2,3,99,50,3.508765793,0.113916667
2,4,99,50,2.97537041,0.124916667
3,0,99,50,3.312123054,0.116416667
3,1,99,50,3.080345633,0.120333333
3,2,99,50,2.561948203,0.117
3,3,99,50,3.024666982,0.10225
3,4,99,50,2.785655326,0.11425
4,0,99,50,3.046573099,0.115666667
4,1,99,50,2.876099253,0.138333333
4,2,99,50,2.349681372,0.128
4,3,99,50,2.907385595,0.12175
4,4,99,50,3.313045911,0.12775
0,0,99,75,3.130680732,0.133
0,1,99,75,2.902854668,0.13325
0,2,99,75,3.464158431,0.16125
0,3,99,75,2.863693522,0.141583333
0,4,99,75,3.077062216,0.12625
1,0,99,75,3.190614381,0.116166667
1,1,99,75,2.974031268,0.14725
1,2,99,75,3.911556751,0.135333333
1,3,99,75,3.022705927,0.13825
1,4,99,75,2.995764272,0.129666667
2,0,99,75,2.522814237,0.11325
2,1,99,75,2.951183807,0.127416667
2,2,99,75,3.077558188,0.145916667
2,3,99,75,3.108529172,0.1485
2,4,99,75,2.909069471,0.151083333
3,0,99,75,3.210902601,0.142333333
3,1,99,75,2.948319486,0.14775
3,2,99,75,3.01986494,0.16475
3,3,99,75,3.869280614,0.110666667
3,4,99,75,3.065718671,0.15475
4,0,99,75,3.768991856,0.145583333
4,1,99,75,3.383175219,0.141
4,2,99,75,3.632521439,0.1055
4,3,99,75,2.552846532,0.109
4,4,99,75,2.725475255,0.145
0,0,99,100,3.338736031,0.168166667
0,1,99,100,2.665734187,0.192916667
0,2,99,100,2.80363902,0.163583333
0,3,99,100,2.80854157,0.1835
0,4,99,100,4.944898735,0.108416667
1,0,99,100,3.0166589,0.145583333
1,1,99,100,3.180339788,0.134166667
1,2,99,100,3.119912008,0.154333333
1,3,99,100,3.50477824,0.1145
1,4,99,100,3.648754006,0.13775
2,0,99,100,2.868195031,0.18025
2,1,99,100,2.897226611,0.193416667
2,2,99,100,3.238233222,0.172583333
2,3,99,100,2.691852776,0.187833333
2,4,99,100,3.294811602,0.164416667
3,0,99,100,3.452190936,0.127
3,1,99,100,3.09987941,0.1725
3,2,99,100,3.616011044,0.126
3,3,99,100,2.755863227,0.169333333
3,4,99,100,2.908117402,0.177666667
4,0,99,100,2.953192759,0.186416667
4,1,99,100,3.211104143,0.1455
4,2,99,100,3.146416925,0.127416667
4,3,99,100,3.450952673,0.151916667
4,4,99,100,3.19152515,0.147666667
0,0,100,25,2.390047627,0.103583333
0,1,100,25,2.553310542,0.10675
0,2,100,25,2.388798528,0.0895
0,3,100,25,2.400829304,0.09525
0,4,100,25,2.376624056,0.1135
1,0,100,25,3.101836499,0.100583333
1,1,100,25,3.394173639,0.099916667
1,2,100,25,3.008673724,0.103666667
1,3,100,25,2.453003848,0.094583333
1,4,100,25,2.404550547,0.10475
2,0,100,25,2.356508138,0.095083333
2,1,100,25,2.899506166,0.101083333
2,2,100,25,2.566372031,0.100333333
2,3,100,25,3.39482655,0.09575
2,4,100,25,3.442673159,0.102583333
3,0,100,25,2.378328832,0.125
3,1,100,25,2.410784407,0.102
3,2,100,25,2.764092386,0.10075
3,3,100,25,2.449963858,0.1045
3,4,100,25,2.983928125,0.110166667
4,0,100,25,2.900547064,0.1035
4,1,100,25,2.806611622,0.09825
4,2,100,25,2.605102876,0.103666667
4,3,100,25,2.416422643,0.098083333
4,4,100,25,2.885268679,0.1015
0,0,100,50,3.637160222,0.1005
0,1,100,50,2.388878899,0.12
0,2,100,50,2.457975817,0.113083333
0,3,100,50,3.253260737,0.10225
0,4,100,50,3.078076293,0.0975
1,0,100,50,3.173626905,0.107166667
1,1,100,50,3.103193551,0.10425
1,2,100,50,4.344153944,0.098416667
1,3,100,50,3.11496447,0.0935
1,4,100,50,3.408965064,0.100916667
2,0,100,50,2.983048052,0.102333333
2,1,100,50,2.953132333,0.093
2,2,100,50,2.524045412,0.099333333
2,3,100,50,2.657635903,0.104833333
2,4,100,50,2.445306488,0.105666667
3,0,100,50,2.453351002,0.101833333
3,1,100,50,2.96013216,0.103333333
3,2,100,50,3.455840564,0.103416667
3,3,100,50,3.041782402,0.096083333
3,4,100,50,3.019509212,0.101583333
4,0,100,50,2.757867833,0.107
4,1,100,50,3.083553458,0.118666667
4,2,100,50,2.960184669,0.104
4,3,100,50,3.463512657,0.104333333
4,4,100,50,2.628375125,0.118166667
0,0,100,75,3.615121568,0.094916667
0,1,100,75,2.520503095,0.123166667
0,2,100,75,3.002866583,0.110166667
0,3,100,75,3.373600225,0.09025
0,4,100,75,3.29888208,0.094166667
1,0,100,75,3.240529082,0.101083333
1,1,100,75,3.352124655,0.097
1,2,100,75,4.648714072,0.103833333
1,3,100,75,3.857547464,0.094083333
1,4,100,75,4.366916981,0.093
2,0,100,75,3.082580115,0.09725
2,1,100,75,2.743609336,0.106833333
2,2,100,75,3.229898886,0.0995
2,3,100,75,3.441916113,0.097833333
2,4,100,75,3.82314659,0.101166667
3,0,100,75,3.162729612,0.105166667
3,1,100,75,3.650505868,0.115166667
3,2,100,75,2.925305639,0.109083333
3,3,100,75,3.304319688,0.103
3,4,100,75,3.378752855,0.103583333
4,0,100,75,3.430314323,0.100666667
4,1,100,75,2.762308585,0.102
4,2,100,75,4.243139332,0.097916667
4,3,100,75,4.450190339,0.0995
4,4,100,75,3.173413403,0.095083333
0,0,100,100,3.457409758,0.107416667
0,1,100,100,3.903238495,0.09825
0,2,100,100,4.27332296,0.109916667
0,3,100,100,3.310708775,0.09825
0,4,100,100,3.930866653,0.097916667
1,0,100,100,3.363065475,0.096833333
1,1,100,100,3.540911064,0.096416667
1,2,100,100,3.61831249,0.09375
1,3,100,100,3.71992779,0.09025
1,4,100,100,3.771844839,0.09875
2,0,100,100,3.656533129,0.098416667
2,1,100,100,3.012922027,0.12025
2,2,100,100,3.062747363,0.11375
2,3,100,100,4.190738637,0.102583333
2,4,100,100,3.250381154,0.101166667
3,0,100,100,3.093297042,0.110583333
3,1,100,100,3.751286197,0.095416667
3,2,100,100,3.362604083,0.1115
3,3,100,100,3.766570074,0.10425
3,4,100,100,3.674162319,0.10725
4,0,100,100,3.842273333,0.099083333
4,1,100,100,3.100632481,0.105833333
4,2,100,100,3.179130173,0.087583333
4,3,100,100,3.502141254,0.098
4,4,100,100,3.706980206,0.104
