"Run Number","Mutation Number","Percentage","Accuracy","Loss"
1,3,85,0.6563333333,1.2683619976
1,4,85,0.6428333333,1.3492306884
2,0,85,0.6593333333,1.4300917206
2,1,85,0.6783333333,1.2636925297
2,2,85,0.7035,1.132373385
2,3,85,0.4695,2.3087878782
2,4,85,0.6958333333,1.1231420519
3,0,85,0.5900833333,1.7396138112
3,1,85,0.6321666667,1.5198057257
3,2,85,0.68425,1.1763250844
3,3,85,0.62575,1.4290372696
3,4,85,0.6040833333,1.4716896939
4,0,85,0.6870833333,1.2163512944
4,1,85,0.6278333333,1.4254257305
4,2,85,0.715,1.0911273883
4,3,85,0.5540833333,1.8395092096
4,4,85,0.4810833333,2.1343930407
0,0,90,0.5874166667,1.6536538351
0,1,90,0.6215,1.3695947914
0,2,90,0.5971666667,1.6088223592
0,3,90,0.5695833333,1.71756498
0,4,90,0.6500833333,1.3641176195
1,0,90,0.6615833333,1.275763085
1,1,90,0.634,1.4360108636
1,2,90,0.6734166667,1.3697170386
1,3,90,0.5958333333,1.7219257782
1,4,90,0.6093333333,1.583658371
2,0,90,0.64675,1.4577253459
2,1,90,0.61325,1.6219671184
2,2,90,0.6435833333,1.3122497574
2,3,90,0.61525,1.5511795355
2,4,90,0.63525,1.5400698078
3,0,90,0.6940833333,1.1739887978
3,1,90,0.64475,1.4338604306
3,2,90,0.6315,1.4292916334
3,3,90,0.6254166667,1.4359499248
3,4,90,0.6485833333,1.2768009493
4,0,90,0.6401666667,1.5297289284
4,1,90,0.6363333333,1.3640116978
4,2,90,0.6459166667,1.3612088879
4,3,90,0.6409166667,1.3913297361
4,4,90,0.661,1.2831024495
0,0,95,0.6289166667,1.4128159188
0,1,95,0.5803333333,1.9924443007
0,2,95,0.6015,1.678308798
0,3,95,0.64975,1.4607411865
0,4,95,0.5798333333,1.9426063231
1,0,95,0.6633333333,1.1984917014
1,1,95,0.6641666667,1.3289615633
1,2,95,0.60225,1.6389385352
1,3,95,0.66775,1.2450164583
1,4,95,0.6383333333,1.3518377316
2,0,95,0.6058333333,1.398483614
2,1,95,0.60575,1.5172067294
2,2,95,0.67425,1.2010707598
2,3,95,0.5639166667,1.6025656071
2,4,95,0.5774166667,1.8418724866
3,0,95,0.6468333333,1.272994415
3,1,95,0.6195,1.4753579208
3,2,95,0.6560833333,1.3972576888
3,3,95,0.6956666667,1.0836583366
3,4,95,0.6599166667,1.310138657
4,0,95,0.68625,1.1316094879
4,1,95,0.6716666667,1.2365092374
4,2,95,0.6021666667,1.5311640388
4,3,95,0.6771666667,1.1715140813
4,4,95,0.6664166667,1.1448821146
0,0,99,0.6000833333,1.8283136622
0,1,99,0.6785,1.4440598626
0,2,99,0.657,1.5493072764
0,3,99,0.606,1.7677368603
0,4,99,0.62225,1.7726201317
1,0,99,0.6631666667,1.2572843633
1,1,99,0.5378333333,1.9306284401
1,2,99,0.6196666667,1.4953741721
1,3,99,0.5806666667,1.6410576436
1,4,99,0.5921666667,1.6011892171
2,0,99,0.6324166667,1.548174744
2,1,99,0.623,1.5064367231
2,2,99,0.6744166667,1.2699459414
2,3,99,0.5691666667,1.9510178884
2,4,99,0.65125,1.3566752319
3,0,99,0.6375833333,1.4380914582
3,1,99,0.6144166667,1.6309973526
3,2,99,0.519,2.1290375349
3,3,99,0.58575,1.5482889485
3,4,99,0.614,1.5393623732
4,0,99,0.6730833333,1.2282271063
4,1,99,0.62725,1.3628341188
4,2,99,0.5655833333,1.6536510447
4,3,99,0.6229166667,1.4495828888
4,4,99,0.6261666667,1.2679619732
0,0,100,0.561,2.6657653341
0,1,100,0.649,1.991841958
0,2,100,0.6413333333,1.7774064234
0,3,100,0.5815833333,2.4156620909
0,4,100,0.6365833333,2.0976435156
1,0,100,0.65525,1.286810612
1,1,100,0.6298333333,1.4566621691
1,2,100,0.6315833333,1.3073784577
1,3,100,0.586,1.8516875025
1,4,100,0.573,1.9936813774
2,0,100,0.6305,1.3213558801
2,1,100,0.5080833333,2.2815622009
2,2,100,0.673,1.201509594
2,3,100,0.5866666667,1.6724685623
2,4,100,0.6208333333,1.5006168482
3,0,100,0.6265833333,1.2931302808
3,1,100,0.6128333333,1.7534941514
3,2,100,0.5940833333,1.4919649116
3,3,100,0.6300833333,1.4125716899
3,4,100,0.5429166667,1.6830187807
4,0,100,0.58775,1.4222789288
4,1,100,0.60825,1.5204297846
4,2,100,0.5185,1.8395983423
4,3,100,0.5584166667,1.8108803314
4,4,100,0.5551666667,1.6215757294
