Run Num,Mutation Num,Percentage,StdDev,Accuracy5,Loss5,Accuracy50,Loss50,AccuracyEasy,LossEasy,AccuracyDiff,LossDiff
0,0,0.005,1,0.9941691,0.015551145804866757,0.98913044,0.034989448086677075,1.0,2.988064045423706e-05,0.9843197,0.060455528770507014
0,0,0.01,1,0.9912537,0.01654184249069531,0.9882491,0.035569577505779215,1.0,2.8828669761925742e-05,0.9828022,0.06011370362522675
0,0,0.05,1,0.79883385,1.661417369592294,0.796416,1.6453888720266967,0.7772414,2.145106887817383,0.8032372,1.394056478231678
0,0,0.1,1,0.7259475,1.1554068537217188,0.72855467,1.1598017303980055,0.7737931,1.2864904341204413,0.70814365,1.0926069007356418
0,1,0.005,1,0.99708456,0.012180596714942519,0.9882491,0.03473643332990116,1.0,4.34005209385289e-05,0.9817906,0.05850039379031491
0,1,0.01,1,0.9825073,0.058970161488295994,0.9803173,0.057985920250551506,1.0,0.0005025543176352271,0.9676277,0.09958457338520536
0,1,0.05,1,0.9941691,0.022293529003511017,0.9876616,0.041842064402174514,1.0,0.0005132141998760274,0.9822964,0.06945628718061765
0,1,0.1,1,0.7113703,0.73991626292554,0.72003525,0.723673545865979,0.68068963,0.8568306025965461,0.7460799,0.6244066835173345
0,2,0.005,1,0.9941691,0.020010911286659213,0.9882491,0.03183279749603568,1.0,3.3310362467028456e-05,0.9817906,0.055325429420918226
0,2,0.01,1,0.99708456,0.0177856081005175,0.98971796,0.030237648729057095,1.0,2.934492596099956e-05,0.9838139,0.05335288482341778
0,2,0.05,1,0.81632656,1.5647783286369925,0.8119859,1.526673150959082,0.7772414,2.06606902681548,0.8325746,1.2529579409457965
0,2,0.1,1,0.97376096,0.07551945808938224,0.97620445,0.07813609106910495,1.0,0.0042766727018972925,0.9671219,0.11765036145936496
0,3,0.005,1,0.9912537,0.024213501667663586,0.9876616,0.03809184514872016,1.0,6.0935125802643597e-05,0.9822964,0.05701905103613748
0,3,0.01,1,0.9941691,0.02122742413344953,0.9882491,0.03822415665894108,1.0,6.174678290021959e-05,0.98077893,0.0602491631367624
0,3,0.05,1,0.98542273,0.03305724791031189,0.9885429,0.04012916604172959,1.0,0.0007463350432828583,0.9817906,0.06259834412890489
0,3,0.1,1,0.98542273,0.058706227049188084,0.9800235,0.07266370518752467,1.0,0.007301545258739899,0.97420335,0.0996183188717867
0,4,0.005,1,0.99708456,0.014651839548053963,0.9885429,0.037489979868518354,1.0,0.0001260757141401349,0.9817906,0.06454488750524559
0,4,0.01,1,1.0,0.014179829475483463,0.98913044,0.03806307147854565,1.0,0.00011819833059642657,0.9817906,0.06514729514574848
0,4,0.05,1,0.6851312,2.1287241871780975,0.71357226,2.056959321860281,0.7475862,2.679638204903438,0.7010622,1.7058978770559463
0,4,0.1,1,0.9591837,0.11131455964319212,0.96239716,0.12512760007913748,0.9986207,0.016179720075993703,0.94385433,0.1756351463172583
1,0,0.005,1,0.99122804,0.02978880741028932,0.9894118,0.038228584776601675,1.0,2.3709221646881597e-05,0.9879644,0.046437129379293486
1,0,0.01,1,0.99122804,0.03482723703379171,0.9891176,0.038709171312957015,1.0,1.9336737754520553e-05,0.98691785,0.04732623381207808
1,0,0.05,1,0.99415207,0.034776997975787226,0.9852941,0.043233301758711394,1.0,8.472229978242224e-05,0.9837781,0.057300162141482786
1,0,0.1,1,0.9883041,0.06010802708871183,0.98264706,0.05979301800513092,1.0,0.0018908629089569578,0.9806384,0.07408755524488471
1,1,0.005,1,0.9883041,0.03488112416129276,0.9870588,0.042067315093830555,1.0,3.5831222198791596e-05,0.98587126,0.050949314491231676
1,1,0.01,1,0.9883041,0.033037099674104425,0.9870588,0.04122014489596682,1.0,2.719364790230425e-05,0.9863946,0.05053505242408913
1,1,0.05,1,0.9853801,0.04742908617209273,0.9832353,0.05499910808004001,1.0,0.0003510734861232734,0.97959185,0.06294145998079573
1,1,0.1,1,0.9883041,0.04861342532244342,0.9823529,0.05709345938309151,1.0,0.0017190878882023376,0.97959185,0.07614449681816521
1,2,0.005,1,0.9883041,0.03929667965623371,0.9870588,0.03793772265068529,1.0,5.079100827421389e-05,0.985348,0.047630864540080885
1,2,0.01,1,0.9883041,0.04182292652801115,0.98764706,0.03757261481314131,1.0,5.4659097156680006e-05,0.9863946,0.04664143130050661
1,2,0.05,1,0.9883041,0.03935787232037176,0.98735297,0.043371919631300604,1.0,0.0004632774226537068,0.98220825,0.05868327236733843
1,2,0.1,1,0.9853801,0.06088914935700378,0.9844118,0.060849692164098516,1.0,0.0036651439666099766,0.9801151,0.08110048619163779
1,3,0.005,1,0.99122804,0.03381845764053321,0.9885294,0.04026730527057011,1.0,2.525844306792673e-05,0.9848247,0.05046954963011214
1,3,0.01,1,0.9853801,0.033075761485692357,0.98470587,0.046278612257721015,1.0,4.75924634985741e-05,0.9811617,0.05784744860273983
1,3,0.05,1,0.9795322,0.0409724735464269,0.98588234,0.04499732632189989,1.0,0.00032268825176478297,0.9811617,0.061665762767530996
1,3,0.1,1,0.29532164,5.026617828168367,0.29382354,4.865874772913315,0.28340584,7.207326933195163,0.30141288,3.7418369338625954
1,4,0.005,1,0.9883041,0.03536436897402967,0.98588234,0.044508205503225325,1.0,4.629749224164413e-05,0.98325485,0.053051514071005446
1,4,0.01,1,0.9883041,0.036002568176223174,0.985,0.04587691585362122,1.0,4.980165569538929e-05,0.98220825,0.05569063368570674
1,4,0.05,1,0.9707602,0.07490213027997324,0.97294116,0.08655583845122772,1.0,0.0005932915495619446,0.96441656,0.11460645766836196
