"","num","perc","min","max","mean","orig_mean","sd","p-value","cohen_eff","power","killed","interval","bayesian_killed","glm_p","glm_killed","1percent","5percent","10percent"
"1",1,5,0.744416667,0.769583333,0.75648333336,0.758733333328,0.00693542462056885,1,"small",0.990319269140663,"nk","bla bla","nk",0.205911893320872,"nk",0.24,0,0
"2",2,10,0.73175,0.766,0.75413,0.758733333328,0.00823258833828615,1,"medium",0.999790189100053,"nk","bla bla","nk",0.0234223582822357,"k",0.32,0,0
"3",3,25,0.727166667,0.761416667,0.75217333336,0.758733333328,0.00823764219371457,1,"large",0.999999248960293,"nk","bla bla","nk",0.00165182094525678,"k",0.32,0,0
"4",4,50,0.72775,0.760666667,0.74745333336,0.758733333328,0.00931617595148751,1,"large",0.999999999999941,"nk","bla bla","nk",3.49324666213705e-06,"k",0.48,0,0
"5",5,75,0.720833333,0.745666667,0.73702333332,0.758733333328,0.0061368706408252,1,"large",1,"nk","bla bla","nk",1.00473463205473e-17,"k",0.92,0,0
"6",6,80,0.697,0.752416667,0.73266000004,0.758733333328,0.0125617667804489,1,"large",1,"nk","bla bla","nk",1.15003762694672e-12,"k",0.92,0.08,0
"7",7,85,0.703166667,0.748833333,0.72908333348,0.758733333328,0.0124708455254794,1,"large",1,"nk","bla bla","nk",1.32425772097068e-14,"k",0.96,0.08,0
"8",8,90,0.682833333,0.743166667,0.71584,0.758733333328,0.0160284744832208,1,"large",1,"nk","bla bla","nk",6.05677685690015e-17,"k",0.96,0.32,0
"9",9,95,0.685333333,0.727916667,0.70174333332,0.758733333328,0.0116936919389971,1,"large",1,"nk","bla bla","nk",7.66362214652288e-27,"k",1,0.76,0
"10",10,99,0.671916667,0.695583333,0.68358999996,0.758733333328,0.00609055499836062,1,"large",1,"nk","bla bla","nk",1.79231754745781e-41,"k",1,1,0
"11",11,100,0.658666667,0.699916667,0.6837633334,0.758733333328,0.00955520262811584,1,"large",1,"nk","bla bla","nk",2.33623797930176e-35,"k",1,1,0
