"","num","perc","min","max","mean","orig_min","orig_max","orig_mean","sd","p-value","cohen_eff","power","killed","1percent","5percent","10percent"
"1",1,100,-0.7139794,0.7605154,-0.0373663398393472,-0.503317893,0.692411184,-0.0363640838235721,0.141562743669613,4.63029080390587e-270,"negligible",0.980516905234666,"nk",10042,6018,3956
